Gene = PBRM1
index = 1001
Annotated 5SS: [   140   1214  11216  17581  21515  27972  31370  35010  36466  37760
  45112  50820  52441  62452  64363  70401  76193  90644  92361  93289
 100660 103173 115664 116431 117947 121465 124990 128967 129293]
Annotated 3SS: [  1115  11067  17436  21397  27902  31270  34923  36369  37667  44897
  50677  52342  62174  64256  69757  75980  90457  92202  93024 100513
 103014 115479 116219 117744 121299 124833 128895 129075 131477]
SMsplice 5SS: [   140   1214  11216  17581  21515  27972  31370  37760  45112  50820
  52441  53657  62452  64363  70401  75616  76193  90644  92361  93289
 100660 103173 115664 117947 120867 121465 124990 128967 129293]
SMsplice 3SS: [  1086  11067  17436  21370  27902  31270  37667  44897  50677  52342
  53504  62174  64256  70310  75484  75980  90493  92202  93024 100513
 103014 115479 117744 120772 121299 124833 128895 129075 131477]
top_k =  500
Partition function (log Z): -19.873850326159

Sorted 5' Splice Sites (High to Low Probability):
Position 11216: 1.0000000000000093
Position 1214: 0.9901144982535687
Position 45112: 0.9900544437884032
Position 53657: 0.9848883554225449
Position 31370: 0.9738661729347906
Position 52441: 0.9736006432791584
Position 140: 0.9540142212236665
Position 37760: 0.9458803000807098
Position 27972: 0.9370769397757183
Position 64363: 0.9219930209351712
Position 21515: 0.9138902636972808
Position 50820: 0.9008396647700505
Position 62452: 0.8287174352635979
Position 17581: 0.8218191204129917
Position 36466: 0.750524034276977
Position 25213: 0.4469156898051075
Position 68346: 0.39406516297124294
Position 25424: 0.3741304521377616
Position 35010: 0.3083417676668993
Position 33832: 0.27423818058589433
Position 22627: 0.25030559672581665
Position 4887: 0.23996493545238018
Position 8615: 0.20528926771978992
Position 8421: 0.18086258762762195
Position 52803: 0.15080373900178545
Position 7546: 0.13272656641235742
Position 46321: 0.12267565033651237
Position 62686: 0.12133326321066117
Position 37223: 0.12005101204642575
Position 7960: 0.1087367497134032
Position 76193: 0.10453277756220174
Position 10725: 0.1024428978403231
Position 29118: 0.10098200834929542
Position 52837: 0.0978677476667099
Position 26976: 0.08416063709315183
Position 21538: 0.08062411264294851
Position 34844: 0.06656423018100206
Position 53438: 0.06549486481482818
Position 48505: 0.05670562889676652
Position 39780: 0.04168575957531258
Position 45535: 0.0365944366561139
Position 206: 0.035716953695074
Position 26909: 0.03382297126328816
Position 45402: 0.03183718863069376
Position 10932: 0.03155184117710165
Position 29069: 0.03079521486623698
Position 28424: 0.030557775439158465
Position 68034: 0.02752558340069497
Position 4883: 0.0269891917639088
Position 53408: 0.02616125964266964
Position 56240: 0.026128798626453894
Position 34574: 0.025110725488389156
Position 51668: 0.024724329127973284
Position 52422: 0.024289711885028528
Position 17896: 0.023430976240767513
Position 701: 0.021875696061823366
Position 28483: 0.02178307889287928
Position 38917: 0.02178231340791481
Position 31427: 0.01978240266194286
Position 50993: 0.019443189257903438
Position 5018: 0.016528302120735663
Position 46287: 0.015285481761720416
Position 5004: 0.014982306940928773
Position 50811: 0.014947566968184244
Position 34073: 0.013087259546846135
Position 28070: 0.012822644971516995
Position 923: 0.0107331480903048
Position 49795: 0.010586496276871697
Position 29008: 0.010172346125959367
Position 4203: 0.009594639438951292
Position 27990: 0.009588821441021671
Position 25679: 0.008632772275839005
Position 26799: 0.006447634407845953
Position 22986: 0.006312214732010559
Position 25548: 0.006302696461642232
Position 988: 0.006174704677965433
Position 11022: 0.005575952805068667
Position 9069: 0.005511979862073142
Position 484: 0.004927495946869043
Position 4898: 0.004691092148506428
Position 41876: 0.004377911139160607
Position 51634: 0.0041393998667648745
Position 40106: 0.0040071419216840985
Position 51828: 0.003667741087515209
