Gene = FKTN
index = 558
Annotated 5SS: [   36 15617 17008 38528 43219 46363 49822 57278 59963 61932]
Annotated 3SS: [15524 16814 38467 43014 46084 49688 57147 59828 61803 76920]
SMsplice 5SS: [   41 12768 16203 17008 38528 40054 43219 46363 49822 59963 61963]
SMsplice 3SS: [12620 16067 16814 38467 39955 43014 46084 49688 59828 61803 75225]
top_k =  500
Partition function (log Z): -33.41599487804928

Sorted 5' Splice Sites (High to Low Probability):
Position 12768: 0.9215972797945552
Position 17008: 0.8722249274307923
Position 16203: 0.8407662223783186
Position 23076: 0.3151633727115651
Position 466: 0.2721967709657087
Position 41: 0.27114225598089586
Position 36: 0.26443313149808767
Position 19132: 0.22494921036728788
Position 980: 0.19113258229773658
Position 16573: 0.18994788867185433
Position 16886: 0.13795125718870913
Position 4132: 0.13706812023663228
Position 92: 0.1254759611112171
Position 14587: 0.12352459860946807
Position 16149: 0.09882892779562526
Position 20687: 0.055506929029395455
Position 13144: 0.05507761045301659
Position 19466: 0.041250770545064507
Position 22668: 0.040047490059070864
Position 12742: 0.03926238087785904
Position 12723: 0.03910864916757442
Position 6412: 0.03883359194081577
Position 3610: 0.03301897511431213
Position 5729: 0.03151291069905938
Position 13133: 0.030975524595180073
Position 16762: 0.030894957472527757
Position 3602: 0.02713282609316128
Position 6183: 0.024288303300943743
Position 19762: 0.021461779554722896
Position 9794: 0.018861359667077818
Position 56: 0.01430498869447553
Position 282: 0.013253029755349121
Position 160: 0.011052205779230655
Position 23719: 0.010970983282775086
Position 17485: 0.007685485617783666
Position 23276: 0.006894791056998526
Position 22171: 0.005267046554240879
Position 21969: 0.0013106271454144172
Position 578: 0.0011390691055961734
Position 3313: 0.0010570004951716953
Position 60: 0.0008833901841560425
Position 3561: 0.0007756571391314764
Position 312: 0.0006236684203526013
Position 3565: 0.0005154901376404406
Position 2074: 0.00033930934125515005
Position 200: 0.00025144141998693914
Position 5090: 0.0002461049287838965
Position 5110: 0.00021170485559882378
Position 1191: 0.0001548522278658387
Position 74: 0.00014097628726672323
Position 4051: 0.00011157867641645747
Position 1596: 0.00011062099690016261
Position 31: 0.00010676827027291451
Position 4614: 6.935961130962819e-05
Position 346: 5.66624287887318e-05
Position 210: 5.335176517387767e-05
Position 232: 3.467402059905936e-05
Position 110: 9.38407287439153e-06
Position 416: 5.784407789245255e-06
Position 372: 2.838102423661522e-06
Position 229: 2.7760586541953353e-06
Position 352: 1.9043119602331366e-06
Position 26: 9.06499647128383e-07
Position 335: 2.4626082926113674e-07
Position 948: 2.4017802964509444e-07
Position 251: 5.308102627174545e-08
Position 608: 3.056186032038274e-08
Position 338: 1.6511823645725528e-08
Position 399: 1.2899792179306297e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 12620: 0.9638779783566603
Position 16067: 0.939965273899138
Position 16814: 0.8560057264293629
Position 22995: 0.4822749559031544
Position 18985: 0.22816350130532534
Position 23512: 0.1577055023685057
Position 22386: 0.13014909379487405
Position 14435: 0.11684992631488726
Position 16305: 0.10913175727519166
Position 3951: 0.09504706793928208
Position 19502: 0.08013995354336241
Position 23241: 0.08012537226810744
Position 12993: 0.07086553600656237
Position 16974: 0.07020883630612501
Position 22108: 0.06783021900825924
Position 6126: 0.06313907175475988
Position 19324: 0.05875420826936491
Position 16849: 0.05767837259112942
