Gene = SH2D5
index = 1251
Annotated 5SS: [ 356 4579 5014 5536 6617 8141 8454 8911 9781]
Annotated 3SS: [ 4449  4932  5460  6469  7900  8284  8801  9620 10540]
SMsplice 5SS: [ 180  533 4579 5014 5558 6617 8141 8454 8911 9781]
SMsplice 3SS: [  264  4449  4932  5460  6469  7900  8284  8801  9620 10540]
top_k =  500
Partition function (log Z): 5.641475210550011

Sorted 5' Splice Sites (High to Low Probability):
Position 9781: 0.9551490252451074
Position 8911: 0.924674131227171
Position 8454: 0.8473888456325533
Position 4579: 0.8026682893162593
Position 180: 0.6869820483226786
Position 6617: 0.6636270764701351
Position 5014: 0.6443254531909489
Position 533: 0.5225760462166784
Position 8141: 0.4198824382225377
Position 753: 0.3449879238494998
Position 3204: 0.3284190270913466
Position 5536: 0.32693068269332276
Position 356: 0.28103175437179445
Position 1089: 0.2798149266775451
Position 5558: 0.2695459359779353
Position 5873: 0.2571801783833463
Position 8188: 0.24328802108548675
Position 5531: 0.22391102574658642
Position 2016: 0.12990960846019142
Position 8129: 0.1296360194664379
Position 5068: 0.12470033015527657
Position 8009: 0.10096278436319432
Position 6063: 0.10061743371986413
Position 4257: 0.09032087840182546
Position 9078: 0.08323802379040567
Position 100: 0.08141030765219048
Position 8384: 0.07531604059753186
Position 7608: 0.06733096228305448
Position 1653: 0.0667310295928532
Position 4557: 0.05886304118138049
Position 383: 0.05350432802176556
Position 3093: 0.05215879817749812
Position 5878: 0.051132487780511514
Position 63: 0.050847417779037916
Position 1791: 0.04727768511573702
Position 6681: 0.046083058572806174
Position 6058: 0.04136621746018325
Position 8045: 0.03998324489640547
Position 2010: 0.037907314333830905
Position 1810: 0.0330651199341824
Position 8532: 0.027608326689640673
Position 2155: 0.026314361547643123
Position 573: 0.0257080489600179
Position 7820: 0.02110352502297436
Position 394: 0.01808930089765039
Position 8526: 0.013075547210423656
Position 10748: 0.011776176070128154
Position 1835: 0.011488706896455285
Position 10116: 0.008051008752004929
Position 4602: 0.007072801738266767
Position 5848: 0.007053260729027691
Position 5976: 0.006669857734070036
Position 105: 0.0066523413158739025
Position 8357: 0.0063418959973446775
Position 184: 0.0055758066915679635
Position 7753: 0.005103681128182486
Position 1747: 0.004625383100319748
