Gene = MPC2
index = 856
Annotated 5SS: [  308 11544 15494 16062]
Annotated 3SS: [11502 15408 15949 17680]
SMsplice 5SS: [  308 11544 15494 16062]
SMsplice 3SS: [11502 15408 15949 17680]
top_k =  500
Partition function (log Z): -6.000493880892737

Sorted 5' Splice Sites (High to Low Probability):
Position 308: 0.9993864078557532
Position 11544: 0.9937024153303481
Position 15494: 0.9204844445183845
Position 16062: 0.6436253294995071
Position 5388: 0.23830323565020198
Position 15772: 0.23474151210805635
Position 1756: 0.1049536366852769
Position 2555: 0.08607307322388867
Position 9199: 0.06041082760895254
Position 5367: 0.05394871501706804
Position 9902: 0.038107489182917294
Position 2625: 0.03251503838996513
Position 7240: 0.03073758111336927
Position 1174: 0.028655155370259106
Position 3889: 0.022300254676694296
Position 16652: 0.022157764562465355
Position 9757: 0.021159609245677443
Position 1109: 0.020524114831174507
Position 7476: 0.019265790460528554
Position 16746: 0.015455481152499393
Position 3604: 0.013412911879125335
Position 9888: 0.011214550452472178
Position 7099: 0.009649180861937369
Position 15912: 0.00699177106911138
Position 2643: 0.006110612486998034
Position 2844: 0.005816618903333323
Position 17215: 0.005815487242389039
Position 6419: 0.005621860104069808
Position 7546: 0.004358372738310928
Position 15865: 0.004291485398936405
Position 3492: 0.0035584761686985075
Position 11648: 0.003251777503994316
Position 17603: 0.0032111516937397113
Position 12633: 0.0029826122960437624
Position 15740: 0.0027135860842701933
Position 2541: 0.0023998181963621585
Position 17833: 0.0018532750033145723
Position 15696: 0.0015391772563594901
Position 15827: 0.0013328786752027225
Position 17247: 0.0010209236505140144
Position 18082: 0.0007471485584390959
Position 16215: 0.00048467288929696106
Position 2300: 0.0004196119154763691
Position 73: 0.0002811418645497969
Position 813: 0.00026184126883191605
Position 500: 0.00026123776079997276
Position 1762: 0.0002399159194000489
Position 212: 0.00022637440804377517
Position 1735: 0.0001864577914108049
Position 2203: 0.00015845399847481
Position 1046: 0.00011087759859997969
Position 1694: 0.00010490485102722823
Position 700: 9.725390010492859e-05
Position 730: 9.1115989873529e-05
Position 985: 8.653790264236794e-05
Position 509: 8.424609828232658e-05
Position 1035: 7.548893904007249e-05
Position 838: 3.763157224742487e-05
Position 948: 3.241043696957425e-05
Position 1347: 2.985291610869241e-05
Position 1227: 2.654646718405093e-05
Position 3587: 2.400770168084912e-05
Position 256: 2.0839538397388482e-05
Position 41: 2.007421380898616e-05
Position 951: 1.567774510283703e-05
Position 712: 9.95066273112904e-06
Position 843: 8.713566439503014e-06
Position 117: 8.012530841292014e-06
Position 615: 7.174826729448418e-06
Position 1323: 5.391900326815765e-06
Position 431: 5.138392162057891e-06
Position 717: 5.117378582228056e-06
Position 979: 3.5431055580693856e-06
Position 1021: 1.7761409934338924e-06
Position 724: 1.2643046725581605e-06
Position 1343: 1.2446314155102724e-06
Position 137: 8.964607921090179e-07
Position 201: 3.4966381116553785e-07
Position 99: 1.0603237725842334e-07
Position 291: 6.549059098038744e-08
Position 102: 6.951072628340318e-10
Position 456: 3.6985564570857453e-10
Position 134: 1.5294832441995624e-11
Position 288: 7.259934128226386e-12
Position 105: 5.618489871662532e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 11502: 0.9982985652441451
Position 15408: 0.9212341535242966
Position 15949: 0.6453046653478807
Position 17680: 0.6377876621038457
Position 15695: 0.2963284084981075
Position 5265: 0.13490440326951064
Position 5232: 0.13329952162850964
Position 1577: 0.09543603086163586
Position 2430: 0.08019929820212605
Position 17004: 0.0748141366528101
Position 18449: 0.06683245364981096
Position 9146: 0.06055303763020433
Position 9645: 0.058477218370768795
Position 17995: 0.03167444791248707
Position 2554: 0.02838932365213623
Position 16135: 0.027162720143025888
Position 948: 0.023895369299485027
Position 7012: 0.021738990915496435
Position 7090: 0.018647771059810213
Position 837: 0.016563817810384945
Position 2393: 0.015231693755034187
Position 19241: 0.015068292495034491
Position 15626: 0.014814808696737809
Position 16967: 0.014703624041573375
Position 16531: 0.014373296288011973
Position 18887: 0.013074054859215773
Position 16629: 0.0130354997729142
Position 3791: 0.012682258533998342
Position 5180: 0.011921065360316204
Position 7465: 0.011643873586572158
Position 3822: 0.009651730093930326
Position 7376: 0.009034279585916257
Position 2509: 0.007771987312652966
Position 9807: 0.0076058283615775945
Position 15561: 0.00759967251877957
Position 18339: 0.007466320899349752
Position 1627: 0.007290947208320482
Position 16159: 0.006512049331255304
Position 17539: 0.006127138642012773
