Gene = NUDT17
index = 972
Annotated 5SS: [ 204  568  830 1062 1720 2091 2636]
Annotated 3SS: [ 383  803  968 1620 1953 2482 2747]
SMsplice 5SS: [60]
SMsplice 3SS: [803]
top_k =  500
Partition function (log Z): -5.9151777156652665

Sorted 5' Splice Sites (High to Low Probability):
Position 60: 0.6973787219027445
Position 830: 0.646287898884931
Position 568: 0.5977489491526342
Position 1062: 0.4248380248087951
Position 2091: 0.3969523990637876
Position 2636: 0.36832148058464936
Position 1720: 0.2467839186541119
Position 2230: 0.192122193727138
Position 204: 0.08718259703002532
Position 887: 0.0629254081566447
Position 2095: 0.03482641411103733
Position 1981: 0.010279408721681583
Position 1884: 0.009251887181287801
Position 2428: 0.005862319381391042
Position 21: 0.005447613014638386
Position 804: 0.004403706282587779
Position 460: 0.00426530825062031
Position 741: 0.0036315500461562298
Position 266: 0.003150004074748557
Position 78: 0.0028259791157887507
Position 558: 0.0021835839621875608
Position 1732: 0.0019523073236075176
Position 595: 0.0010873169626836046
Position 76: 0.001077086429344188
Position 657: 0.000780104365197851
Position 889: 0.0007066613727989897
Position 2206: 0.0005804609075227198
Position 472: 0.0003685649655872696
Position 1350: 0.0002818174132128078
Position 56: 0.0002618176097209273
Position 1287: 0.0002431135739862441
Position 1332: 0.00019698536294666813
Position 306: 0.00018350600817945852
Position 27: 0.00013330741339114913
Position 572: 0.00010981808944106439
Position 837: 8.361701746253082e-05
Position 1071: 7.620130117977696e-05
Position 304: 5.777028846800677e-05
Position 80: 5.581469390520744e-05
Position 324: 3.506651793200569e-05
Position 49: 2.5532375413123357e-05
Position 235: 2.127713315806957e-05
Position 429: 1.8443641957512975e-05
Position 82: 9.845560772606319e-06
Position 812: 2.93373696990782e-06
Position 338: 5.778593911651334e-07
Position 1142: 3.926685203609885e-08
Position 4: 5.452642546521734e-09
Position 41: 2.1152166401112086e-09
Position 116: 1.9870391599399853e-09
Position 153: 1.436307947928573e-09
Position 9: 6.70049859811774e-11
Position 474: 4.983705844482131e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 803: 0.8017630275452329
Position 2747: 0.6213042609033256
Position 968: 0.42730173125222193
Position 1953: 0.2367600731064224
Position 1620: 0.20934767152369996
Position 2482: 0.1825727954395709
Position 2070: 0.16020821388777517
Position 2169: 0.1561528153379843
Position 2008: 0.15291654957344544
Position 491: 0.1490242556087657
Position 453: 0.12568654658267484
Position 2835: 0.10507849727426233
Position 2370: 0.08829434342677753
Position 1637: 0.05791060848095253
Position 2398: 0.05594186879747081
Position 383: 0.04650512918078503
Position 2487: 0.03843221854254851
Position 523: 0.024066681378522664
Position 416: 0.01764599927006601
Position 2465: 0.017001056606761475
Position 1980: 0.014955748623327778
Position 133: 0.011250613031771162
Position 2268: 0.009382441727882008
Position 354: 0.008743392570383696
Position 309: 0.008677493352987732
Position 1887: 0.008479896439583502
Position 722: 0.007090415257525714
Position 641: 0.006719565244729123
Position 685: 0.006495414280533822
Position 1698: 0.006280087842469942
Position 459: 0.006234642207867874
Position 427: 0.00500369293896238
Position 2289: 0.004171889543962174
Position 166: 0.003994807495932337
Position 2768: 0.002900815201996341
Position 1215: 0.0027652603919030194
Position 203: 0.002312088541651949
Position 419: 0.0022979648201983615
Position 2443: 0.002247015460785599
Position 2893: 0.002029427733197751
Position 1246: 0.001991153199543431
Position 1904: 0.0018316061976067298
Position 324: 0.0018207669946268864
Position 338: 0.001764919321742755
Position 2035: 0.001690862119559728
Position 764: 0.001278588659590425
Position 2321: 0.0012671296207592377
Position 2966: 0.0010624991064893078
Position 2095: 0.0008488045908319913
Position 365: 0.000722839990373932
Position 647: 0.0005816242002887011
Position 2788: 0.0005508342358570052
Position 2773: 0.0004684565059872749
Position 496: 0.00037728426786129134
Position 1790: 0.00037403222276301864
Position 741: 0.0003664915798893956
Position 1536: 0.0003555878103800227
Position 190: 0.000316009182233094
Position 177: 0.00020883397094727314
Position 1491: 0.00016128807300649532
Position 1025: 0.0001243906364833068
Position 587: 0.00011681840598837778
Position 443: 0.000105635636943881
Position 925: 0.00010479652586064281
Position 163: 8.80224659954807e-05
Position 727: 7.689309160735462e-05
Position 650: 7.157343909490726e-05
Position 729: 5.785067570264725e-05
Position 1494: 5.5223223466931045e-05
Position 224: 4.2547348810655704e-05
Position 931: 4.121763545953209e-05
Position 211: 3.2471275493217826e-05
Position 732: 3.012996318075989e-05
Position 692: 1.4262105712654476e-05
Position 283: 9.321610172382838e-06
Position 1419: 9.206642887127446e-06
Position 981: 8.001179151095766e-06
Position 1451: 7.312757542068846e-06
Position 503: 7.224300919661159e-06
Position 214: 7.063731849680551e-06
Position 1031: 5.834459222397529e-06
Position 235: 4.443061427492832e-06
Position 909: 3.0076041093348336e-06
Position 600: 2.8034204188084945e-06
Position 140: 2.18734533199678e-06
Position 745: 1.7751888347641062e-06
Position 105: 1.7082183290305918e-06
Position 144: 3.6889226210364006e-07
Position 1500: 3.062000243795564e-07
Position 96: 2.0284904418325899e-07
Position 915: 4.484900777645284e-08
Position 248: 2.7139028984922226e-08
Position 898: 2.565805353170581e-08
Position 240: 2.297619505795485e-08
Position 538: 1.5020845978051563e-08
Position 226: 5.449855652870516e-10
Position 76: 5.162300125766161e-12
