Gene = EPO
index = 501
Annotated 5SS: [ 194  904 1249 2044]
Annotated 3SS: [ 757 1161 1863 2177]
SMsplice 5SS: [ 194  904 1249 2044]
SMsplice 3SS: [ 817 1161 1956 2177]
top_k =  500
Partition function (log Z): -3.847147794532683

Sorted 5' Splice Sites (High to Low Probability):
Position 2044: 0.9433991523525906
Position 194: 0.9366537477281001
Position 1249: 0.669233934667409
Position 904: 0.6364704692511245
Position 2338: 0.09244516830457399
Position 1340: 0.027393628707316108
Position 569: 0.02606764588171713
Position 867: 0.020817689708651388
Position 151: 0.011962448456053343
Position 1509: 0.010859555773533211
Position 127: 0.006320847748182158
Position 2079: 0.003997380380338031
Position 434: 0.0017843395387558431
Position 584: 0.0014195144293968282
Position 579: 0.0012719950229066134
Position 331: 0.0011888985531108055
Position 277: 0.0009607018712724279
Position 2048: 0.0007329846993787307
Position 1993: 0.0006637407465060691
Position 1860: 0.0005285855159126911
Position 989: 0.0002680484301761451
Position 198: 0.0001858030816709019
Position 1219: 0.00017858529686895963
Position 545: 0.00012014841536221302
Position 187: 0.0001014240345083398
Position 645: 9.325350143371853e-05
Position 285: 8.731844065296679e-05
Position 80: 8.665944650246049e-05
Position 231: 3.934241888797505e-05
Position 559: 3.580671212362928e-05
Position 679: 3.489097871645932e-05
Position 634: 1.6134157596536842e-05
Position 132: 1.2098286611456143e-05
Position 419: 1.1857027657045364e-05
Position 369: 9.301462676766577e-06
Position 996: 6.868549646179905e-06
Position 411: 4.754843615932005e-06
Position 1942: 1.1580318266095611e-06
Position 1938: 5.064710156442577e-07
Position 1635: 6.738200165800168e-08
Position 304: 4.837859849328358e-08
Position 442: 3.270618388833945e-08
Position 129: 2.820999487911005e-08
Position 347: 1.2903135784674074e-08
Position 397: 5.9918546411794695e-09
Position 237: 4.513248453727062e-09
Position 1466: 2.7342365928921057e-10
Position 456: 7.067555751831894e-14
Position 450: 6.575890587423325e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2177: 0.6774266351195396
Position 1161: 0.589387587669681
Position 817: 0.4319213426825786
Position 1956: 0.38563796471607115
Position 1863: 0.32719426518754136
Position 2152: 0.242544403780912
Position 1932: 0.1510401124582026
Position 851: 0.10635771496478894
Position 1915: 0.0707808733016555
Position 1071: 0.06022368848562583
Position 2465: 0.044315706384883975
Position 757: 0.04294506002649962
Position 2180: 0.03380854379674803
Position 456: 0.025828441018810298
Position 2199: 0.023950422676894356
Position 2433: 0.01921285159696644
Position 1033: 0.0168855235691191
Position 655: 0.01683837675082568
Position 1184: 0.016407929158290483
Position 2697: 0.013662650786274181
Position 739: 0.012489455780945465
Position 708: 0.010769778888460155
Position 1784: 0.009712156186474979
Position 2745: 0.008316885304255927
Position 1112: 0.007428087202677662
Position 1400: 0.005758987205378715
Position 2652: 0.005075972503518761
Position 1847: 0.004414432087310202
Position 1974: 0.003231488906600082
Position 2485: 0.002928531657326905
Position 2596: 0.002879235620540892
Position 2590: 0.002806256207546787
Position 1875: 0.002319648842330729
Position 1286: 0.00207986740632822
Position 1210: 0.0019210059362890772
Position 514: 0.001518633078845318
Position 2885: 0.0012508016032124318
Position 537: 0.0011855282563381514
Position 1319: 0.0011625898313138245
Position 601: 0.001136984433331207
Position 1378: 0.0008139316470459387
Position 2855: 0.0006430034766851361
Position 2423: 0.0005880085332067023
Position 2560: 0.0005738242446701624
Position 2288: 0.0005009220587405308
Position 1990: 0.00044692764757679813
Position 2438: 0.0004375078353210196
Position 2211: 0.00043085787221804463
Position 1756: 0.00038365362838671687
Position 2722: 0.00036885693777629453
Position 1872: 0.0003169759533356649
