Gene = TMIGD3
index = 1459
Annotated 5SS: [  484 12833 14812 16903 17749]
Annotated 3SS: [12725 14463 16835 17647 19730]
SMsplice 5SS: [  484  4521  7487 14812 16903 17749]
SMsplice 3SS: [ 4400  7343 14463 16835 17647 18935]
top_k =  500
Partition function (log Z): -6.662954464809734

Sorted 5' Splice Sites (High to Low Probability):
Position 14812: 0.9977235573472589
Position 16903: 0.8948115769337945
Position 484: 0.8368041479573615
Position 4521: 0.7989441449081987
Position 17749: 0.7743322611914252
Position 7487: 0.6401592509664571
Position 2294: 0.5391344526491406
Position 12833: 0.3414668244072418
Position 18095: 0.28818993454951775
Position 18103: 0.24421153947280136
Position 8152: 0.2096344971459377
Position 9784: 0.11284443954688925
Position 5250: 0.11065249587644395
Position 19064: 0.10395817405023676
Position 12313: 0.09204741248589383
Position 4753: 0.07283490332526533
Position 19519: 0.07093965278321473
Position 501: 0.06040091206019917
Position 9925: 0.05334476302485277
Position 6013: 0.04758451108625411
Position 115: 0.03745508547279668
Position 7114: 0.03597886955982441
Position 14022: 0.035595289996186635
Position 3002: 0.03424940950333884
Position 18990: 0.03300384582246265
Position 3113: 0.032009339486713605
Position 713: 0.024271968570674058
Position 571: 0.022325018493049978
Position 6713: 0.018653279951809466
Position 8072: 0.015436803992726428
Position 8424: 0.013919335910567819
Position 7160: 0.012548623143318088
Position 911: 0.012069136263417476
Position 13787: 0.011136025444649764
Position 3654: 0.009538157434214116
Position 4311: 0.008910812346596655
Position 16952: 0.008522344024383802
Position 7773: 0.007397644378949191
Position 18709: 0.006574070516283117
Position 19032: 0.006153928594587048
Position 3237: 0.0059946387250466426
Position 2252: 0.0049972700883771795
Position 8987: 0.0044308978788056615
Position 2604: 0.0039900486547581665
Position 16784: 0.0038699949365290248
Position 3160: 0.003670394998475723
Position 628: 0.0026002413755811552
Position 5574: 0.002315371654233965
Position 230: 0.0021500410465982054
Position 2748: 0.0016431350103300016
Position 10109: 0.0015536575799429788
Position 632: 0.001140400026265475
Position 215: 0.001053321429819874
Position 479: 0.0009708880108836993
Position 640: 0.0009657369697673398
Position 242: 0.0009011144312777059
Position 467: 0.0007320357071723949
Position 1664: 0.00067989382836744
Position 915: 0.0006445093282448636
Position 563: 0.0005881373611898919
Position 2032: 0.0005872727690676887
Position 320: 0.0005814504204827726
Position 736: 0.0005021469280191815
Position 1025: 0.0003980158467402053
Position 1606: 0.0003138151430269062
Position 4: 0.0002972902874685964
Position 4757: 0.00023001725124844545
Position 224: 0.0001920404086316865
Position 18486: 0.0001671786847290743
Position 326: 0.00015774942757793467
Position 287: 0.00015213411340757974
Position 2583: 0.00014672792098674003
Position 4663: 0.00014071601857541715
Position 347: 0.0001398847665910289
Position 958: 0.00011286506474554136
Position 239: 0.000109294717063347
Position 717: 0.00010709414269148195
Position 314: 0.00010106971712627957
Position 2629: 7.72647261942555e-05
Position 1091: 7.688311123902108e-05
Position 1124: 6.557647332559554e-05
Position 496: 6.248599687419139e-05
Position 789: 5.7364652112338536e-05
Position 4083: 5.658656506546408e-05
Position 1058: 5.395150226764338e-05
Position 1157: 4.384988935300965e-05
Position 2059: 4.349365060918847e-05
Position 1705: 3.9750945854482225e-05
Position 2191: 3.823962770158272e-05
Position 5246: 3.021501454475896e-05
Position 3351: 1.6436514011745978e-05
Position 892: 1.6295190353228276e-05
Position 1518: 1.578410751690201e-05
Position 1624: 5.7485505000328385e-06
Position 109: 4.1999153096144154e-06
Position 49: 2.3406944942434386e-06
Position 170: 1.7740010613980748e-06
Position 157: 2.85426759036201e-07
Position 103: 2.5570087054053585e-07
Position 21: 2.8166817920167696e-08
Position 592: 1.2426002393758931e-08
Position 620: 7.503128721198445e-09
Position 610: 5.149652077291191e-09
Position 430: 7.190498117079816e-11
Position 344: 5.813878766957162e-11
Position 612: 4.31846025408171e-11
Position 449: 1.2776241983659804e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 14463: 0.9999546368290705
Position 17647: 0.7812133362036556
Position 7343: 0.6330257046742986
Position 4400: 0.6126371721339913
Position 16835: 0.5841209210219966
Position 2190: 0.5107414279334915
Position 18026: 0.47021124352924115
Position 18935: 0.43833289356353655
Position 12725: 0.34146682440724146
Position 8009: 0.21185340826134333
Position 19385: 0.20297006935514875
Position 4424: 0.16960494827284753
Position 16674: 0.16945872415128063
Position 9698: 0.16619962196333252
Position 18463: 0.16156746948183712
Position 16657: 0.14277930469216407
Position 19160: 0.12473595990029106
Position 19899: 0.08028732303583008
Position 18938: 0.06680766484542529
Position 4594: 0.060034073933883415
Position 12138: 0.053856675196705346
Position 5855: 0.04758451108625414
Position 7031: 0.04445672321302997
Position 12223: 0.038190737289188495
Position 4886: 0.036658784911202585
Position 19822: 0.03619865604424349
Position 13893: 0.035595289996186635
Position 2128: 0.034800903401404175
Position 18044: 0.03236610873314167
Position 19666: 0.03221225940422438
Position 5187: 0.028397995496736852
Position 17975: 0.028022841992139655
Position 2931: 0.027434519948211337
Position 2889: 0.02606919501385069
Position 2867: 0.01965510734907966
Position 4179: 0.01877075094220632
Position 6594: 0.015976083231128438
Position 5065: 0.01349990992521926
Position 8316: 0.013433746267090254
Position 5122: 0.012280474637543726
Position 4918: 0.012181116486815807
Position 19942: 0.01149517936112698
Position 18012: 0.011166262798226826
Position 13576: 0.011136025444649764
Position 16577: 0.010844966029266247
Position 7982: 0.010663664880914898
Position 17329: 0.009996755368847744
