Gene = PCDHGB5
index = 1002
Annotated 5SS: [  2397  96738 107354]
Annotated 3SS: [ 96678 107264 112818]
SMsplice 5SS: [   228   7249  11494  12493  22147  24978  36147  57334  80419  85700
  90731  93573  96738 107354 110985]
SMsplice 3SS: [  7140  11381  12383  21859  24810  36028  57210  80265  85581  90559
  93362  96678 107264 110924 112818]
top_k =  500
Partition function (log Z): -49.42655771405635

Sorted 5' Splice Sites (High to Low Probability):
Position 11494: 0.9936086666468275
Position 12493: 0.8444424026564727
Position 16935: 0.8129612245022344
Position 7249: 0.7947136409668786
Position 228: 0.6232934328792838
Position 6227: 0.6122741859115011
Position 22147: 0.4018744403968548
Position 693: 0.38051071777200723
Position 24978: 0.338961682734341
Position 11950: 0.3023111393903864
Position 15369: 0.26263797288007146
Position 15804: 0.24327662145611906
Position 2397: 0.23647206447620656
Position 427: 0.2064539102024785
Position 11710: 0.1923481884299098
Position 23847: 0.12218721234429003
Position 15362: 0.12149375939691813
Position 11223: 0.11304651004600902
Position 22795: 0.10750407663633381
Position 22740: 0.10550940368551513
Position 16203: 0.10438060360793679
Position 255: 0.06997064904064369
Position 25533: 0.04766957416436149
Position 16653: 0.04632604655597368
Position 17484: 0.036399076302651746
Position 11909: 0.03532614511496178
Position 15874: 0.03278114501515735
Position 8466: 0.0177385039356674
Position 25808: 0.014515051545167757
Position 18580: 0.013351126593558648
Position 1623: 0.010501103589846596
Position 5033: 0.01030163699181354
Position 1758: 0.00960363454803584
Position 8505: 0.008066610981531434
Position 8254: 0.005723031073353541
Position 12305: 0.005317628588089584
Position 201: 0.004819866552697981
Position 15013: 0.0047813239237704825
Position 11218: 0.0042723961488152495
Position 6088: 0.0028013379407549536
Position 12010: 0.0021921852808339253
Position 11728: 0.001911871940548368
Position 13076: 0.0007594269254629755
Position 14070: 0.0007483411758755985
Position 88: 0.0007467081590824023
Position 720: 0.000664607760671268
Position 354: 0.00034324568998386214
Position 1863: 0.00032193392570228224
Position 1998: 0.0002478591005759505
Position 11806: 0.00024525484521132403
Position 11758: 0.00024344142204906112
Position 205: 0.0001926177283148862
Position 979: 0.00012236930817796513
Position 164: 0.00011924953629570282
Position 1131: 5.5312823468059103e-05
Position 562: 4.4329171406478775e-05
Position 13002: 3.968808561281258e-05
Position 958: 3.338227468706925e-05
Position 1923: 3.24993100550779e-05
Position 360: 2.425351009899385e-05
Position 506: 2.0472337846020128e-05
Position 135: 1.8947901865186657e-05
Position 465: 1.6641390574962464e-05
Position 171: 1.2732304280579082e-05
Position 431: 8.226188623115036e-06
Position 14046: 7.009004848149435e-06
Position 248: 6.115711350619297e-06
Position 737: 3.7679518627010276e-06
Position 565: 3.4829198708204454e-06
Position 1068: 2.5063291478154877e-06
Position 179: 1.3041542163224378e-06
Position 304: 1.2763010279697881e-06
Position 529: 6.407224760377037e-07
Position 138: 5.015127314378978e-07
Position 649: 2.918881065765142e-08
Position 744: 2.2731439548301895e-08
Position 45: 1.1345587619848035e-11
Position 71: 6.380453292895872e-12
Position 324: 5.128616288501079e-13
Position 65: 1.0236527416329767e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 24810: 0.8442198322938441
