Gene = GLYCTK
index = 600
Annotated 5SS: [  21 2864 3256 4067]
Annotated 3SS: [2447 3103 3890 4403]
SMsplice 5SS: [  21 3256]
SMsplice 3SS: [3103 4403]
top_k =  500
Partition function (log Z): -7.124272023726361

Sorted 5' Splice Sites (High to Low Probability):
Position 21: 0.9538414740976333
Position 3256: 0.8416081170283295
Position 2694: 0.20271058079184093
Position 5337: 0.1931706924812541
Position 4286: 0.17431729560600248
Position 5319: 0.12780644420668366
Position 4067: 0.06804520220703257
Position 2279: 0.0383675517617468
Position 4714: 0.035005464189639304
Position 2761: 0.03320675199076529
Position 2864: 0.03242229627930554
Position 3353: 0.018342957159618662
Position 2736: 0.01796703229735861
Position 253: 0.016781098305289094
Position 3138: 0.014925811131899608
Position 2622: 0.014656566514228185
Position 3330: 0.013921519464311518
Position 4266: 0.01355817794120087
Position 214: 0.011940388512291625
Position 1372: 0.009697430159379341
Position 4449: 0.008522790554974517
Position 4407: 0.007941908074510798
Position 3261: 0.007682842542184138
Position 4233: 0.00607131073002966
Position 4726: 0.005241016116834414
Position 4249: 0.00505594544794485
Position 1110: 0.00482567142302523
Position 3377: 0.0048150996214435205
Position 5224: 0.0046384553535251186
Position 2056: 0.004162402335124057
Position 3314: 0.0035537274223923472
Position 1134: 0.003285049105765948
Position 2626: 0.003190173247458
Position 634: 0.002956156041561722
Position 590: 0.002955126437427602
Position 2011: 0.0028451738820356467
Position 2505: 0.0027581476675460127
Position 4314: 0.002402817123841077
Position 3282: 0.002014614880808021
Position 672: 0.0016562185756771523
Position 1968: 0.0016057361039771506
Position 5267: 0.001582045564986479
Position 1579: 0.0014735877930799085
Position 712: 0.0012545797951964417
Position 3148: 0.0010621696141012572
Position 296: 0.0009460182871874814
Position 2309: 0.0009336104885107151
Position 3286: 0.0009171839776904996
Position 4548: 0.000589202117085658
Position 85: 0.0005680227386185133
Position 4557: 0.000505639053018883
Position 1187: 0.0003827628975502144
Position 1041: 0.0003442183307801032
Position 695: 0.0003263993325150506
Position 2357: 0.0003112861536073286
Position 3728: 0.00030830938413941704
Position 3037: 0.000290876469210761
Position 4032: 0.00026000312527721685
Position 661: 0.00024182360781523435
Position 1127: 0.0002369434221582266
Position 1249: 0.00021037964432532962
Position 2008: 0.00014969299491565509
Position 3891: 0.00013782359951992082
Position 91: 0.0001321129166043955
Position 3742: 0.00012742111925094426
Position 1859: 0.0001234540848966195
Position 3477: 0.00011524326386489251
Position 1264: 0.00010794697624428368
Position 3358: 9.94665245438101e-05
Position 3393: 9.77603996165001e-05
Position 1586: 9.286366042145654e-05
Position 656: 6.997242253756565e-05
Position 1745: 6.83746254114689e-05
Position 377: 5.042959895404542e-05
Position 62: 4.9500766976242076e-05
Position 2352: 2.624229108786969e-05
Position 1170: 2.563671674483869e-05
Position 700: 2.4057004864376856e-05
Position 617: 2.3060069326477823e-05
Position 1662: 1.434185827546505e-05
Position 1666: 1.1246802231949013e-05
Position 3293: 8.293861037891042e-06
Position 3374: 8.146284360297151e-06
Position 4170: 6.928628393565933e-06
Position 3813: 6.55288368291036e-06
Position 3050: 5.104442917059897e-06
Position 3471: 4.72860960226179e-07
Position 13: 1.720751990833646e-07
Position 356: 1.476143645978016e-07
Position 25: 1.230048623147085e-07
Position 310: 9.748341412674226e-08
Position 560: 6.837003121221226e-08
Position 569: 6.593132214349994e-08
Position 173: 4.978660552877706e-08
Position 243: 3.9876242897831436e-08
Position 556: 2.8716235308111195e-08
Position 484: 2.319527105602204e-08
Position 361: 1.4449292899162688e-08
Position 312: 7.82458032099488e-09
Position 256: 1.3837742379468262e-09
Position 452: 5.866654698841448e-11
Position 408: 3.5250389788182226e-11
Position 193: 2.8497329760009874e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3103: 0.9497947665969567
Position 5189: 0.47134056648432165
Position 4403: 0.4367089446609207
Position 2447: 0.27229390622810234
Position 5450: 0.2627544873447076
Position 4088: 0.18775050635120089
Position 5420: 0.10883011301750721
Position 3940: 0.035974118141305376
Position 2202: 0.020511591391625263
Position 5454: 0.016825126928637472
