Gene = LINC00694
index = 785
Annotated 5SS: [85]
Annotated 3SS: [1123]
SMsplice 5SS: [271]
SMsplice 3SS: [1123]
top_k =  500
Partition function (log Z): -11.041996916620496

Sorted 5' Splice Sites (High to Low Probability):
Position 271: 0.4181628728104371
Position 999: 0.33396568494501133
Position 85: 0.2051883968269348
Position 302: 0.041600258254363
Position 1136: 0.016135742903804436
Position 1018: 0.015033123587897988
Position 1124: 0.011219726737164183
Position 846: 0.009641026442680655
Position 193: 0.007495057891348578
Position 154: 0.006726882530426915
Position 817: 0.004925995490873331
Position 458: 0.003688025665347762
Position 1011: 0.0032491579788896403
Position 743: 0.0031084874585398654
Position 407: 0.002323610674467146
Position 171: 0.0019274637304278841
Position 264: 0.0015119900241924915
Position 146: 0.0013992832706326377
Position 859: 0.001299024491776262
Position 515: 0.0009130732280703326
Position 984: 0.0007094605431193301
Position 72: 0.0004941495160263476
Position 512: 0.00044456273228863047
Position 676: 0.00039579152583988915
Position 306: 0.00038873535163133876
Position 30: 0.0003297645565294383
Position 947: 0.00030219140911399045
Position 311: 0.0002301611218307711
Position 623: 0.00018389475983686992
Position 586: 0.0001829441914449932
Position 788: 0.000177394836560497
Position 580: 0.0001607451139714577
Position 821: 0.00014065665078369258
Position 601: 0.0001384346488199535
Position 575: 0.00013750914949184595
Position 138: 0.00010465549010024151
Position 365: 9.108221432038652e-05
Position 156: 5.527451380145894e-05
Position 868: 5.312084805621783e-05
Position 1283: 4.5525346485655734e-05
Position 374: 3.220829523735557e-05
Position 613: 3.149722711060325e-05
Position 1428: 2.780625171617037e-05
Position 519: 1.5269031934104035e-06
Position 6: 1.399074847578543e-06
Position 451: 7.033858448822967e-07
Position 485: 5.766086840141286e-07
Position 287: 4.099214097983875e-07
Position 877: 3.3740621926992065e-07
Position 854: 1.7113310141062047e-07
Position 198: 3.884720415462455e-08
Position 255: 2.4489163836517864e-08
Position 70: 7.056625827723389e-09
Position 15: 4.200071385726484e-09
Position 17: 3.0488159445220847e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1123: 0.7836611380587177
Position 629: 0.08619468642307511
Position 1218: 0.0508472287356212
Position 845: 0.04109248694670747
Position 655: 0.024211964421664
Position 1478: 0.023356107699671117
Position 399: 0.021005615114877054
Position 1629: 0.010146152436404394
Position 209: 0.005995958254529753
Position 901: 0.005080446774019126
Position 1221: 0.00481639622098773
Position 1412: 0.004179388039474407
Position 1451: 0.003273999222634874
Position 1548: 0.003045270665462253
Position 974: 0.0030289635575648432
Position 1656: 0.002956817572363004
Position 670: 0.0021114861967648528
Position 169: 0.0016118606075792683
Position 947: 0.0013933459085642497
Position 882: 0.001335345362875348
Position 1353: 0.0011335720537670073
Position 1366: 0.0011272729694058342
Position 821: 0.0010095311350157463
Position 978: 0.0008287856319337692
Position 327: 0.0008054371681319835
Position 1682: 0.0008024036823762375
Position 1514: 0.0006775593870693282
Position 927: 0.0006710424810177419
Position 374: 0.0006280345202278609
Position 911: 0.000621108552228246
Position 1155: 0.0005127388852950055
Position 1372: 0.00048583308757184677
Position 1798: 0.0004632591656690563
Position 264: 0.00039088713943508503
Position 1248: 0.00034292893078444376
Position 1275: 0.00028843303066709565
Position 532: 0.00027596230339618864
Position 1017: 0.0002753323358560913
Position 1188: 0.0002748199213216384
Position 1023: 0.00026845032596349154
Position 526: 0.00025777224922127125
Position 1326: 0.00023803187473884894
Position 914: 0.00023235068605166544
Position 1133: 0.00022128509260294348
Position 735: 0.00019083220909648637
Position 1311: 0.0001829819658319985
Position 1165: 0.00016673409208139235
Position 437: 0.00014263957456414497
Position 1304: 0.00013706183896421535
Position 951: 0.00012822287636880494
Position 512: 0.00012686692629850437
Position 850: 0.00011674497076701294
Position 180: 0.00011583129662219231
Position 296: 0.00011579191762626625
Position 292: 9.679675045202896e-05
Position 1783: 9.677064602487721e-05
Position 1193: 7.946359415409007e-05
Position 192: 5.82374172118996e-05
Position 451: 5.803058941090354e-05
Position 485: 5.4428431930480824e-05
Position 779: 4.6180521528556034e-05
Position 599: 4.140483475349545e-05
Position 1149: 3.883660066728913e-05
Position 1250: 3.174082818197871e-05
Position 1579: 2.9993085875903687e-05
Position 868: 2.7855057636841538e-05
Position 1728: 2.0077021987315852e-05
Position 997: 1.6362631590429784e-05
Position 743: 1.6152295303971452e-05
Position 940: 1.4988541074087932e-05
Position 723: 1.2251105479120899e-05
Position 859: 1.1248634035796699e-05
Position 999: 9.80792243224561e-06
Position 746: 8.209949504810484e-06
Position 764: 6.896790594468298e-06
Position 222: 3.5612002865425114e-07
Position 246: 1.931939736632801e-07
Position 378: 5.555573131588146e-08
Position 271: 3.822721063329941e-08
Position 138: 3.492277528492295e-08
Position 150: 3.256974976865699e-08
Position 302: 8.906740911765858e-09
Position 275: 1.0699826041886071e-09
Position 154: 3.456709019238507e-10
Position 70: 3.1464242444825327e-10
Position 84: 1.7355704706564798e-10
Position 103: 8.869123098678222e-11
Position 146: 7.111274448706576e-11
Position 77: 5.358098702772556e-12
