Gene = CCDC163P
index = 293
Annotated 5SS: [ 443  630 2676 3419]
Annotated 3SS: [ 530 2590 3350 4807]
SMsplice 5SS: [ 138  443  630  979 2676 3419 3678 4557]
SMsplice 3SS: [ 361  530  755 2590 3350 3568 4428 4807]
top_k =  500
Partition function (log Z): 8.150669263406236

Sorted 5' Splice Sites (High to Low Probability):
Position 443: 0.9902201384108144
Position 4557: 0.9838608138188016
Position 630: 0.9257706224671738
Position 3419: 0.9073100214202096
Position 2676: 0.8004814057513228
Position 138: 0.5689057241574889
Position 979: 0.5626718426101049
Position 3678: 0.32375800965799556
Position 44: 0.2185780438892729
Position 3819: 0.19150375665825237
Position 935: 0.16196394544697548
Position 3811: 0.11304602500965467
Position 1532: 0.08300214958150666
Position 1171: 0.07007635944026258
Position 3858: 0.04056775073646296
Position 3404: 0.03703963902207389
Position 93: 0.03480462886875455
Position 3074: 0.024011798044113984
Position 1894: 0.021781607534989252
Position 2687: 0.020900237168711516
Position 4086: 0.020044797017805344
Position 82: 0.019089084695342942
Position 1434: 0.01614812683756753
Position 2927: 0.015086477386042062
Position 4194: 0.014160841861857877
Position 3636: 0.01247995988404639
Position 3199: 0.009007973555283988
Position 294: 0.00860955587385584
Position 266: 0.008164881447121146
Position 4068: 0.006874077697493092
Position 4118: 0.0063632064724668995
Position 450: 0.006086646190961354
Position 3976: 0.005569645466516816
Position 3933: 0.005382765104619036
Position 206: 0.0051649998500853935
Position 4923: 0.004598331728216527
Position 1019: 0.004412995024671941
Position 127: 0.0037358398856046572
Position 2144: 0.0036883171325579373
Position 1212: 0.0035707167497442587
Position 2452: 0.002374310015988505
Position 1750: 0.0020421098586532547
Position 998: 0.002036991007742141
Position 4275: 0.002004611928373027
Position 4161: 0.0019572159320683027
Position 65: 0.001838998206586423
Position 3712: 0.0018157323162672197
Position 2680: 0.0016225367505101431
Position 940: 0.0016001050476938579
Position 3825: 0.0013246455381315915
Position 634: 0.0010870768790149487
Position 3913: 0.0008868792408590657
Position 4644: 0.0008367731907913899
Position 3429: 0.000605621457087195
Position 4220: 0.0005038028719400337
Position 3076: 0.00039647176708300814
Position 2671: 0.00037191418458431977
Position 269: 0.0002853838009233208
Position 691: 0.00025773627507351426
Position 539: 0.00025005945973915995
Position 604: 0.00024285049826823838
Position 460: 0.00022590111030905148
Position 3629: 0.0001962446662645314
Position 214: 0.00018926011277359744
Position 431: 0.00012111781894776892
Position 4607: 0.00011842987380653581
Position 4701: 0.00011773095940495182
Position 54: 0.00010422477664202998
Position 200: 9.408452816141058e-05
Position 51: 8.175896561710095e-05
Position 4524: 7.95102578803402e-05
Position 4943: 6.923707511114701e-05
Position 1582: 6.471187086182559e-05
Position 1091: 5.553268938932021e-05
Position 7: 3.436092969799763e-05
Position 4530: 2.3081725792005514e-05
Position 428: 1.652792390484063e-05
Position 617: 1.5822946718635922e-05
Position 385: 1.4295871481209565e-05
Position 454: 1.3827426060998502e-05
Position 401: 1.1156401585943174e-05
Position 157: 9.480627354398229e-06
Position 968: 8.988264061114645e-06
Position 234: 7.657851732463489e-06
Position 186: 4.643666268259978e-06
Position 28: 3.6953165826095467e-06
Position 473: 3.2646449361400273e-06
Position 232: 2.4640052815056148e-06
Position 685: 1.1439007873843543e-06
Position 592: 1.0432016402850827e-06
Position 672: 1.0334115241617407e-06
Position 31: 1.0003319769658343e-06
Position 467: 8.74764934734167e-07
Position 639: 6.93273963825878e-07
Position 575: 5.349146030819602e-07
Position 63: 3.699904531113e-07
Position 742: 1.4546740870093592e-07
Position 498: 1.0336636909557778e-07
Position 1666: 6.672557773082793e-08
Position 552: 3.351108910531318e-08
Position 510: 1.7678862805587676e-11
Position 170: 4.0794989254683384e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 4807: 0.9866255799197057
Position 3350: 0.9301857636750498
Position 4428: 0.9274009594209459
Position 361: 0.7802921014068628
Position 2590: 0.6766712053331323
Position 3568: 0.6358769747308498
Position 530: 0.6004136659856474
Position 755: 0.34675628517421153
Position 787: 0.33856074704640465
Position 561: 0.1892855011545812
Position 2615: 0.12743638906449445
Position 533: 0.12005757290868202
Position 1332: 0.08225296106798476
Position 307: 0.06648772780789358
Position 837: 0.06574599825046845
Position 4500: 0.0595000108910466
Position 3496: 0.05376968741138328
Position 4002: 0.05070366884147039
Position 1097: 0.04247790148641315
Position 2779: 0.024626896739285937
Position 1708: 0.018183711081898438
Position 157: 0.016565059864944432
Position 595: 0.012920333267257824
Position 3709: 0.009052330152267285
Position 2320: 0.008520527788569427
Position 2968: 0.008471003120428951
Position 3265: 0.008309343006686103
Position 2230: 0.008123096501844175
Position 3123: 0.006767987146055579
Position 1624: 0.004742582415987935
Position 2803: 0.004482002171540036
Position 1090: 0.004435137119781848
Position 598: 0.004341557184762052
Position 4643: 0.0038099749377851896
Position 1364: 0.0036158262786146816
Position 2828: 0.003496429017751357
Position 2595: 0.0034175097082089602
Position 186: 0.0031135600792796814
Position 1301: 0.003004298206375828
Position 1988: 0.002905254927162516
Position 685: 0.002702948451515837
Position 5018: 0.0022311444260933316
Position 1385: 0.002156097816749551
Position 1427: 0.0020747513498054603
Position 5021: 0.0019969262732855396
Position 4728: 0.0019186189256746294
Position 3031: 0.0016101249112755681
Position 1270: 0.0016084382017874429
Position 2497: 0.0015801691437972052
Position 3278: 0.0014269400009932524
Position 3275: 0.001367028704149409
Position 1352: 0.0012752713767403706
Position 1273: 0.00125229910973628
Position 3355: 0.0011209295279074297
Position 972: 0.0011053603675688264
Position 1063: 0.001019503942054962
Position 1023: 0.0009734420188970633
Position 629: 0.0009692785451026369
Position 4705: 0.0007992898203451522
Position 1418: 0.0007894962929772237
Position 2051: 0.0007845685364665566
Position 841: 0.0007596751385764705
Position 3059: 0.0007109401391061246
Position 5045: 0.0006163274145343682
Position 4815: 0.0006049759315076537
Position 4980: 0.000560726510378779
Position 4456: 0.0005392796954945865
Position 3217: 0.0005024939401231271
Position 1712: 0.0004809516795905424
Position 232: 0.00046169929158363624
Position 192: 0.00042920726128650136
Position 4050: 0.00042066232998221064
Position 1734: 0.000416494091071202
Position 3570: 0.00038876960502708227
Position 3073: 0.00030241636320692386
Position 3963: 0.0002555416347762479
Position 871: 0.0002150876659412236
Position 310: 0.00020896562243392127
Position 4854: 0.0002082007635114841
Position 3945: 0.00020220575152278818
Position 4844: 0.0001828728637726163
Position 1203: 0.0001705567949697239
Position 394: 0.00015493613775627914
Position 4839: 0.00013728998255237222
Position 1433: 0.0001357066616300918
Position 1469: 0.00012700450075926536
Position 1479: 0.00012370160259155634
Position 4866: 0.00011649409724816342
Position 1131: 0.00011120468708856263
Position 2785: 0.00010810354670518526
Position 4732: 9.862757826466684e-05
Position 316: 8.483991095605147e-05
Position 1118: 7.357216113303174e-05
Position 3379: 6.141547709862724e-05
Position 381: 5.728335247032784e-05
Position 337: 4.949211760885622e-05
Position 214: 3.7943491687322095e-05
Position 166: 3.671844546784869e-05
Position 329: 3.3482734952130685e-05
Position 563: 1.8848918712853737e-05
Position 657: 1.8000042110536436e-05
Position 4621: 1.5147864492089665e-05
Position 978: 1.3817269503176523e-05
Position 1060: 1.2349216271908986e-05
Position 1128: 1.2054349120961095e-05
Position 1109: 1.0089317759593972e-05
Position 4647: 9.838703166809504e-06
Position 1049: 8.912648433038542e-06
Position 4927: 8.871695180799296e-06
Position 893: 7.753178048614035e-06
Position 312: 7.455997681151107e-06
Position 1036: 4.469614599502458e-06
Position 915: 3.6940292329852025e-06
Position 1517: 3.5331865753557445e-06
Position 1342: 3.468163480223894e-06
Position 1113: 3.1920434490708823e-06
Position 1397: 2.7908912230514516e-06
Position 844: 2.287349864785219e-06
Position 873: 2.059664719585466e-06
Position 1452: 2.0344255911159996e-06
Position 939: 1.4456775966187633e-06
Position 1105: 8.73924471673033e-07
Position 333: 5.673313255729558e-07
Position 375: 5.589784717923827e-07
Position 168: 4.7484060792740024e-07
Position 391: 4.2172661622981736e-07
Position 200: 3.834033107386307e-07
Position 442: 3.605005226232525e-07
Position 322: 1.592655962999515e-07
Position 92: 5.4383656003014e-08
Position 1763: 3.1633129420689323e-08
Position 467: 2.3379118377470765e-08
Position 81: 3.4420891723303907e-10
