Gene = PTRH1
index = 1099
Annotated 5SS: [  137  9330  9899 10271 10495]
Annotated 3SS: [ 7913  9678 10170 10448 10590]
SMsplice 5SS: [  137  2291  9899 10271]
SMsplice 3SS: [ 2217  9678 10132 10590]
top_k =  500
Partition function (log Z): 0.5012524938452798

Sorted 5' Splice Sites (High to Low Probability):
Position 9899: 0.9982720422872151
Position 137: 0.9627586682805881
Position 10271: 0.9553382310109662
Position 2291: 0.6923992646471575
Position 585: 0.35367224920074347
Position 1229: 0.3018861588371602
Position 10495: 0.12098268603656635
Position 2363: 0.11038359056520587
Position 9330: 0.10753490520550717
Position 741: 0.09271069813454332
Position 10739: 0.08566406146235275
Position 8404: 0.08104075141964044
Position 6964: 0.07613834049446133
Position 2630: 0.06342235424522573
Position 2605: 0.04569661061350897
Position 1749: 0.04539579582658452
Position 1734: 0.043099115066920615
Position 7776: 0.04241187075631318
Position 8481: 0.037391083143176095
Position 1601: 0.028707326394215946
Position 7999: 0.026909877108754247
Position 7551: 0.02602103096964977
Position 2031: 0.023674587495703846
Position 4997: 0.01400178576512945
Position 628: 0.00976597206822462
Position 1740: 0.0085453829732728
Position 123: 0.008006792197457821
Position 516: 0.005519912474466505
Position 10609: 0.005072098624012849
Position 7845: 0.0048801306691280645
Position 896: 0.004352333648665276
Position 624: 0.004011799496725339
Position 95: 0.0035734896141016454
Position 347: 0.0034815580392525197
Position 4563: 0.0034587751585408166
Position 7064: 0.00345119257323742
Position 10042: 0.003128808050553469
Position 10276: 0.0026311104090757202
Position 71: 0.00232854490916123
Position 1701: 0.0015927872398154238
Position 1331: 0.0015812077319577115
Position 9919: 0.0014801927217344398
Position 748: 0.0010636963445196427
Position 10287: 0.0006688761217552443
Position 10613: 0.0005989011165580744
Position 522: 0.00046443607091955157
Position 737: 0.0002460938799449684
Position 215: 0.00019601082855162088
Position 1408: 0.00014802977523765696
Position 1041: 0.000122537439379954
Position 1401: 7.726398666983509e-05
Position 10529: 5.78638049251677e-05
Position 705: 5.644674425267138e-05
Position 561: 5.5507271502335956e-05
Position 497: 4.619457921802659e-05
Position 672: 4.218393263717785e-05
Position 321: 2.9233186174406904e-05
Position 238: 1.8182912321038746e-05
Position 10293: 1.1962944181962846e-05
Position 10524: 7.321213856756706e-06
Position 74: 5.7101751400529845e-06
Position 618: 4.0807393817084865e-06
Position 10209: 3.882015657364561e-06
Position 679: 3.778868504584586e-06
Position 10462: 3.347841440502875e-06
Position 310: 2.4523937150663546e-06
Position 276: 2.434338575757708e-06
Position 159: 2.161104613989979e-06
Position 141: 2.091214421265194e-06
Position 349: 5.345602264888262e-07
Position 265: 2.133320256199138e-07
Position 29: 1.9978643368237665e-07
Position 325: 1.8624130611426658e-07
Position 254: 1.5502209689071298e-07
Position 291: 1.4589194500270577e-07
Position 527: 7.339609171292249e-08
Position 9903: 3.007444986532075e-08
Position 435: 1.5579898627480226e-08
Position 351: 1.1004852048242238e-08
Position 27: 7.64883168069244e-09
Position 442: 4.84704974957066e-09
Position 41: 4.777017655610267e-13
Position 244: 1.0139275419064767e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 9678: 0.9963906108336495
Position 10590: 0.9534817244833144
Position 10132: 0.6984920077395896
Position 2217: 0.5950392758736212
Position 425: 0.37209157975296125
Position 10170: 0.24995605240897706
Position 1066: 0.13605297821449655
Position 8298: 0.11843183456281652
Position 1145: 0.11655628590976895
Position 9107: 0.10753490520550718
Position 2135: 0.08161289563048646
Position 489: 0.0807785790142945
Position 6844: 0.07958953306769875
Position 7435: 0.07331303239509097
Position 1484: 0.06340842986873078
Position 2163: 0.06036773448812139
Position 10448: 0.051609562273921945
Position 2527: 0.04556281324987976
Position 10882: 0.044869959098647376
Position 10356: 0.03245881512272767
Position 1536: 0.031985866174594355
Position 7913: 0.026909877108754265
Position 10683: 0.025675148138862923
Position 2476: 0.02366645749870064
Position 2278: 0.022589446478962417
Position 1908: 0.021126718582554646
Position 10378: 0.020312512067528033
Position 1219: 0.019537021653918258
Position 2510: 0.018942931707498386
Position 2177: 0.018366497204849435
Position 10413: 0.017420099600676798
Position 1601: 0.01646716066971449
Position 10833: 0.014620816029859998
Position 4836: 0.014001785765129457
Position 2471: 0.008858844772247796
Position 2220: 0.0072734817573824094
Position 10478: 0.007143621424282805
Position 9986: 0.007118627208514121
Position 11100: 0.006854610241220621
Position 2494: 0.006529305673588516
Position 996: 0.006372669958369029
Position 1627: 0.006140992908999081
Position 1932: 0.005376865807016654
Position 10892: 0.0052223147043938085
Position 10387: 0.005208378070633738
Position 10982: 0.004675462626853532
Position 10821: 0.004529788630160563
Position 10950: 0.0044524857052463075
Position 1613: 0.004220563708741691
Position 10806: 0.00412663830405541
Position 2322: 0.004111170233996277
Position 1021: 0.003709445071712448
Position 9574: 0.00350074745607767
Position 4490: 0.0034587751585408175
Position 10117: 0.003128932570766104
Position 2252: 0.002975758201535194
Position 2456: 0.0025253473771361494
Position 2081: 0.0025145305149406696
Position 2290: 0.0024794726354875397
Position 1088: 0.0023738082917837
Position 588: 0.0023413527298867982
Position 2450: 0.0023339937955337993
Position 2224: 0.002290126741426167
Position 1685: 0.0020786087641445684
Position 627: 0.00195440979147905
Position 1222: 0.00168680212052869
Position 525: 0.0016632444317276778
Position 10007: 0.001573162108887911
Position 1191: 0.0014393910051678084
Position 10200: 0.0013222038716259054
Position 10847: 0.001296164576708128
Position 10147: 0.0012332373447240038
Position 895: 0.001082725574134294
Position 606: 0.0010175154044711817
Position 10077: 0.0009770259444796207
Position 1631: 0.0008976944339636865
Position 914: 0.0007858767392696311
Position 1196: 0.0007503625813252573
Position 454: 0.0007034303277672206
Position 2514: 0.0006992707841496428
Position 10175: 0.0006898452580722831
Position 10140: 0.0006595848443189073
Position 1037: 0.000656008929290595
Position 554: 0.0006556667541436777
Position 1501: 0.0005966023016163246
Position 10060: 0.0005853973407898691
Position 569: 0.0005664292784495675
Position 11078: 0.0005644650617723221
Position 603: 0.0005537456840624638
Position 10934: 0.0005197953384160757
Position 10561: 0.0005093810444565366
Position 1132: 0.0004915883140233692
Position 1516: 0.00047786986972041674
Position 11140: 0.00041382384297111165
Position 1488: 0.00039359165388600973
Position 1364: 0.0003897419773548952
Position 932: 0.00033904481379448475
Position 254: 0.00032583573102864497
Position 1307: 0.0002884062520611577
Position 284: 0.0002741274695029861
Position 10680: 0.00026023229968052177
Position 10647: 0.000256133868571971
Position 11117: 0.0002462275900043046
Position 1151: 0.00024289809458341038
Position 10417: 0.00024287045193050104
Position 10024: 0.0002313333920571037
Position 692: 0.00021044081938752744
Position 1178: 0.00020008585068605878
Position 10910: 0.0001848415465196057
Position 10196: 0.0001773679219250959
Position 1718: 0.00017611968399632646
Position 11053: 0.0001734534541901245
Position 2084: 0.00015358216583409248
Position 11021: 0.00012708796947625303
Position 10347: 0.00012508700778742843
Position 435: 0.00012285714437370012
Position 10333: 0.00011621880495262249
Position 566: 0.0001090893381746392
Position 238: 0.00010035495107873954
Position 2264: 9.786128043056494e-05
Position 701: 6.735864166120648e-05
Position 10711: 6.020774164070613e-05
Position 11332: 5.7913599965898095e-05
Position 2340: 5.469446971661142e-05
Position 821: 5.456439907089535e-05
Position 9964: 4.816277975597793e-05
Position 638: 4.5332065723042716e-05
Position 1034: 3.2485427901742574e-05
Position 1521: 1.9140272489875427e-05
Position 442: 1.692489165103886e-05
Position 1040: 1.666057668120394e-05
Position 572: 1.6399589929709995e-05
Position 944: 1.6050823452616072e-05
Position 456: 1.2182585120385142e-05
Position 527: 1.1596541854248626e-05
Position 632: 8.074763265090946e-06
Position 10638: 7.979057859540961e-06
Position 992: 7.835900202195537e-06
Position 10537: 6.2109041567108635e-06
Position 781: 5.49124999190354e-06
Position 307: 3.474693389576573e-06
Position 347: 2.9327118690139054e-06
Position 10601: 2.6695607083963026e-06
Position 10548: 2.1740731014628944e-06
Position 202: 1.670141215053767e-06
Position 618: 1.6354124855475961e-06
Position 10686: 1.4599678303578771e-06
Position 734: 6.88053823893185e-07
Position 1367: 9.911922433239516e-08
Position 298: 4.437482896455735e-08
