Gene = UTP11L
index = 1541
Annotated 5SS: [  124  3679  5029  5836  6411  6642 10068]
Annotated 3SS: [ 3616  4925  5721  6316  6510  9956 10802]
SMsplice 5SS: [  124  3679  5029  5836  6411 10068]
SMsplice 3SS: [ 3616  4925  5721  6316  9956 10802]
top_k =  500
Partition function (log Z): 8.695525283484038

Sorted 5' Splice Sites (High to Low Probability):
Position 5836: 0.9975691988090024
Position 10068: 0.9783098153784363
Position 124: 0.9747371569144383
Position 5029: 0.9485946284332859
Position 3679: 0.85739733602899
Position 6411: 0.841751905224129
Position 6642: 0.480672789046275
Position 10982: 0.33297942125575025
Position 434: 0.22247797380677123
Position 5274: 0.16426583045080181
Position 9529: 0.15142159672939193
Position 4103: 0.0936399938482926
Position 1580: 0.08498906875269474
Position 7503: 0.07562581668939929
Position 10256: 0.07502942422779911
Position 3697: 0.0740808798107162
Position 738: 0.062156908174253234
Position 3492: 0.05251596796893345
Position 10298: 0.05213132863519035
Position 391: 0.04806160713319432
Position 10720: 0.04652751111531539
Position 9745: 0.03836875162308765
Position 5607: 0.033813388153326476
Position 5260: 0.03095447198259721
Position 6668: 0.023762332677160918
Position 7161: 0.022969427535030854
Position 10941: 0.021760947233200285
Position 9841: 0.018596877164322106
Position 5609: 0.01828531807685024
Position 549: 0.01744429824903702
Position 1555: 0.017248722752806322
Position 4275: 0.016143949010231355
Position 742: 0.015347640326057522
Position 11003: 0.014201883370928448
Position 3193: 0.012814607554666794
Position 10839: 0.012765576123997577
Position 3423: 0.01151536536510236
Position 5017: 0.01090943766130714
Position 4107: 0.01074220064861075
Position 10824: 0.01058542214935425
Position 11552: 0.009638624165992992
Position 5048: 0.00892934068960663
Position 446: 0.008445119500467968
Position 3113: 0.0077404233510169574
Position 6428: 0.0074775594142629485
Position 4052: 0.007218109724354403
Position 10986: 0.0069424695058256415
Position 10730: 0.006221097402282345
Position 5156: 0.00613011600785035
Position 7355: 0.005686872493225696
Position 243: 0.005188352966592525
Position 10914: 0.004925670817252222
Position 6130: 0.004563380191799656
Position 7022: 0.004467082266086465
Position 10508: 0.003231034485860647
Position 8323: 0.0029644497039524017
Position 3461: 0.0027694741350450204
Position 1116: 0.0021940883189063625
Position 5147: 0.002154310256417237
Position 1584: 0.0021219791877819176
Position 3542: 0.0020725222168101335
Position 9431: 0.0020291098781710887
Position 10308: 0.00196496913155288
Position 10882: 0.0019463104050174902
Position 10025: 0.0018714728551363596
Position 3434: 0.0018309625619403335
Position 11259: 0.0017707083889781715
Position 7667: 0.0017467320626451018
Position 546: 0.0015995996780390918
Position 383: 0.0014875944563229727
Position 714: 0.001303078618598105
Position 1449: 0.001246565221263362
Position 4785: 0.0012277598441667174
Position 10359: 0.0011790566948962646
