Gene = FNDC9
index = 561
Annotated 5SS: [181]
Annotated 3SS: [2177]
SMsplice 5SS: [ 181 1446]
SMsplice 3SS: [1318 2177]
top_k =  500
Partition function (log Z): -5.351475816196281

Sorted 5' Splice Sites (High to Low Probability):
Position 181: 0.9024151594288152
Position 1446: 0.7252237827405082
Position 872: 0.4712242304997483
Position 2344: 0.40339740772980165
Position 341: 0.07346538032321137
Position 2417: 0.07157259330507776
Position 2659: 0.06567831657063716
Position 3098: 0.06156651958188803
Position 1024: 0.052447394389390486
Position 2061: 0.03949511156865306
Position 393: 0.0300184751293131
Position 3667: 0.021831628570132725
Position 2197: 0.013775457570906983
Position 502: 0.009618223042033759
Position 993: 0.00923471863185185
Position 2592: 0.009132762593738963
Position 2801: 0.008628238703140815
Position 887: 0.0047990555142834405
Position 1760: 0.0040053416688055395
Position 491: 0.003944039494843605
Position 29: 0.0037195680811711214
Position 3249: 0.003117088068289692
Position 2655: 0.003038714644731661
Position 447: 0.0016489657041823616
Position 3043: 0.0016173974260520133
Position 1804: 0.0014318368478157318
Position 2503: 0.0009957871714138947
Position 2909: 0.0008630511594175604
Position 1047: 0.0008373536683127923
Position 1919: 0.00045881507067347966
Position 2368: 0.0004502119685672929
Position 2235: 0.0004364980987796157
Position 1241: 0.0004040956279844197
Position 1608: 0.00029094125518336176
Position 1818: 0.00017981637508017928
Position 1245: 0.0001327352830304091
Position 1037: 0.00010885182599492578
Position 1500: 0.00010829365205176759
Position 1944: 0.00010431292171526128
Position 903: 9.088066443219601e-05
Position 582: 6.717646878944072e-05
Position 651: 5.41692835879271e-05
Position 1453: 4.7788403572154154e-05
Position 1425: 4.764659415496628e-05
Position 548: 4.2268173081006805e-05
Position 1209: 4.150853095000141e-05
Position 567: 3.639585309646692e-05
Position 2096: 3.0916244765097405e-05
Position 1404: 2.902214426228116e-05
Position 2108: 2.8415547506693924e-05
Position 1783: 2.527521575114486e-05
Position 405: 2.019730107771083e-05
Position 562: 1.669461213081384e-05
Position 3231: 1.627323686837551e-05
Position 1555: 1.5073643657763247e-05
Position 264: 1.4833356990770319e-05
Position 63: 6.627172578075192e-06
Position 557: 5.6006836464460355e-06
Position 621: 5.517705616146e-06
Position 586: 4.953810117980075e-06
Position 331: 4.905726880929466e-06
Position 536: 4.7949194245708636e-06
Position 740: 4.58219527745605e-06
Position 546: 3.7420512912544145e-06
Position 1284: 5.731859705890044e-07
Position 1333: 2.864105260958669e-07
Position 1278: 2.6077769520509557e-07
Position 1371: 2.3676246498083885e-07
Position 48: 1.8920234467399185e-07
Position 61: 9.006993194178822e-10
Position 383: 6.621340153528609e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2177: 0.7424363471997479
Position 1318: 0.645074535076197
Position 767: 0.4530167381393091
Position 3934: 0.13315527374296607
Position 2441: 0.10382800288750159
Position 2978: 0.09019094313849352
Position 3714: 0.08466247962127922
Position 2560: 0.07997421033764446
Position 3357: 0.06920826832761554
Position 3041: 0.05744845987979278
Position 817: 0.05567691949746461
Position 2586: 0.04611044717115796
Position 2324: 0.04365356409109084
Position 3470: 0.04309430530508297
Position 3474: 0.035723427414378416
Position 2282: 0.03549833459069719
Position 1959: 0.0312030185756505
Position 1332: 0.023020195050398373
Position 1859: 0.022071812887781317
Position 1151: 0.02071769751879916
