Gene = CENPP
index = 346
Annotated 5SS: [   622   6868  12146  20304  54376 285910 287131]
Annotated 3SS: [  6685  12056  20214  54278 285829 287038 287534]
SMsplice 5SS: [   622   6868  12146  20304  54376  70196 135336 137850 148165 237000
 237200 272657 275025 280414 285910]
SMsplice 3SS: [  6685  12056  20214  54278  70094 135216 137658 148046 236765 237088
 272568 274945 280253 285829 287938]
top_k =  500
Partition function (log Z): -135.97974778379427

Sorted 5' Splice Sites (High to Low Probability):
Position 12146: 0.9997884895799685
Position 20304: 0.9733391521544285
Position 6868: 0.8089238559873039
Position 622: 0.4442785618696521
Position 4861: 0.2802060024756496
Position 15559: 0.24163705348863598
Position 536: 0.22699087924955103
Position 217: 0.20090834638615102
Position 22023: 0.1943652033894114
Position 10510: 0.05210477017596814
Position 1116: 0.04595088438690645
Position 1047: 0.04224208742734381
Position 6288: 0.04128400387931122
Position 6963: 0.0395635799034071
Position 6790: 0.037536899352357406
Position 8913: 0.03737548433200188
Position 2364: 0.03608037728873549
Position 969: 0.03424085668567138
Position 14524: 0.03406403624324554
Position 16986: 0.03326929589489871
Position 1523: 0.0323891045114944
Position 785: 0.03219977651951389
Position 17316: 0.032160854531190324
Position 106: 0.031063452009616573
Position 118: 0.031043443432454
Position 17191: 0.029003186696214794
Position 7705: 0.026168756705655404
Position 6449: 0.023396996793804508
Position 2531: 0.02020906744987897
Position 579: 0.016899008309409057
Position 816: 0.015273148705520276
Position 4854: 0.012219036439901947
Position 10218: 0.012140748151711941
Position 2864: 0.011365450052659959
Position 2620: 0.00853886798412808
Position 2371: 0.006916882053503884
Position 10888: 0.006680001505268607
Position 8560: 0.006376939907435321
Position 8403: 0.00618787533958174
Position 7747: 0.00574721915321164
Position 401: 0.005557076407197718
Position 100: 0.00531275133057819
Position 906: 0.003975169087038075
Position 4717: 0.003736210559447728
Position 680: 0.00348771621012785
Position 916: 0.0034148523830079456
Position 7603: 0.003280376601602649
Position 23785: 0.00309675332541571
Position 2132: 0.00281003723486384
Position 20882: 0.0023753265531607833
Position 21030: 0.0020650890261721074
Position 6896: 0.0009303184027939264
Position 20613: 0.0005901987015829178
