Gene = IQCA1L
index = 711
Annotated 5SS: [   53   988  2102  2586  5114  6699  7675  8292  8520  9049  9921 10066
 10980 11240 12205 12753 13220 13858]
Annotated 3SS: [  659  1981  2399  5041  6492  7589  8168  8443  8941  9837 10009 10896
 11131 12004 12665 13041 13618 14407]
SMsplice 5SS: [   53  2102  5114  7675  8292  9921 10112 12788 13220 13858]
SMsplice 3SS: [ 1981  5041  7589  8168  9837 10009 12665 13041 13618 14407]
top_k =  500
Partition function (log Z): 9.782971770788645

Sorted 5' Splice Sites (High to Low Probability):
Position 53: 0.9384931200932947
Position 13220: 0.9207530124031305
Position 8292: 0.8834624979075182
Position 7675: 0.7764010277584226
Position 2102: 0.7242129705342599
Position 5114: 0.6453574983986013
Position 10066: 0.633722984021726
Position 12788: 0.6114755522204856
Position 13858: 0.5655241919304143
Position 9049: 0.5465631346474223
Position 11240: 0.5430053917906302
Position 6949: 0.3728669118478627
Position 6628: 0.36548450697159557
Position 12753: 0.3230027240353635
Position 988: 0.31819557911274493
Position 5137: 0.30985198496133487
Position 10112: 0.30576678078965347
Position 6607: 0.2587225502139788
Position 11422: 0.25356596081227345
Position 12205: 0.2380173545655647
Position 10950: 0.20631204283497015
Position 8520: 0.20630635829949445
Position 922: 0.20251956114871808
Position 8850: 0.1513705724096249
Position 11132: 0.15054702403183967
Position 2586: 0.13498304425857358
Position 8669: 0.11592953306269978
Position 484: 0.10702396005737151
Position 8373: 0.0879659978078173
Position 12322: 0.08444253586980623
Position 10897: 0.07870313670762578
Position 11875: 0.06112596982411409
Position 11491: 0.060824474086155246
Position 10980: 0.05344142388161678
Position 12943: 0.04955792760433172
Position 10463: 0.04872224457973917
Position 13885: 0.04229843366708329
Position 7689: 0.033140140830003016
Position 9062: 0.03312314397669416
Position 5589: 0.030183046245864605
Position 13157: 0.028113185651875646
Position 1830: 0.027650523563650907
Position 13392: 0.026159197043723575
Position 12793: 0.026067474653274556
Position 9477: 0.02535785716759883
Position 8628: 0.025254833174184067
Position 9051: 0.024676699065132163
Position 1043: 0.02360942508202894
Position 12299: 0.023033590300792987
Position 565: 0.022195923320916137
Position 13748: 0.02119208393930118
Position 2206: 0.01844717117391802
Position 12187: 0.01633168326049685
Position 12311: 0.014337226702759687
Position 8780: 0.014254484666117978
Position 11292: 0.014204972330331751
Position 9322: 0.013201536312641336
Position 6699: 0.0131966065434866
Position 7715: 0.013081341390706824
Position 2246: 0.012386305796576123
Position 14088: 0.011068126551167299
Position 14199: 0.008631912644206093
Position 215: 0.008591250460108621
Position 938: 0.007450474129322278
Position 8338: 0.007150635719083043
Position 13741: 0.006990723598401163
Position 9250: 0.0068777137436138655
Position 9647: 0.00657955695413478
Position 994: 0.006344903321992198
Position 3500: 0.006327236146564782
Position 57: 0.00553975528399866
Position 3670: 0.005414438029269335
Position 13693: 0.005005251196579219
Position 9025: 0.004937886775361592
Position 13813: 0.004785721711049653
Position 5235: 0.004285448639797456
Position 6023: 0.004227351253307184
Position 8624: 0.004215235659170153
Position 2308: 0.00366405278488052
Position 10279: 0.0036310176520813957
Position 8481: 0.003231388083714041
Position 8590: 0.0031737080412143756
Position 5822: 0.0030444130957394382
Position 768: 0.0030003032024003245
Position 1894: 0.002885464787272958
Position 3754: 0.002438463838030843
Position 3584: 0.002422634242004356
Position 1898: 0.0020314935463762425
Position 1915: 0.0017178561914804507
Position 9457: 0.0017155173282857466
Position 10323: 0.001704504229973482
Position 6511: 0.0016053490409820542
Position 5517: 0.001478695222181387
Position 11220: 0.0013945322716472888
Position 10236: 0.0013848584824822682
Position 13830: 0.0011735854389292872
Position 13426: 0.001152854282671336
Position 8315: 0.001039871372133335
Position 9521: 0.0008857242407583639
Position 8355: 0.0008810501206256932
Position 9504: 0.0008018292002419014
Position 420: 0.0007717556388654079
Position 841: 0.000593648244430346
Position 13863: 0.0005122267884476896
Position 8317: 0.0004450472403188299
Position 1349: 0.0004026303221749329
Position 9091: 0.00029477226089165014
Position 8632: 0.0002483128436178282
Position 143: 0.00020219531736048992
Position 13108: 0.00017975970386103628
Position 5916: 0.00013354138171934546
Position 528: 0.00011968516914748685
Position 316: 9.909229288485566e-05
Position 605: 8.262053510587314e-05
Position 250: 7.723146298493128e-05
Position 488: 4.802140763239875e-05
Position 44: 3.607215297797338e-05
Position 2549: 8.289259834358437e-06
Position 759: 6.682742722622327e-06
Position 70: 6.41729298072324e-06
Position 2112: 4.573812926829566e-06
Position 547: 3.700636689572187e-06
Position 1655: 2.8088937684846436e-06
Position 25: 1.307437913972693e-06
Position 490: 5.182156098624702e-07
Position 195: 3.6751753586248945e-07
Position 116: 2.6054618291646663e-07
Position 33: 6.084841077351342e-08
Position 137: 6.062248076718602e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 12665: 0.9681473984597694
Position 5041: 0.9514802877131986
Position 8168: 0.9398914848185772
Position 13041: 0.896101649644367
Position 14407: 0.7496540201804178
Position 9837: 0.7338340268141667
Position 13618: 0.6978703334769415
Position 1981: 0.6362627674883329
Position 8941: 0.5917018861897447
Position 7589: 0.4439118153277042
Position 12004: 0.3732286698164894
Position 6833: 0.3721129894643072
Position 8443: 0.3542243228496459
Position 6492: 0.35025760878964723
Position 11021: 0.3462526851330974
Position 11131: 0.33315077828609724
Position 7621: 0.325671967847385
Position 11376: 0.30914106408302666
Position 6510: 0.27716300911374914
Position 10738: 0.24129009776128102
Position 659: 0.22502346924681083
Position 10009: 0.1740914739410565
Position 8729: 0.17003306799771825
Position 702: 0.15497240854108346
Position 837: 0.12785319607059167
Position 10896: 0.09604153361982848
Position 13592: 0.08717135636611174
Position 2026: 0.06428871349699489
Position 11681: 0.061125969824114106
Position 2193: 0.056723612151088995
Position 7657: 0.0524156077810829
Position 13038: 0.04865217679637489
Position 419: 0.04811512610673347
Position 10343: 0.046383732123013825
Position 2399: 0.04412933411982159
Position 13314: 0.042381640546645526
Position 2439: 0.04182839724778641
Position 1739: 0.04006056110820167
Position 450: 0.03747133386906272
Position 8192: 0.031530323664224945
Position 9372: 0.03084339950331014
Position 9798: 0.030813513814421215
Position 13959: 0.02914844966148077
Position 13009: 0.023962045206973013
Position 10667: 0.02319710865825732
Position 12909: 0.018491257907515088
Position 5398: 0.01680898575838932
Position 9183: 0.01598417736604062
Position 773: 0.014927340809910957
Position 13679: 0.014380531371124723
Position 11052: 0.012808757486214337
Position 5313: 0.011586317920476465
Position 12832: 0.010735541373060719
Position 6537: 0.010399710155588476
Position 3424: 0.009874693521789595
Position 2335: 0.00980395041255748
Position 12606: 0.009222918994476402
Position 2227: 0.008898063570898436
Position 8108: 0.008586999606939554
Position 13962: 0.008538958480239311
Position 9296: 0.008175272344382239
Position 8702: 0.007923755587638281
Position 295: 0.007764623123842855
Position 379: 0.007320314340734774
Position 14117: 0.007306604548354606
Position 13140: 0.006500784808850076
Position 10235: 0.006096408530388424
Position 4874: 0.005284871502152074
Position 14422: 0.0047736953684397124
Position 2023: 0.00465455449192468
Position 8590: 0.00428243339030552
Position 1993: 0.004014397582843452
Position 300: 0.003819020712013675
Position 12890: 0.003802875862230501
Position 1930: 0.003593343061234888
Position 3403: 0.003510680736386398
Position 363: 0.0035066358287693875
Position 13776: 0.003439113336121796
Position 14151: 0.0034348481615131226
Position 13330: 0.0034016686709038776
Position 5841: 0.00337348545618676
Position 186: 0.003316511241550528
Position 14120: 0.003156978704367038
Position 8763: 0.002949501646477921
Position 11909: 0.002933720882931332
Position 1853: 0.002914869892415662
Position 5229: 0.0027467956213623437
Position 14440: 0.00270914044022509
Position 5646: 0.0025835805720808057
Position 846: 0.0024752612853239575
Position 3669: 0.002438463838030843
Position 13533: 0.0023659968029458908
Position 14304: 0.002077452369627939
Position 9804: 0.001964022360575008
Position 629: 0.0018805915010278466
Position 2409: 0.0018170591345373448
Position 10141: 0.0016855267463241773
Position 1674: 0.0016088225762714513
Position 1708: 0.0015734351061450172
Position 13687: 0.001462919842666861
Position 2048: 0.001442679200245137
Position 6801: 0.001377041406515997
Position 5477: 0.0013728141121710476
Position 14061: 0.0013413122103614237
Position 4977: 0.0012413073944232565
Position 225: 0.001199669402672085
Position 6514: 0.001188684711057855
Position 2283: 0.001143540717730582
Position 768: 0.001141128931466353
Position 852: 0.0011318663152654939
Position 1677: 0.0010402281001981666
Position 14183: 0.0010095246482073963
Position 8022: 0.0009440553023497198
Position 13656: 0.0008455018740706967
Position 2205: 0.0008422594646801159
Position 759: 0.0008197569641328457
Position 3572: 0.0007789341596624781
Position 478: 0.0007664203645527277
Position 7986: 0.0007257524113576153
Position 1858: 0.0007249437637015387
Position 14251: 0.0006799540070214021
Position 8766: 0.0006527910475893255
Position 8616: 0.0005361323120145148
Position 5939: 0.0005043253757029026
Position 753: 0.0004948164098660999
Position 5955: 0.0004830818031368665
Position 5665: 0.0004608325236586316
Position 14454: 0.00039534991049240545
Position 1232: 0.0003819631699275769
Position 5206: 0.00034917623258262187
Position 2451: 0.0003329820116858304
Position 13665: 0.0003214848646601402
Position 8058: 0.0002934396401230052
Position 5540: 0.0002849155294297345
Position 8510: 0.0002737216882205157
Position 661: 0.0002308147546009995
Position 165: 0.000174295941001685
Position 591: 0.00015588663477736597
Position 13629: 0.00015572343434022104
Position 8635: 0.0001454563326540871
Position 11357: 0.0001169337192884683
Position 1718: 0.00011576151193811853
Position 969: 8.526889686366281e-05
Position 310: 8.400347636093926e-05
Position 381: 8.329581597033281e-05
Position 8447: 8.285115959765239e-05
Position 8586: 7.64907226718314e-05
Position 705: 6.828616494677563e-05
Position 10214: 6.36854257099577e-05
Position 8031: 5.893906979416712e-05
Position 1467: 4.0792245512509735e-05
Position 528: 3.924859104717935e-05
Position 855: 3.8512013102293535e-05
Position 483: 3.434408038178063e-05
Position 1885: 3.323641916256754e-05
Position 723: 2.5110771236484644e-05
Position 9119: 2.1277742059273715e-05
Position 1183: 2.066715224735635e-05
Position 337: 1.2640866445622619e-05
Position 2101: 1.2262830847823264e-05
Position 231: 1.2262577570355184e-05
Position 2098: 1.093226132195858e-05
Position 116: 1.0028209349723322e-05
Position 248: 8.013991063437384e-06
Position 2153: 7.685130757609335e-06
Position 9123: 7.365686674268728e-06
Position 12935: 4.736733399652891e-06
Position 123: 4.659819740122492e-06
Position 2401: 4.443956531524656e-06
Position 129: 4.301220998129834e-06
Position 537: 3.819570887382113e-06
Position 681: 2.402444008085924e-06
Position 388: 1.9299504838227623e-06
Position 135: 1.5757886433051125e-06
Position 669: 1.2258143215315923e-06
Position 4778: 1.2016835933072845e-06
Position 125: 1.0680195722257638e-06
Position 1543: 7.582093130436576e-07
Position 1497: 6.700495609075146e-07
Position 2264: 5.611138497361289e-07
Position 574: 1.3204503805111205e-07
Position 455: 1.1969017436975156e-07
Position 2126: 1.093072188290856e-07
Position 912: 1.6169427568964896e-08
Position 1001: 9.853409495191062e-09
Position 906: 6.158515463550837e-09
Position 720: 5.7510611578741375e-09
Position 137: 4.016608113673596e-09
