Gene = GIN1
index = 592
Annotated 5SS: [   88 11583 13436 15611 22562 22838 23611]
Annotated 3SS: [11436 13241 15304 22369 22660 23324 31978]
SMsplice 5SS: [   88  1607 11583 13055 13436 15611 22562 22838]
SMsplice 3SS: [ 1549 11485 12903 13301 15304 22369 22660 31978]
top_k =  500
Partition function (log Z): -1.3874554373375787

Sorted 5' Splice Sites (High to Low Probability):
Position 88: 0.9903584680032352
Position 15611: 0.9693608234137794
Position 22562: 0.9618693288905126
Position 11583: 0.9361869371693275
Position 13436: 0.6954042924963149
Position 1607: 0.6906127711262934
Position 22838: 0.6107351477718257
Position 13055: 0.6035703614476113
Position 23611: 0.4436915881999022
Position 32093: 0.3667813411817101
Position 9307: 0.3503351199399689
Position 22761: 0.3433577273357132
Position 10578: 0.27576799835545013
Position 23650: 0.2059822489260683
Position 10674: 0.18501286825228
Position 15377: 0.1566189467325534
Position 23412: 0.14289339287360397
Position 17898: 0.13189584324575357
Position 10089: 0.1051743467650739
Position 13432: 0.0815053911460103
Position 30353: 0.07491244491651465
Position 13803: 0.0664602610284726
Position 8321: 0.05840371503834329
Position 11535: 0.05681622607815888
Position 3702: 0.056628452189010685
Position 13362: 0.04697823619269766
Position 21162: 0.03667355781204812
Position 17560: 0.03662644233747652
Position 17502: 0.030124268988296492
Position 16828: 0.02879084498931996
Position 24951: 0.022432983008300374
Position 17823: 0.017382327302221195
Position 20496: 0.017328952243905855
Position 15393: 0.016303844977997882
Position 15446: 0.015455318282750197
Position 2030: 0.014811614839713893
Position 13385: 0.014338483136355707
Position 15737: 0.01404297867725295
Position 21167: 0.012948897260299528
Position 17769: 0.011927083286571183
Position 17971: 0.011298447860825721
Position 12269: 0.009571171632360672
Position 19343: 0.008942234372446121
Position 23152: 0.007762246626378374
Position 14563: 0.007086326505843184
Position 27399: 0.00496637260345862
Position 22550: 0.004493455228799412
Position 14198: 0.003418074219110558
Position 313: 0.00321445139897471
Position 135: 0.0026973278152441827
Position 26665: 0.0024959087417930864
Position 13817: 0.0022488269249924383
Position 23058: 0.0019689895271663067
Position 14057: 0.0018315644174331036
Position 13855: 0.0013603909128132377
Position 22749: 0.0013413398743214741
Position 7049: 0.0011713107092445935
