Gene = CASD1
index = 281
Annotated 5SS: [  420  7859  8526 17409 18453 23452 24005 25726 28097 29259 34733 35904
 37378 39837 41681 42630 44778]
Annotated 3SS: [ 7761  8404 17363 18389 23406 23880 25510 27673 29168 34612 35746 37297
 39734 41539 42551 44684 45693]
SMsplice 5SS: [  420  7859  8526 17409 18453 23452 24005 29259 33301 35904 41681]
SMsplice 3SS: [ 7761  8404 17363 18389 23406 23880 29168 33154 35746 41539 44684]
top_k =  500
Partition function (log Z): 2.2219452579487107

Sorted 5' Splice Sites (High to Low Probability):
Position 8526: 0.98086682494164
Position 24005: 0.9698170331592797
Position 35904: 0.9659108316436422
Position 29259: 0.9623689142666552
Position 7859: 0.9589001672426599
Position 41681: 0.9445918111554678
Position 420: 0.8905036458387712
Position 17409: 0.8050360372426197
Position 23452: 0.6861171782400037
Position 44778: 0.6489398979537686
Position 18453: 0.6255338006612366
Position 35510: 0.5671984790045025
Position 34733: 0.48327328683408494
Position 33301: 0.47380059568458627
Position 45090: 0.4370198707776998
Position 42630: 0.41263175075807734
Position 18944: 0.35983206622019126
Position 8255: 0.35418909290667155
Position 20858: 0.3014429000554658
Position 8300: 0.2982630182048525
Position 39824: 0.27820031726877487
Position 20625: 0.23605205022069953
Position 33362: 0.2320624128517171
Position 30946: 0.20609841405269977
Position 37378: 0.19406265615694832
Position 38118: 0.15540375449980268
Position 28287: 0.13311817137581053
Position 28097: 0.12438793889153642
Position 1139: 0.11913083168787626
Position 20730: 0.10815116506622738
Position 35371: 0.10319221632640796
Position 40012: 0.097490810262329
Position 30883: 0.09402428636040835
Position 13243: 0.09147001738005775
Position 42394: 0.07340627172160147
Position 41916: 0.06708291590815821
Position 21722: 0.06631129463618861
Position 356: 0.06471065923633726
Position 39837: 0.054850839661256486
Position 41714: 0.05176225757111982
Position 40799: 0.05134861123719749
Position 38286: 0.051129093143983485
Position 2190: 0.05014334881690844
Position 25726: 0.04803363913485596
Position 39118: 0.04474081604760382
Position 15226: 0.0422486868512324
Position 36487: 0.042021943511262226
Position 44835: 0.03933892961656834
Position 35202: 0.038269858680759994
Position 8843: 0.03744670564539886
Position 39172: 0.03561515015739311
Position 2134: 0.03293172428030097
Position 39205: 0.032539928283345274
Position 29690: 0.030205853693634165
Position 17425: 0.029488888238184904
Position 42118: 0.028398534938321646
Position 43896: 0.02676248974571435
Position 116: 0.025870045341501054
Position 18747: 0.022168354272911615
Position 44782: 0.022021926156661934
Position 44868: 0.018794909045447068
Position 38086: 0.018271706972468445
Position 34672: 0.01676187541642059
Position 7029: 0.016181499566939383
Position 40372: 0.014192760825153777
Position 34724: 0.013483476538658794
Position 40378: 0.012677317395649087
Position 41886: 0.011580881496160177
Position 1859: 0.010828870588488816
Position 31178: 0.010650593566639416
Position 45888: 0.01054628694965124
Position 2663: 0.010425517718316065
Position 165: 0.010166006797790363
Position 46236: 0.009959015487103698
Position 5864: 0.009574123772973425
Position 43785: 0.00876327084741224
Position 1021: 0.008682111728116162
Position 8734: 0.007616263891931783
Position 5584: 0.007372476200926128
Position 5229: 0.007342296941881241
Position 1084: 0.007158265502685943
Position 1771: 0.006789221686835348
Position 33643: 0.006641309223927687
Position 1160: 0.0065954764370665525
Position 5370: 0.0061481247610809175
Position 2924: 0.005862087340500637
Position 39186: 0.0057721572829881425
Position 40398: 0.005279302997055606
Position 8057: 0.0046194342595378465
Position 43419: 0.004494570297408204
Position 8338: 0.00427526479627999
Position 35926: 0.0036640846454746028
Position 35837: 0.003572720498413925
Position 11333: 0.0033394348370348885
Position 13412: 0.003292331723791491
Position 44831: 0.003243378184700096
Position 30115: 0.0030717670586907844
Position 29640: 0.0030456842595110683
Position 13971: 0.0030105684122778776
Position 24512: 0.0024698411836410737
Position 708: 0.002439811431007054
Position 9015: 0.002082520041193213
Position 41616: 0.0017542854737056545
Position 45293: 0.0017131468678279595
Position 8650: 0.0016090984412976486
Position 861: 0.0014762605509674532
Position 15206: 0.0014374822934528214
Position 42624: 0.001361335815369246
Position 36329: 0.0013147526050106017
Position 37178: 0.0009245886519838794
Position 341: 0.0007614166998134942
Position 877: 0.0007274123219939843
Position 14338: 0.0006905366058241932
Position 24542: 0.0006881867548627692
Position 13141: 0.0005970054683863958
Position 15353: 0.0005795626187560944
Position 144: 0.0005324388647687688
Position 37445: 0.0004948476298088017
Position 557: 0.00045048665893782357
Position 139: 0.0004186734736405144
Position 1575: 0.0003198235648696883
Position 730: 0.0003169004169453248
Position 234: 0.00030189013482917525
Position 25028: 0.00026139381031638925
Position 1897: 0.0002502583590051196
Position 43866: 0.0002347326550067557
Position 24282: 0.0002229867916173765
Position 37076: 0.00011813580609321069
Position 1872: 0.00011595584269992985
Position 724: 9.441875001227547e-05
Position 665: 3.647727988536354e-05
Position 368: 3.0125502190372278e-05
Position 631: 1.2580029105175592e-05
Position 29658: 1.1475856716295918e-05
Position 33242: 1.1312512616355716e-05
Position 1463: 1.1131934753624226e-05
Position 783: 1.1098892704135661e-05
Position 697: 7.040150961502922e-06
Position 85: 6.699204148548384e-06
Position 849: 5.9602385443488964e-06
Position 854: 5.037718266378441e-06
Position 1116: 4.1789667414103685e-06
Position 547: 3.391661427008785e-06
Position 8484: 3.33520646626478e-06
Position 1119: 2.74205753527714e-06
Position 604: 2.484436282957842e-06
Position 1256: 2.07982648389016e-06
Position 223: 7.178926902976842e-07
Position 1206: 6.109875871627155e-07
Position 762: 1.2215169915205235e-07
Position 771: 4.1048668028114584e-08
Position 267: 3.155096900695258e-08
Position 20: 1.1478237319474576e-08
Position 270: 8.948861703398786e-09
Position 374: 2.66681108432455e-11
Position 453: 9.590539510010124e-12
Position 594: 3.0480249211190976e-13
Position 634: 2.917155444299906e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 41539: 1.0000000000000002
Position 8404: 0.9756613702380414
Position 35746: 0.9731476367875308
Position 23880: 0.9698170331592797
Position 7761: 0.9423383628621157
Position 44684: 0.896989177074607
Position 17363: 0.8345249254808045
Position 33154: 0.7058743210489198
Position 23406: 0.6861171782400035
Position 29168: 0.6813777559563968
Position 18389: 0.6466241543319289
Position 20598: 0.6181158869835217
Position 8056: 0.6046400827095605
Position 34612: 0.5059707698265548
Position 35476: 0.431591766925035
Position 44997: 0.4288229023531403
Position 45693: 0.4225799533609756
Position 42551: 0.4003758893657447
Position 39734: 0.36972027402339364
Position 18851: 0.3127414967384271
Position 30778: 0.2893612391289157
Position 29148: 0.2635994950353194
Position 37297: 0.19327353952272616
Position 35150: 0.18921851896076144
Position 37922: 0.18900225400853551
Position 46591: 0.15613842465374095
Position 979: 0.1183253438048484
Position 27923: 0.11774287493164909
Position 28161: 0.10153251449052675
Position 35445: 0.08785026812587422
Position 39036: 0.08603229713924862
Position 47116: 0.07964192949986015
Position 42325: 0.07495015695931535
Position 46015: 0.06538700544860099
Position 41805: 0.061632534570477404
Position 21551: 0.05278241198439555
Position 40532: 0.0513486112371975
Position 25510: 0.04803363913485596
Position 8645: 0.047197316594800295
Position 15097: 0.044265731763441334
Position 13046: 0.04341535234734332
Position 46710: 0.04321972366410508
Position 2020: 0.04316244806526021
Position 12879: 0.04026453467725288
Position 41828: 0.03985373536757741
Position 18575: 0.03645162609136224
Position 38163: 0.03580230060771914
Position 39926: 0.03261645429720745
Position 40105: 0.03214938121785847
Position 28275: 0.0315856568852838
Position 39920: 0.028205238871759318
Position 44977: 0.027542642594359845
Position 36400: 0.02713343983875045
Position 29557: 0.024004795899841225
Position 38907: 0.02207114960206426
Position 42511: 0.019418417257103956
Position 1714: 0.01939951117295214
Position 43692: 0.018449061276252215
Position 43843: 0.017380177702326662
Position 7893: 0.016380835436494864
Position 36211: 0.01602627366752548
Position 20730: 0.014873689197800691
Position 21381: 0.01352888265179307
Position 5335: 0.013520600962007018
Position 8242: 0.013501974187845326
Position 7682: 0.013275385218905904
Position 20709: 0.012656539161070245
Position 45887: 0.011514106993523484
Position 8071: 0.010814442709248409
Position 30800: 0.010761461284192463
Position 45431: 0.010706517108172267
Position 31093: 0.010650593566639421
Position 39088: 0.010564605030017467
Position 47033: 0.009823917882608264
Position 5741: 0.009574123772973425
Position 29047: 0.009431067708570008
Position 45708: 0.009176099309084971
