Gene = MALSU1
index = 815
Annotated 5SS: [ 409 1818 8750]
Annotated 3SS: [ 1638  8667 10155]
SMsplice 5SS: [ 409 8856]
SMsplice 3SS: [ 8775 10155]
top_k =  500
Partition function (log Z): -8.406503359409006

Sorted 5' Splice Sites (High to Low Probability):
Position 409: 0.9806980141424569
Position 8856: 0.8392774370428929
Position 2983: 0.37855242753315643
Position 1818: 0.2706533440622602
Position 10098: 0.11973397145971967
Position 8881: 0.08314733328221353
Position 7399: 0.0675800621633262
Position 8368: 0.05029462745932974
Position 8307: 0.03366088476754192
Position 9599: 0.02959198883060512
Position 5161: 0.02927310192503767
Position 11106: 0.02900229623939308
Position 1761: 0.02891553555619227
Position 8329: 0.028261380157399926
Position 8750: 0.02561185373077971
Position 1901: 0.020678324976860056
Position 11723: 0.020500704063078412
Position 1722: 0.015807913783303384
Position 10336: 0.01570713974978533
Position 773: 0.015045294007878792
Position 8364: 0.01469589277332081
Position 474: 0.007637266801499602
Position 462: 0.007539963463960228
Position 5484: 0.006510656553902843
Position 9638: 0.005231615017332661
Position 714: 0.005197632568430654
Position 8776: 0.004758864199127254
Position 9030: 0.004523191857171298
Position 9963: 0.0033624778996841696
Position 1037: 0.00273615673435982
Position 9092: 0.0017917928345007165
Position 854: 0.0017292063463885663
Position 49: 0.0014419448861595404
Position 282: 0.0013325387743780039
Position 9967: 0.0009764993593659203
Position 9731: 0.0008845569850326581
Position 10093: 0.000556313459411237
Position 8998: 0.0005378619690766717
Position 227: 0.00039893081191972555
Position 1455: 0.00035818697377021586
Position 763: 0.00035557746069662656
Position 1485: 0.0003253044773231275
Position 210: 0.00011613285617156986
Position 1293: 0.00011083092784985655
Position 882: 0.0001102132969709325
Position 556: 9.652971489679688e-05
Position 1182: 9.008308318957055e-05
Position 777: 8.625308111827197e-05
Position 790: 5.9288261148169786e-05
Position 1398: 5.466222300324163e-05
Position 5187: 5.239467038950114e-05
Position 1082: 5.228056170275602e-05
Position 807: 4.7766733725608296e-05
Position 197: 4.3734424552851864e-05
Position 457: 3.9201394233215334e-05
Position 234: 3.486871432842938e-05
Position 171: 2.9201477248236204e-05
Position 1348: 2.892682171364778e-05
Position 1463: 2.7476865867309515e-05
Position 1332: 2.630531821072668e-05
Position 757: 2.5241290827802644e-05
Position 115: 2.3020729246009838e-05
Position 1058: 2.199056761966716e-05
Position 801: 1.9340252847004582e-05
Position 1321: 1.882790199358369e-05
Position 219: 1.4942652062891335e-05
Position 11: 1.1304479104501447e-05
Position 1414: 7.553054901825294e-06
Position 877: 6.833381395807147e-06
Position 1330: 6.2300057358019545e-06
Position 1228: 5.3670104639803474e-06
Position 727: 4.805149309913097e-06
Position 1519: 4.4131112561568175e-06
Position 1559: 3.950701430315564e-06
Position 169: 3.938555472158048e-06
Position 496: 1.071702458732024e-06
Position 87: 4.788822382141189e-07
Position 375: 2.2658667797000006e-07
Position 484: 1.75676761478138e-07
Position 450: 1.5659392507779696e-07
Position 585: 1.0085342551153748e-07
Position 324: 4.920571747813136e-08
Position 20: 3.429366925283562e-09
Position 267: 1.9706886225869106e-09
Position 417: 1.340696514121645e-10
Position 293: 1.7166453989632647e-12
Position 53: 3.980512211365499e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 8775: 0.8870624085025461
Position 10155: 0.5488552909690024
Position 1638: 0.32047926457753356
Position 2909: 0.20264297698075837
Position 2834: 0.15742439243224593
Position 9966: 0.11860890533120667
Position 11624: 0.10546380913820882
Position 8151: 0.09527606288060583
Position 10185: 0.09065592406626549
Position 7328: 0.06839082968033214
Position 8667: 0.051156017573114006
Position 11603: 0.0348135432422946
Position 10771: 0.03202893515797409
Position 12155: 0.0281737967819682
Position 11936: 0.026819682076372735
Position 10753: 0.02596611615817055
Position 8930: 0.02247949646471972
Position 8814: 0.020814651249477435
Position 10794: 0.01852547985428527
Position 10074: 0.016172709516961332
Position 10432: 0.015968621544330663
Position 8184: 0.015707525351570297
Position 11958: 0.0151545451783694
Position 585: 0.015122061252151136
Position 5078: 0.014623005159142794
Position 9450: 0.013941258548195461
Position 9329: 0.013317057148404445
Position 9399: 0.013302202249382972
Position 1721: 0.013201981413532807
Position 11855: 0.01230945510287625
Position 2867: 0.011492483481320464
Position 9847: 0.011273006810231405
Position 8253: 0.010589753198119868
