Gene = NCDN
index = 917
Annotated 5SS: [  92  432 1456 3503 4842 5635 6118]
Annotated 3SS: [ 363 1314 2533 4599 5409 5974 7434]
SMsplice 5SS: [  92 1169 1456 4842 5089 5635 6118]
SMsplice 3SS: [1023 1314 4599 4999 5409 5974 8915]
top_k =  500
Partition function (log Z): 5.224725122791497

Sorted 5' Splice Sites (High to Low Probability):
Position 6118: 0.9795177908832959
Position 92: 0.967380948732258
Position 1456: 0.8365516569323601
Position 4842: 0.7848688101718618
Position 1169: 0.7227597546254209
Position 5635: 0.7105794452683003
Position 5089: 0.5282808053705906
Position 1092: 0.18612601802778625
Position 3503: 0.1107136559974222
Position 1482: 0.10551175960325454
Position 8209: 0.0990566118278977
Position 5136: 0.07565932383205105
Position 8128: 0.07062002390382224
Position 5653: 0.06715678745759729
Position 5816: 0.06538094008099975
Position 4215: 0.058496614641030335
Position 4780: 0.056752109408286414
Position 1412: 0.03825074657287162
Position 894: 0.03599520978769953
Position 4688: 0.03462467823577893
Position 5336: 0.03200150768130883
Position 432: 0.02790035104595405
Position 581: 0.021941370738756863
Position 6146: 0.015449519330273243
Position 1031: 0.015371529460336753
Position 4696: 0.014198107924297303
Position 5500: 0.011678249069338119
Position 5549: 0.01104486476330273
Position 2679: 0.009200294533577147
Position 6925: 0.008381905744108254
Position 8465: 0.008336405089136925
Position 4291: 0.00803697763313592
Position 3036: 0.007794715831109476
Position 6423: 0.007615629813717926
Position 1524: 0.00759584996356296
Position 4642: 0.006265625673405196
Position 8308: 0.004955576964325739
Position 3344: 0.004909413820282739
Position 4328: 0.004548238882103247
Position 4418: 0.004219235836430675
Position 3950: 0.0035287486298608553
Position 2619: 0.003480991483519116
Position 7556: 0.002981713673685511
Position 735: 0.0029496146787086146
Position 435: 0.0023526542629539273
Position 8419: 0.0020112912946324605
Position 1542: 0.001835190576782699
Position 6985: 0.0018080098323598637
Position 4440: 0.0017319015458727171
Position 1740: 0.001672865769340484
Position 4378: 0.0014861729665981232
Position 2957: 0.0014240278932201923
Position 4467: 0.0013845303408180974
Position 8039: 0.0010991653749030873
Position 1108: 0.0010388584656435382
Position 6332: 0.0009536170312348132
Position 6702: 0.0008345285662111897
Position 6794: 0.0007464682178426195
Position 1068: 0.0006513575318189658
Position 5133: 0.0005561109070817748
Position 800: 0.0004124333557082287
Position 6498: 0.0003768625267431284
Position 620: 0.0003468622697874345
Position 1520: 0.00030586326521251864
Position 401: 0.0002460119420292926
Position 22: 0.0002333608646753331
Position 5285: 0.0001910379237739231
Position 8472: 0.00018351664604431358
Position 3301: 0.00017886757113459665
Position 409: 0.00017296701056754713
Position 5017: 0.00016900092549655774
Position 5612: 0.000142410805278157
Position 769: 0.00013651124151513671
Position 5609: 0.00011416317810640653
Position 7150: 0.00011373992878916253
Position 406: 9.09288855786082e-05
Position 387: 4.978834233903783e-05
Position 1043: 4.168559293372568e-05
Position 940: 4.02627335016464e-05
Position 219: 3.701950647862288e-05
Position 363: 2.694145108391627e-05
Position 740: 2.6485470885229953e-05
Position 859: 2.1952432280366877e-05
Position 1173: 2.0507364765108897e-05
Position 226: 1.764903893928584e-05
Position 1218: 1.616760490108237e-05
Position 869: 1.552511676304863e-05
Position 365: 1.3905936844224386e-05
Position 1183: 1.348488644948289e-05
Position 914: 1.2049068879926522e-05
Position 842: 9.717987561106617e-06
Position 781: 6.9410622604393384e-06
Position 328: 4.793499663356117e-06
Position 7285: 3.0772203340605893e-06
Position 1727: 2.77563111869773e-06
Position 975: 2.3502251651399143e-06
Position 1437: 2.0395957995888544e-06
Position 898: 1.7178209876619273e-06
Position 7241: 1.6101972579114506e-06
Position 6960: 5.052967685417732e-07
Position 242: 4.5288963258307606e-07
Position 2365: 4.187040721707386e-07
Position 384: 3.7441149617769195e-07
Position 6645: 3.576100551890091e-07
Position 519: 1.9297235803589164e-07
Position 8: 9.53987526260688e-08
Position 404: 3.436675555256714e-08
Position 317: 2.6326149674614926e-08
Position 358: 8.790397122567478e-09
Position 314: 6.310693206659405e-09
Position 305: 4.242744215704444e-09
Position 339: 5.475838468797069e-10
Position 289: 9.980334890968372e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5974: 0.9981870113730072
Position 1023: 0.8934939894673603
Position 1314: 0.7609279874093711
Position 5409: 0.7219707237870908
Position 4599: 0.698491049540126
Position 4999: 0.5324137770810822
Position 8915: 0.4430387084884624
Position 1284: 0.2278626957337598
Position 8064: 0.13709730146181165
Position 7434: 0.11835798081193538
Position 8307: 0.11742893239978103
Position 7968: 0.07862775259178845
Position 3418: 0.06976510155159296
Position 8193: 0.06474922663591756
Position 5036: 0.05906839457442123
Position 8558: 0.05343746823521914
Position 5562: 0.053119995447038826
Position 4030: 0.052732865022978914
Position 4813: 0.0454399708740506
Position 4674: 0.04222339552193011
Position 4779: 0.0414687111706401
Position 5512: 0.03610212006869136
Position 7607: 0.02745769943292102
Position 6701: 0.027118574118987368
Position 4581: 0.0259307358874487
Position 4692: 0.022995571013524375
Position 7676: 0.021715570931943536
Position 5215: 0.019760099153789613
Position 5016: 0.018352128188615573
Position 3261: 0.01772724361698158
Position 5515: 0.015688884763169198
Position 5745: 0.014793327334129832
Position 6312: 0.014684151382645203
Position 479: 0.014606005222868876
Position 4734: 0.01453560058239529
Position 7583: 0.012153478261222423
Position 2533: 0.011623676660775815
Position 5500: 0.01152735153035423
Position 4214: 0.011398795540547287
Position 8117: 0.010914131847709854
Position 8714: 0.010765850843143703
Position 817: 0.009934922577602806
Position 363: 0.009171070956076399
Position 798: 0.009074384094186953
Position 863: 0.008500421281770873
Position 3208: 0.007948102284070356
Position 4137: 0.0077056992969154
Position 981: 0.007681049577817722
Position 5447: 0.00714654234399818
Position 1026: 0.006961908254988653
Position 2908: 0.00694465088808122
Position 6589: 0.006942567057106011
Position 3145: 0.006591281614161264
Position 482: 0.006590187471432096
Position 4272: 0.006580913292251786
Position 557: 0.006373411720797128
Position 7991: 0.00620463598286172
Position 1127: 0.005124090355133837
Position 5231: 0.004852034894711782
Position 4528: 0.004803417781832492
Position 3397: 0.004772920619090259
Position 8361: 0.004713712802498274
Position 3865: 0.004513048549944532
Position 8037: 0.0040409478727263665
Position 7144: 0.0037886634446125667
Position 3328: 0.003672742334074322
Position 6563: 0.003633904721028324
Position 5708: 0.003243337696942407
Position 7496: 0.0029228577043673414
Position 1091: 0.0028725881876772827
Position 2941: 0.0028718245242118946
Position 5330: 0.002771196422102886
Position 576: 0.0026801297979714583
Position 6855: 0.0026011151269014396
Position 7362: 0.0025924267455266327
Position 8440: 0.0025862790634566995
Position 8561: 0.0025209294277737525
Position 6834: 0.0025151319125577107
Position 8783: 0.002335001475515701
Position 7473: 0.001890393997368861
Position 6360: 0.0018882139933135787
Position 6924: 0.0014935950559215646
Position 8263: 0.0013184324823554844
Position 820: 0.0012971270682570605
Position 2774: 0.0012726406441879183
Position 7745: 0.0012716593579716613
Position 1549: 0.001187698142214499
Position 6779: 0.0011739223317343598
Position 8009: 0.0011704669735689793
Position 2517: 0.001052591111290557
Position 4513: 0.000968909556890157
Position 6207: 0.0009493766179719189
Position 8530: 0.0008748561206249534
Position 2760: 0.0008349259731879746
Position 6219: 0.0008197847306583334
Position 4965: 0.0008121283716286043
Position 5859: 0.0007904286569888675
Position 6442: 0.0007619486522504669
Position 662: 0.0007580207065445819
Position 3215: 0.0007509301091393987
Position 3171: 0.0006627029067679354
Position 7042: 0.0006583554265220874
Position 6876: 0.000638105102359701
Position 4072: 0.0005706967463559929
Position 6366: 0.0005642222395815391
Position 6515: 0.0005362769818394866
Position 6348: 0.0005352408076837635
Position 1286: 0.0005130513246917569
Position 7090: 0.0004934453952435867
Position 3175: 0.00046564924608567316
Position 3947: 0.00042884551503898636
Position 5770: 0.0004205822255002481
Position 6789: 0.00038566333974368984
Position 6422: 0.0003849753719454469
Position 7442: 0.00037923314270579605
Position 7721: 0.00037369034316678495
Position 6392: 0.0003567153955766626
Position 5934: 0.00034112486014165955
Position 1365: 0.00033739009528270644
Position 3036: 0.00033711096937187433
Position 6897: 0.0003084917129768101
Position 1056: 0.00030732632073734854
Position 6321: 0.00030396821454575036
Position 5913: 0.0002743571987351043
Position 1136: 0.0002668534909127758
Position 3190: 0.00025820045042331924
Position 6191: 0.0002341268422158358
Position 7314: 0.00023225733696150322
Position 1059: 0.00021772392810729313
Position 749: 0.00020160146767794721
Position 4933: 0.00020078523258564628
Position 1702: 0.00016103813392505842
Position 6230: 0.00015782714944342688
Position 2986: 0.00014362704735889357
Position 1354: 0.00013860659173200164
Position 953: 0.00013820073340935118
Position 989: 0.00012654692722392777
Position 5581: 0.00011594806159555972
Position 6861: 0.00011396539881724488
Position 1578: 0.00011354605615636977
Position 1621: 0.0001034444502873477
Position 1555: 9.936701400766073e-05
Position 248: 9.774565893766964e-05
Position 8080: 9.278592925325532e-05
Position 431: 7.794552832115889e-05
Position 6792: 5.83240860140187e-05
Position 957: 2.8743057570032352e-05
Position 1006: 2.834581883576699e-05
Position 1323: 2.355852460277453e-05
Position 1106: 2.2389358351694268e-05
Position 760: 2.0898594852113837e-05
Position 674: 1.7849320341133616e-05
Position 445: 1.5814077404068162e-05
Position 6204: 1.4204664240368594e-05
Position 774: 1.1471395390365896e-05
Position 6027: 1.1161619704259332e-05
Position 869: 9.398117678121073e-06
Position 6343: 8.927157650299168e-06
Position 1053: 8.710662758829235e-06
Position 2555: 5.98698196489764e-06
Position 87: 5.379039438796542e-06
Position 824: 4.21709911584511e-06
Position 1350: 3.238424466750486e-06
Position 831: 3.2261902207045343e-06
Position 130: 3.1976935416475263e-06
Position 678: 3.006196581899875e-06
Position 684: 2.423761429751049e-06
Position 1369: 2.402645880457154e-06
Position 5045: 2.320281251084537e-06
Position 584: 9.707793826545903e-07
Position 6249: 6.242238574652604e-07
Position 835: 5.461197921346686e-07
Position 5815: 4.2852045291728456e-07
Position 2238: 4.187040721707381e-07
Position 1296: 4.069218515319132e-07
Position 1142: 4.008755733008904e-07
Position 1152: 3.699133857284754e-07
Position 6234: 3.199729182620735e-07
Position 1371: 3.1894740588291325e-07
Position 6106: 2.8584410476289333e-07
Position 968: 2.442964060844183e-07
Position 6236: 2.061544514038681e-07
Position 2564: 5.759744736881929e-08
Position 6117: 2.1217564463484536e-08
Position 1196: 1.4212651627626027e-08
Position 596: 5.011288799057914e-09
Position 1173: 2.5999845640123934e-09
Position 146: 2.5690853071333533e-09
Position 1512: 1.1925841477148523e-09
Position 1392: 1.1725663800547468e-09
Position 231: 6.411785625010292e-10
Position 605: 5.440073679233556e-10
Position 611: 3.8700607963240957e-10
Position 607: 3.5311523775391565e-10
Position 617: 6.963732968804825e-11
Position 687: 3.2275618004826295e-12
Position 101: 7.052279688235036e-13
Position 96: 1.2700466897424095e-14
