Gene = TBL2
index = 1381
Annotated 5SS: [ 372 4409 4854 5472 5948 7603]
Annotated 3SS: [4277 4668 5319 5820 7449 7818]
SMsplice 5SS: [ 372 4409 4854 5472 5948 7603]
SMsplice 3SS: [4277 4735 5319 5820 7478 7818]
top_k =  500
Partition function (log Z): 7.288645067229805

Sorted 5' Splice Sites (High to Low Probability):
Position 4409: 0.996580720766635
Position 5472: 0.979716728001133
Position 7603: 0.8727346623892932
Position 5948: 0.8190292932457325
Position 372: 0.47170638377064733
Position 4831: 0.38577659442457973
Position 4854: 0.36543755694171326
Position 2251: 0.31149741366963096
Position 4876: 0.2285712579369393
Position 320: 0.20440456324115686
Position 502: 0.13750205996135678
Position 4608: 0.07580717117329386
Position 507: 0.07547611459821474
Position 7973: 0.05645235703724195
Position 2002: 0.05558304545384986
Position 5750: 0.04023430311253711
Position 6991: 0.03721353124116199
Position 1152: 0.0300800230244259
Position 7932: 0.02745647478545884
Position 6899: 0.025399571814219927
Position 3858: 0.018003068392371563
Position 819: 0.01684504338680461
Position 546: 0.015784396093333205
Position 168: 0.015703149310862138
Position 8126: 0.015254597278953452
Position 2526: 0.012536147424311446
Position 3129: 0.012509687874861473
Position 1072: 0.011738555967575264
Position 767: 0.01112582055764262
Position 49: 0.010964372710402785
Position 5931: 0.010156502315421284
Position 9356: 0.007218364769909827
Position 5962: 0.00649202795769041
Position 8064: 0.005604780700705451
Position 3929: 0.005249582175054794
Position 4178: 0.004620693019137256
Position 6949: 0.004156598459906695
Position 222: 0.003635124406915479
Position 1047: 0.0034915410287337683
Position 5658: 0.0034845417318723434
Position 1434: 0.003426662029179159
Position 4418: 0.002837380724662754
Position 1295: 0.0027265127134463944
Position 2015: 0.0021280582885109043
Position 4930: 0.0017520902334243148
Position 277: 0.0015671436201734957
Position 462: 0.0015257437629906095
Position 2267: 0.0014043830403188747
Position 3895: 0.0010842363174311193
Position 7842: 0.0010734416887653005
Position 2679: 0.000999896896339993
Position 3899: 0.0009993839799124964
Position 386: 0.0007845221249283198
Position 2518: 0.0006659858946812217
Position 259: 0.00048618039071131656
Position 331: 0.00045692335200592563
Position 391: 0.00044740214079826574
Position 3832: 0.00043992489880787043
Position 3876: 0.0003515200186288324
Position 2470: 0.00033332761065337933
Position 4807: 0.0003321419258535593
Position 5055: 0.0003192788407477368
Position 5286: 0.00027506119699510035
Position 7487: 0.00021795718712160056
Position 192: 0.00021573244098111122
Position 5645: 0.00019322796752603777
Position 445: 0.00016672864623845323
Position 8495: 0.00014870683854031528
Position 835: 0.00013858521404995565
Position 281: 0.0001351139724263166
Position 2169: 0.00012846869544767654
Position 7607: 6.980802761605722e-05
Position 5782: 6.22913333714706e-05
Position 6056: 4.6998161507355666e-05
Position 4413: 3.702432918796953e-05
Position 6051: 1.9904963084311724e-05
Position 4569: 1.7448129736291235e-05
Position 4523: 9.465994361730268e-06
Position 6605: 8.447422154055655e-06
Position 779: 5.356449574672437e-06
Position 790: 4.6254143571193725e-06
Position 4241: 2.898466660346827e-06
Position 172: 2.6539711679141786e-06
Position 651: 2.6014586673179453e-06
Position 1111: 1.8745534759975078e-06
Position 6806: 1.8187852711556316e-06
Position 4220: 1.6870920450411073e-06
Position 6840: 1.5509675913541122e-06
Position 987: 1.5392483031404745e-06
Position 7781: 1.1071091305055394e-06
Position 709: 1.0580648369985549e-06
Position 742: 9.75718641262394e-07
Position 376: 9.716282900863036e-07
Position 84: 9.473326901393639e-07
Position 8051: 2.8940777690994666e-07
Position 1182: 2.67884183499921e-07
Position 1097: 2.2113407632575483e-07
Position 8281: 2.2082731567622725e-07
Position 8268: 2.1634290386847713e-07
