Gene = IDNK
index = 675
Annotated 5SS: [   54  5044  5792 18424]
Annotated 3SS: [ 5012  5704 18379 20260]
SMsplice 5SS: [  656  5044  5792 15037 18465]
SMsplice 3SS: [ 5012  5704 14773 18379 20260]
top_k =  500
Partition function (log Z): -11.62896513039151

Sorted 5' Splice Sites (High to Low Probability):
Position 5792: 0.9948133699147025
Position 5044: 0.7251485715759264
Position 18465: 0.6633738617896336
Position 15037: 0.6016327398332032
Position 656: 0.46476960434535924
Position 54: 0.3818573219299737
Position 356: 0.19988024653843217
Position 10710: 0.10880429540685921
Position 16845: 0.10844999428182961
Position 20056: 0.09705966096853476
Position 908: 0.08679419684942474
Position 18566: 0.07311200984093498
Position 1936: 0.050897076737265595
Position 58: 0.04442802558407512
Position 542: 0.043258397716621134
Position 37: 0.03126100828673185
Position 2941: 0.02857127026227407
Position 18424: 0.022565454699085472
Position 28: 0.0185000646121549
Position 1305: 0.014839116532349086
Position 1340: 0.013362307300756436
Position 5213: 0.01052606320277497
Position 884: 0.009713113673247092
Position 5252: 0.009030403932414657
Position 1975: 0.008209966605642969
Position 592: 0.0074768742586030735
Position 3861: 0.007202515956054063
Position 386: 0.0053121285314306176
Position 4493: 0.004847522094336039
Position 1119: 0.004512578484535431
Position 4319: 0.0023792662274632697
Position 270: 0.002374607578184538
Position 1508: 0.0023557994194734525
Position 5184: 0.0019792373102049767
Position 135: 0.0017737885059057885
Position 5048: 0.0012977317972132332
Position 618: 0.0012335569304351096
Position 3106: 0.0011767173195848038
Position 5877: 0.0011306998644826022
Position 4421: 0.0010177981267978599
Position 4426: 0.000788677524984474
Position 3529: 0.0007193891044272694
Position 7945: 0.00045602410876164875
Position 6407: 0.0004415146133907696
Position 11616: 0.0004192767935503899
Position 5918: 0.00035533891395051555
Position 11132: 0.0002874990358137905
Position 7556: 0.00023410307944718173
Position 145: 0.00014678512970743134
Position 92: 0.00013798741419426635
Position 90: 0.00012971849434863022
Position 5889: 7.686304858302034e-05
Position 6560: 5.2041355128531805e-05
Position 2784: 4.412083557399841e-05
Position 401: 4.094871294963579e-05
Position 1062: 3.308396876466737e-05
Position 1138: 2.911171822140479e-05
Position 6059: 2.70122371107246e-05
Position 1365: 2.5547252987389377e-05
Position 605: 2.3517305892927062e-05
Position 664: 1.6016414063965116e-05
Position 2368: 1.5785682805336827e-05
Position 666: 1.0690995887413836e-05
Position 6127: 9.719799801174406e-06
Position 119: 1.9668634426892044e-06
Position 6073: 1.6707970818050453e-07
Position 688: 9.521409607094899e-08
Position 5873: 6.631108956116908e-08
Position 125: 6.480048142971813e-08
Position 6222: 5.5932257558087185e-08
Position 864: 4.751002872665159e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5704: 0.9955885746903099
Position 18379: 0.8331477431754819
Position 5012: 0.7159907073283105
Position 14773: 0.6089289084174764
Position 20260: 0.5220807856313512
Position 19742: 0.21480223594656872
Position 570: 0.14202999392074944
Position 176: 0.13601754973904656
Position 19994: 0.12913865387064977
Position 16571: 0.11225013623365059
Position 10517: 0.0699347173568357
Position 739: 0.05817052631597335
Position 18565: 0.03904602903117543
Position 6126: 0.03740296551294006
Position 2854: 0.029107878695560595
Position 10633: 0.023940000259014445
Position 19706: 0.020000605909332562
Position 4885: 0.016192940162564347
Position 10659: 0.013839292199967608
Position 18878: 0.013027935372676148
Position 11988: 0.010942199276745543
Position 225: 0.010308220299989063
Position 4290: 0.00903678108936828
Position 1865: 0.00890374581723717
Position 770: 0.0065361526529784724
Position 4940: 0.005760726962591578
Position 4785: 0.005660408042288
