Gene = UROD
index = 1539
Annotated 5SS: [ 139  873 1069 1208 1645 1924 2430 2690 2860]
Annotated 3SS: [ 759  988 1144 1446 1761 2291 2588 2792 3189]
SMsplice 5SS: [ 139  873 1069 1208 1924 2430 2690 2860]
SMsplice 3SS: [ 709  988 1144 1761 2336 2588 2792 3189]
top_k =  500
Partition function (log Z): 2.208791809720808

Sorted 5' Splice Sites (High to Low Probability):
Position 1208: 0.9485968360749598
Position 2690: 0.8864999778587693
Position 873: 0.8299839157983101
Position 1924: 0.7726821108136056
Position 1069: 0.7419550999252239
Position 139: 0.6883265988851148
Position 2430: 0.6777576371409741
Position 2860: 0.5851715978763118
Position 1645: 0.13011983221885198
Position 2396: 0.08400321198684058
Position 1650: 0.07560083508935464
Position 1897: 0.07325069413774749
Position 1549: 0.07114043660704099
Position 1696: 0.06676644243936239
Position 2705: 0.048833621289118695
Position 1613: 0.04282621008865946
Position 1637: 0.04128124064277284
Position 658: 0.021729550577538028
Position 78: 0.01735505594888848
Position 1280: 0.009757908136515952
Position 160: 0.009434767057784349
Position 1462: 0.008244601457620598
Position 1719: 0.007943545162351887
Position 2847: 0.007850569240050887
Position 401: 0.007247833887236446
Position 2457: 0.005448411798544207
Position 1471: 0.005324011410994817
Position 1326: 0.005078443570234091
Position 2724: 0.0021123412103931653
Position 2385: 0.001854158581428817
Position 2880: 0.001774478691334238
Position 2812: 0.001399897679548642
Position 635: 0.0013691372336868215
Position 2120: 0.0012167124167979835
Position 3295: 0.0012086861894115978
Position 1546: 0.0010409728209562169
Position 1615: 0.0008527598857528837
Position 1965: 0.0008244983705717249
Position 133: 0.0007249014085443603
Position 2143: 0.0004198154222165135
Position 2718: 0.0002699409503142068
Position 841: 0.00024403472813138154
Position 1199: 0.00024180378626810262
Position 885: 0.00023510426882879967
Position 535: 0.0001487396057704311
Position 2884: 0.00012065759525505878
Position 1076: 8.957673856532752e-05
Position 2649: 7.253605756071972e-05
Position 668: 4.439599632776399e-05
Position 143: 3.709381101192313e-05
Position 582: 3.698652499589702e-05
Position 257: 3.519896882222399e-05
Position 482: 2.4365700133944552e-05
Position 515: 2.049485296873494e-05
