Gene = MCIDAS
index = 821
Annotated 5SS: [ 297  481  740 4365 5140 6300]
Annotated 3SS: [ 383  647 4291 4915 6188 6508]
SMsplice 5SS: [ 297  481  740 4365 6300]
SMsplice 3SS: [ 383  647 4291 6188 6508]
top_k =  500
Partition function (log Z): 1.665066474715704

Sorted 5' Splice Sites (High to Low Probability):
Position 481: 0.9940864825947123
Position 6300: 0.985340677579322
Position 297: 0.9805007696578419
Position 740: 0.78120252176784
Position 3753: 0.3378859662371051
Position 4587: 0.16597433499168723
Position 4710: 0.16160363554082877
Position 4059: 0.14645827032503378
Position 5140: 0.08977299550295302
Position 4096: 0.0793879930577205
Position 3279: 0.0740931806745826
Position 4454: 0.06459202824530218
Position 2930: 0.05616043887572857
Position 1062: 0.04569567220716698
Position 3211: 0.04476681277817012
Position 4346: 0.036169393207593846
Position 5232: 0.03385432933363889
Position 4451: 0.020346705597649485
Position 5086: 0.013659744401057165
Position 6810: 0.01344808460162436
Position 4369: 0.012223553683957977
Position 4585: 0.00982147664093923
Position 4038: 0.00941178119697168
Position 6291: 0.006678210968007967
Position 1256: 0.006237741339041691
Position 3162: 0.005647495378958903
Position 3965: 0.004267368271611838
Position 1516: 0.003228488189005645
Position 857: 0.0028280520565637035
Position 2233: 0.0027252772829722983
Position 5652: 0.0023665743553615546
Position 6599: 0.002206485287834328
Position 531: 0.0021947403984489563
Position 6419: 0.0020548767562487383
Position 2851: 0.0019517432486345443
Position 3525: 0.0016149306527077462
Position 3203: 0.001103666838998065
Position 6412: 0.0010009775858684628
Position 3252: 0.0009731330574464605
Position 4654: 0.000845771183804812
Position 3608: 0.000655051129066915
Position 110: 0.0005879406179418752
Position 305: 0.0005557852152966803
Position 2063: 0.0005382714259455462
Position 6945: 0.0005147642854554617
Position 3035: 0.00048357820966784393
Position 919: 0.0004353415588527055
Position 2262: 0.00029463486103956435
Position 3600: 0.00029029276824551147
Position 1929: 0.00023418135882907748
Position 3044: 0.00020183553814154064
Position 47: 0.00017285912138143461
Position 3827: 0.00016684535093712871
Position 700: 0.00015287632902073948
Position 185: 0.00014042795138486834
Position 720: 0.00012852031842061352
Position 7087: 0.00011712718018709774
Position 1326: 0.00010519048561591747
Position 1895: 8.434115793197018e-05
Position 440: 8.023304471563057e-05
Position 1066: 6.831626500742443e-05
Position 434: 5.4457562288415045e-05
Position 513: 5.041658326575762e-05
Position 2217: 4.879225878432974e-05
