Gene = ATP6V1A
index = 114
Annotated 5SS: [   95 31817 34160 37420 37815 39365 41857 42822 47976 48186 48921 51428
 56659 58507]
Annotated 3SS: [31721 34030 37204 37676 39212 41693 42712 47852 48070 48856 51223 56563
 58334 62315]
SMsplice 5SS: [   95   861 31817 37420 37815 39365 42822 47976 48186 48921 51428 52151
 56659 58507]
SMsplice 3SS: [  724 31721 37258 37676 39212 42712 47852 48070 48856 51223 52032 56563
 58334 62315]
top_k =  500
Partition function (log Z): -34.04289729190246

Sorted 5' Splice Sites (High to Low Probability):
Position 861: 0.8832488119019473
Position 95: 0.8080079194826087
Position 9633: 0.32897323914794246
Position 5072: 0.26132604504919543
Position 526: 0.12585249469429866
Position 109: 0.09664633833326432
Position 812: 0.032672794033655736
Position 65: 0.022894282959850965
Position 320: 0.01971437347959234
Position 61: 0.012111675155264519
Position 2713: 0.011291087724749741
Position 946: 0.009708682509697513
Position 1645: 0.007575033572371096
Position 1957: 0.0069555669536320785
Position 650: 0.004382429868625613
Position 4336: 0.002043308724553087
Position 1366: 0.0011380454066504822
Position 493: 0.0008628254625184475
Position 2525: 0.0006313862922266724
Position 123: 0.0006023397061356553
Position 368: 0.0004604012362140562
Position 828: 0.0003394784976398868
Position 655: 0.0002694206552704787
Position 397: 0.0002656558348426525
Position 448: 0.0002502828030004045
Position 1071: 0.00021337517404124625
Position 264: 0.00018028794061735606
Position 415: 0.00012163898976165208
Position 1467: 0.00011330149766791463
Position 313: 0.00010744424711303728
Position 324: 0.00010664277862451266
Position 600: 8.74160086621792e-05
Position 611: 8.666801343441506e-05
Position 1942: 7.783086089409668e-05
Position 690: 5.9247539646268776e-05
Position 865: 4.994044766602202e-05
Position 581: 3.03977994890148e-05
Position 40: 3.0003475388215566e-05
Position 269: 2.929830926874256e-05
Position 1204: 2.170699039035499e-05
Position 120: 1.5166965145458066e-05
Position 1220: 1.4716756481769612e-05
Position 54: 1.3372759102309135e-05
Position 519: 1.2694653151342589e-05
Position 173: 7.254064378577024e-06
Position 849: 7.077809617185797e-06
Position 171: 6.876091323612661e-06
Position 138: 5.4042562863681875e-06
Position 70: 4.941686726168323e-07
Position 763: 2.2881249614811993e-07
Position 338: 1.9777489726843488e-07
Position 902: 1.7094079417012327e-07
Position 297: 8.346040545413679e-08
Position 404: 7.303423685187637e-08
Position 266: 6.163487193373756e-08
Position 661: 4.562071848796871e-08
Position 765: 3.973476436879924e-09
Position 956: 3.529312607326909e-09
Position 870: 1.4641661423814758e-09
Position 37: 9.912121170522824e-10
Position 14: 5.393646221293623e-10
Position 212: 6.38077941102675e-11
Position 378: 1.0993365616807126e-11
Position 272: 5.331322975147261e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 724: 0.9034150145580337
Position 14111: 0.4625473662765041
Position 9512: 0.3256274672928504
Position 4976: 0.2688782107302039
Position 13274: 0.11749784466210667
Position 12627: 0.09590384175246565
Position 470: 0.04827570107969769
Position 12630: 0.04459845101321049
Position 759: 0.04230414660443295
Position 10012: 0.027539659186465157
Position 7188: 0.02198538717352854
Position 2424: 0.017995953638435657
Position 9315: 0.01476634174492291
Position 3814: 0.014757373333398422
Position 2786: 0.013785419014133203
Position 311: 0.012953940919751467
Position 1145: 0.011735887767861565
Position 7644: 0.011182170558343703
Position 1882: 0.009511027465213635
Position 1466: 0.008270514667043845
Position 2597: 0.007963678473074902
Position 350: 0.007451031675091605
Position 2635: 0.006963723622905646
Position 7865: 0.006957992752216564
Position 447: 0.006501603216277486
Position 644: 0.006495669452744266
Position 6432: 0.005956044296594933
Position 430: 0.005899640457916769
Position 1765: 0.005889491064349838
Position 9020: 0.005239306496940167
Position 6771: 0.005054377916697751
Position 4862: 0.004977504560234495
Position 5580: 0.004757666898568494
Position 1453: 0.004381555070291697
Position 1108: 0.004232120936253446
Position 1898: 0.004199567953705661
Position 7854: 0.003651940937101165
Position 5708: 0.003505171546114361
Position 197: 0.0034478938708078543
Position 1440: 0.0031718961968771778
Position 3771: 0.0030815790637227125
Position 10036: 0.0028103591602866382
Position 3817: 0.002657276656927132
Position 264: 0.0024448519568302032
Position 3212: 0.0023043410787907093
Position 4217: 0.002189671856153685
Position 573: 0.002125608122973892
Position 5269: 0.0020375364826074787
Position 2522: 0.0019064522421840902
Position 2927: 0.0018948324707890533
Position 294: 0.001887100707083557
Position 395: 0.0018791359354776314
Position 5609: 0.0018491260828217475
Position 1203: 0.0017907445768790432
Position 1365: 0.0017649963688606484
Position 2686: 0.0016266730234399064
Position 8074: 0.0016071770063640068
Position 2470: 0.0015094261538469032
Position 8145: 0.001419093262002167
Position 945: 0.0013448130487799539
Position 6967: 0.0011807391769052577
Position 3656: 0.001053475272083857
Position 3392: 0.0010200182507534438
Position 7984: 0.0009835221895312966
Position 1282: 0.0009450540422437448
Position 6701: 0.0009184100631789139
Position 3162: 0.0009092363880027978
Position 230: 0.0008028007889343066
Position 726: 0.0006607896868195653
Position 611: 0.0006299341679756479
Position 6104: 0.0005269474327780498
Position 4767: 0.00047701467590990454
Position 2481: 0.0004721210028607815
Position 4480: 0.00046769711888080553
Position 2242: 0.0004598589963783746
Position 728: 0.0004349186834647762
Position 5636: 0.00039434981311265224
Position 1723: 0.00038205204912857254
Position 3998: 0.0003754880249264107
Position 374: 0.00036852723633454856
Position 4180: 0.0003497180532516193
Position 1080: 0.00033597737238968777
Position 407: 0.00032696603301084
Position 3789: 0.00032432665248105725
Position 475: 0.00029701712474747164
Position 1689: 0.00028286426588846
Position 4405: 0.00027192241614782813
Position 1589: 0.0002693191520815822
Position 4567: 0.0002318038952819545
Position 2120: 0.00021521942643095134
Position 1177: 0.00021349625172054163
Position 4065: 0.00020084807828711236
Position 3194: 0.00017730806757301835
Position 2947: 0.0001708623507665691
Position 1839: 0.00016225509734925432
Position 3778: 0.00015267280989329093
Position 4042: 0.0001486682339976582
Position 1479: 0.00014361832875345995
Position 1961: 0.00013753857496658412
Position 949: 0.0001258913902964349
Position 1686: 0.00011799125056590349
Position 371: 0.00011751627851096455
Position 1159: 0.00010586788554805929
Position 534: 9.921564954106836e-05
Position 2875: 9.783168650922737e-05
Position 2457: 9.611301252588043e-05
Position 1934: 9.247886573124017e-05
Position 2692: 8.982198602752183e-05
Position 2169: 8.285493968268928e-05
Position 1299: 7.986424889634878e-05
Position 1220: 4.609588237635441e-05
Position 404: 4.537037928408254e-05
Position 685: 2.7565028953266032e-05
Position 762: 2.6837736230991635e-05
Position 233: 2.427507129706423e-05
Position 352: 1.8135072221982638e-05
Position 658: 1.6453532001516062e-05
Position 384: 1.2184543214014608e-05
Position 514: 1.2064950834705022e-05
