Gene = KLF18
index = 748
Annotated 5SS: [2968]
Annotated 3SS: [3619]
SMsplice 5SS: [ 324 2700 2968]
SMsplice 3SS: [2582 2787 3447]
top_k =  500
Partition function (log Z): -3.851333153141082

Sorted 5' Splice Sites (High to Low Probability):
Position 2968: 0.9277852832326242
Position 2700: 0.6433293128627852
Position 2391: 0.627788491923595
Position 2139: 0.6187487055846193
Position 1425: 0.5880489869756618
Position 811: 0.4827235553363519
Position 1803: 0.45728621628330407
Position 555: 0.40422051704844636
Position 1147: 0.37828972021766977
Position 324: 0.37806842409787494
Position 769: 0.2212388570178713
Position 1567: 0.13757174107692344
Position 1105: 0.13728155641515086
Position 1677: 0.1361306534079565
Position 1189: 0.0916313453483901
Position 2155: 0.07634803581994719
Position 607: 0.07129600689743636
Position 1441: 0.0658092496715406
Position 2517: 0.05424207581800789
Position 937: 0.050240493834007936
Position 1231: 0.049644229932272396
Position 112: 0.03917266781876578
Position 979: 0.034311459620655405
Position 1273: 0.029070980899537274
Position 1315: 0.0185340093691285
Position 1063: 0.017467868881336356
Position 3653: 0.01248148980116489
Position 1021: 0.008953432025136942
Position 280: 0.008877556634755706
Position 2281: 0.006764894920794465
Position 853: 0.005009421565364789
Position 2992: 0.004922548704110505
Position 3297: 0.004312322328690994
Position 185: 0.0032395630018088673
Position 895: 0.001958090973960753
Position 727: 0.0014909784969156623
Position 439: 0.001150815877416858
Position 3595: 0.0007106182816740435
Position 1819: 0.0006082789310757157
Position 2407: 0.000581416172636805
Position 565: 0.000563090763548168
Position 589: 0.00037652866874056726
Position 1971: 0.0003211219104771527
Position 306: 0.00030014278019284234
Position 526: 0.0002995458861736142
Position 544: 0.00025551561878558754
Position 3586: 0.00022720037589061884
Position 597: 0.0002149971402580937
Position 152: 0.00015556730702507955
Position 463: 0.00014275786217181628
Position 1693: 0.00010164870257631031
Position 1987: 8.718163586702095e-05
Position 568: 6.988694209650756e-05
Position 484: 6.242258282513083e-05
Position 228: 1.4131284700465194e-05
Position 2972: 4.451514332941568e-06
Position 921: 4.015877196958378e-06
Position 374: 3.247111945685739e-06
Position 2533: 1.4523240034850665e-06
Position 2365: 9.108011542965664e-07
Position 2323: 8.561402134649398e-07
Position 3256: 2.5295915615323365e-08
Position 357: 1.736661429916489e-08
Position 363: 4.494370655767225e-09
Position 10: 1.0196316970189815e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2787: 0.46815523827250877
