Gene = UGCG
index = 1528
Annotated 5SS: [  548 17981 26186 28113 29731 32913 34592 35594]
Annotated 3SS: [17838 26082 28010 29617 32733 34504 35403 36060]
SMsplice 5SS: [  548 17981 26186 28113 29731 32913 34592 35594]
SMsplice 3SS: [17838 26082 28010 29617 32733 34504 35403 36060]
top_k =  500
Partition function (log Z): -7.945450137284212

Sorted 5' Splice Sites (High to Low Probability):
Position 17981: 0.9999999563927424
Position 28113: 0.9999903258388981
Position 32913: 0.9953171400493614
Position 34592: 0.926313543989139
Position 29731: 0.9130859271592275
Position 35594: 0.707801214839929
Position 3376: 0.560942993007759
Position 548: 0.5144559514427185
Position 494: 0.37052827690571166
Position 33330: 0.36963542058261345
Position 3239: 0.33787857295850465
Position 36203: 0.24390473593095793
Position 35205: 0.14885540290157423
Position 35837: 0.048249758976258335
Position 117: 0.04772672709422902
Position 35120: 0.03950510479149927
Position 35528: 0.024726857318828774
Position 137: 0.024635495376606285
Position 35707: 0.01914606600893494
Position 1366: 0.014409093369081853
Position 35616: 0.012774568766436407
Position 37195: 0.01274884946723558
Position 433: 0.008033329920104741
Position 36226: 0.006108069951593834
Position 35448: 0.004893190027811899
Position 132: 0.004235653143684385
Position 552: 0.0038799175303930555
Position 510: 0.0034293434761942117
Position 34648: 0.0033023215216297502
Position 36270: 0.0027607968688329932
Position 37895: 0.0025987161726662624
Position 37540: 0.002376014904936147
Position 32734: 0.0023080962809470555
Position 36248: 0.002216603384565181
Position 36179: 0.00214913869620362
Position 821: 0.0017568721092057612
Position 1817: 0.0014199306143744322
Position 35703: 0.0013287585489154823
Position 36332: 0.0011219298352880343
Position 33419: 0.0011113128356804581
Position 35080: 0.0010403723249692292
Position 33476: 0.0009258214293538678
Position 1859: 0.0008950094286260732
Position 1270: 0.0007953532525973434
Position 879: 0.0007710328643939957
Position 1027: 0.0007224605659224517
Position 754: 0.0006233730776423873
Position 584: 0.0005845921377630675
Position 855: 0.0005561620173551066
Position 1444: 0.000542030134703889
Position 2536: 1.3144262534593732e-07
Position 2320: 8.485888182028623e-08
Position 1343: 6.838464519971008e-09
Position 2544: 3.241137235916467e-09
Position 2852: 3.0955731032261885e-09
Position 2519: 1.6360144733958528e-09
Position 1426: 1.5641336771813423e-09
Position 2269: 1.4420395091595036e-09
Position 1579: 1.2408861539956788e-09
Position 4005: 1.1709809752419486e-09
Position 3574: 5.106822262305578e-10
Position 49: 4.758447502906749e-11
Position 931: 4.552251469813874e-11
Position 67: 3.72575952612925e-11
Position 832: 2.2355643059597494e-11
Position 39: 1.9470785935073986e-11
Position 3614: 1.3008864629904272e-11
Position 186: 6.4649484316613514e-12
Position 401: 4.406157953260663e-12
Position 3669: 4.158377578641325e-12
Position 303: 3.674581226777358e-12
Position 3332: 2.7297618524125576e-12
Position 3156: 2.3669968179597985e-12
Position 3680: 2.3056933082793892e-12
Position 21: 1.7353278605313964e-12
Position 3282: 9.898987468946415e-13
Position 3350: 6.050248373621969e-13
Position 618: 6.026028953348989e-13
Position 738: 5.011203084261032e-13
Position 3565: 4.903818687471906e-13
Position 716: 4.459225267969899e-13
Position 809: 4.377142034619479e-13
Position 669: 2.232244714002228e-13
Position 653: 6.517741189079283e-14
Position 886: 4.214350803645679e-14
Position 922: 4.1582799103171854e-14
Position 884: 3.978244087611314e-14
Position 515: 3.1673408789183825e-14
Position 719: 1.3400687711058802e-14
Position 407: 8.70760635549036e-15
Position 677: 8.069640939752366e-15
