Gene = SAP25
index = 1223
Annotated 5SS: [ 51 351 542 788 994]
Annotated 3SS: [ 267  434  633  895 1075]
SMsplice 5SS: [201 351 542 788 994]
SMsplice 3SS: [ 267  451  633  895 1075]
top_k =  500
Partition function (log Z): 2.8471547142234086

Sorted 5' Splice Sites (High to Low Probability):
Position 542: 0.9805040294352073
Position 351: 0.9778571765323407
Position 994: 0.9336702165057724
Position 788: 0.8913138713232244
Position 51: 0.4420800187687153
Position 201: 0.30769042287544796
Position 162: 0.010930354419637633
Position 536: 0.007362510306619689
Position 508: 0.006409711995498317
Position 1250: 0.0052431841892879435
Position 154: 0.0019233220067188612
Position 538: 0.001284297321697466
Position 1127: 0.00024661491767099955
Position 702: 0.00021750825370418534
Position 969: 8.766426265304479e-05
Position 214: 6.0041818608071774e-05
Position 546: 4.847363945124755e-05
Position 800: 4.502537457419971e-05
Position 725: 3.982128697984195e-05
Position 853: 3.106936555418362e-05
Position 561: 2.3716607888899572e-05
Position 205: 1.952829450498798e-05
Position 401: 1.808471902941434e-05
Position 1293: 1.552628642456294e-05
Position 464: 1.1295420840436934e-05
Position 1117: 1.0636219192459352e-05
Position 590: 7.820977266502727e-06
Position 72: 6.755363634681024e-06
Position 136: 6.096413548404738e-06
Position 1314: 5.227079679926611e-06
Position 907: 4.919277878869921e-06
Position 644: 4.737160072766952e-06
Position 576: 4.365371199889013e-06
Position 452: 2.6166704624075673e-06
Position 904: 1.0459606568939669e-06
Position 216: 3.9026676289558185e-08
Position 231: 3.14740342268937e-08
Position 264: 2.331755484621488e-08
Position 595: 2.094155404604823e-08
Position 678: 1.4281236111787309e-08
Position 882: 1.8149594368052075e-09
Position 961: 8.633356066237235e-10
Position 884: 8.620540500739078e-10
Position 897: 8.506937448820731e-10
Position 843: 2.8348523794258102e-11
Position 879: 2.5004590405779073e-11
Position 409: 9.931422228110087e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 451: 0.9750784389213191
Position 633: 0.8947060695638385
Position 895: 0.8771218202148093
Position 1075: 0.8673347390443799
Position 267: 0.5441494467493975
Position 246: 0.09288014161990794
Position 1336: 0.07339364439751982
Position 253: 0.0708594407610969
Position 879: 0.03646031991590079
Position 225: 0.023047305171435044
Position 1213: 0.020678126266071507
Position 434: 0.019591471978261596
Position 1125: 0.01284195248110005
Position 751: 0.011488933485476239
Position 317: 0.007080527094297294
Position 919: 0.006109871683047383
Position 667: 0.00556148684894688
Position 957: 0.0051798733077179785
Position 709: 0.0029315766306308296
Position 1262: 0.002611807466262991
Position 1176: 0.0026101172938308935
Position 712: 0.0018654965402678657
Position 177: 0.0016535521288432169
Position 866: 0.0012869187899280947
Position 1284: 0.00126543322358381
Position 843: 0.0009823582219679898
Position 1028: 0.000822884134211554
Position 647: 0.0007242645943054604
Position 292: 0.000722174491150459
Position 1360: 0.0006537346339674732
Position 423: 0.0006384372344072721
Position 194: 0.000545095409812535
Position 1404: 0.0005169951637886159
Position 850: 0.0005079800877813243
Position 652: 0.000505337963926975
Position 981: 0.0004560843439004274
Position 285: 0.00034383628015560437
Position 124: 0.00023372637535418848
Position 1048: 0.00019742673678835166
Position 231: 0.0001923772636565591
Position 287: 0.0001532152277601347
Position 731: 0.00013053340166030447
Position 334: 0.00012158464045912135
Position 289: 0.00010779811126968867
Position 148: 8.099862961014077e-05
Position 787: 7.73946782333328e-05
Position 1343: 7.679282080407149e-05
Position 1296: 7.414765135080606e-05
Position 491: 7.333783434923841e-05
Position 781: 6.746501432461962e-05
Position 817: 6.303103945716686e-05
Position 993: 4.625667825789577e-05
Position 1369: 3.0425317544885742e-05
Position 722: 3.0165951695691986e-05
Position 463: 2.9565124208809608e-05
Position 990: 2.8713650439502248e-05
Position 1035: 2.56421279855534e-05
Position 1302: 2.2196856693191402e-05
Position 1374: 1.763944455418312e-05
Position 771: 1.6176246811504464e-05
Position 385: 1.3231394764350396e-05
Position 508: 1.288598268205266e-05
Position 611: 1.2808792152335526e-05
Position 350: 8.999993946362364e-06
Position 768: 7.818081781136408e-06
Position 477: 6.364962047915257e-06
Position 199: 5.550479191847263e-06
Position 1305: 4.316147112212998e-06
Position 1312: 3.84315101452947e-06
Position 604: 1.5844395928742425e-06
Position 344: 1.134579952729735e-06
Position 1222: 9.604384271672959e-07
Position 1233: 8.721107420472471e-07
Position 655: 7.500850398547713e-07
Position 331: 7.292452718785204e-07
Position 583: 6.462763421233981e-07
Position 524: 3.4814445665793275e-07
Position 515: 2.7312942462210916e-07
Position 405: 1.6108924418470001e-07
Position 521: 1.1402384038599932e-07
Position 354: 1.0133395807913672e-07
Position 387: 2.766708816388454e-08
Position 359: 1.3398608046671635e-08
