Gene = GMPS
index = 603
Annotated 5SS: [  362 23164 27506 33425 35728 40350 40744 44035 45657 48803 51767 54831
 61345 64511 65975]
Annotated 3SS: [22981 27390 33326 35623 40155 40577 43882 45482 48696 51650 54704 61228
 64379 65801 67054]
SMsplice 5SS: [  362 14246 23062 27506 27699 28329 33425 40744 44035 44510 45657 48803
 49666 51767 54831 61345 64511 65975]
SMsplice 3SS: [14158 22981 27390 27589 28203 33326 40577 43882 44253 45482 48696 49595
 51650 54704 61228 64379 65801 67054]
top_k =  500
Partition function (log Z): -39.53067755085503

Sorted 5' Splice Sites (High to Low Probability):
Position 362: 0.9981250031946604
Position 14246: 0.7526410488624025
Position 23062: 0.2837506917252891
Position 16996: 0.27715357887655623
Position 23164: 0.14943466582617385
Position 23098: 0.1389553617565854
Position 23087: 0.10455608545292934
Position 14495: 0.06846355385244995
Position 2325: 0.0026139082699849886
Position 7203: 0.0016468514113251794
Position 687: 0.001598124347836829
Position 12287: 0.001273301446898094
Position 5688: 0.00038676535711450926
Position 4618: 0.00029280756097581123
Position 8281: 0.0002610035628668069
Position 1007: 0.00025268296276982486
Position 9844: 0.0002146945191441668
Position 579: 0.0001943025758166608
Position 33: 0.0001669608442624945
Position 681: 0.0001315718682940242
Position 1076: 5.170141107736994e-05
Position 1734: 4.500285313888012e-05
Position 117: 3.9462712484611636e-05
Position 8329: 3.573797460810058e-05
Position 2195: 2.1244167794729932e-05
Position 2390: 1.9804616302524892e-05
Position 2174: 1.8956529160449328e-05
Position 5717: 1.8304906678126268e-05
Position 934: 1.8256114355799152e-05
Position 3095: 8.852497580313476e-06
Position 2329: 7.978871350911045e-06
Position 1630: 7.751180103691991e-06
Position 1686: 4.881019547950715e-06
Position 3760: 4.3786321071199284e-06
Position 3057: 4.251878693017927e-06
Position 1088: 3.363863084510188e-06
Position 12: 2.7258537314333306e-06
Position 1249: 2.3560712811436285e-06
Position 1485: 2.2715126573782144e-06
Position 512: 2.1510378475486893e-06
Position 130: 2.126801863312708e-06
Position 2101: 1.0832812485686096e-06
Position 725: 1.0822662844616657e-06
Position 1416: 9.614116839787916e-07
Position 707: 8.650391852794023e-07
Position 1137: 6.711585170268657e-07
Position 368: 4.109650278906872e-07
Position 374: 2.984385195983276e-07
Position 1028: 1.978917418291306e-07
Position 4294: 1.370532070161093e-07
Position 2347: 8.897263151001284e-08
Position 294: 4.524423872030848e-08
Position 813: 4.307206594910642e-08
Position 826: 1.2601787699736303e-08
Position 719: 1.1723813502889282e-08
Position 464: 1.0500779998347323e-08
Position 943: 8.366836167313778e-09
Position 343: 7.809261327261968e-09
Position 648: 4.945527181591445e-09
Position 299: 2.4703346334297438e-09
Position 289: 2.235128851294237e-09
Position 170: 1.8330854316107645e-09
Position 855: 1.2406966842917877e-09
Position 80: 6.834773636685356e-10
Position 305: 2.421392319565411e-10
Position 573: 9.924209512429619e-11
Position 709: 9.781318791427493e-11
Position 711: 7.220101005249708e-11
Position 505: 6.205817951046787e-11
Position 497: 1.4956029922730162e-11
Position 565: 3.104385190678957e-12
Position 556: 1.5800203297789224e-12
Position 587: 1.555435808403405e-12
Position 571: 3.757486856293473e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 22981: 0.9590283442794808
Position 25903: 0.6766968047609767
Position 14158: 0.6431568557366175
Position 16762: 0.2827007924000236
Position 14054: 0.11232341004164403
Position 14411: 0.044359383631249936
Position 14415: 0.025488786554028673
Position 10656: 0.00431037428090477
Position 7286: 0.003657892102095984
Position 12560: 0.0034101010675673562
Position 4396: 0.002778377886272052
Position 17450: 0.002658307361394845
Position 12145: 0.0024269546489307293
Position 2212: 0.002066329321102149
Position 8518: 0.0017498476575531616
Position 2125: 0.0017090799718297866
Position 7065: 0.0016011175584466873
Position 2776: 0.000976139584396543
Position 14998: 0.0008409137037778075
Position 460: 0.0006520808670475838
Position 13003: 0.0006452697287421221
Position 4258: 0.000605767894882298
Position 9728: 0.0005749746828931254
Position 8027: 0.00045415894071752056
Position 12887: 0.0004459901756891279
Position 9761: 0.0004268686852040541
Position 10681: 0.0003549573318237835
Position 2194: 0.00033534163241068357
Position 9485: 0.00032267382003297663
Position 5587: 0.0003226167254711577
Position 3709: 0.00031744078648105806
Position 9748: 0.0002940176713759427
Position 1065: 0.00028016173798527805
Position 2631: 0.00025261309146266616
Position 10236: 0.00022814610388851626
Position 6590: 0.00021623347254453673
Position 4392: 0.00019974579550423226
Position 2772: 0.00019800523468365764
Position 3119: 0.00016796183735741363
Position 473: 0.00016410587163104474
Position 5642: 0.00015772301749921846
Position 7282: 0.00015429141169798823
Position 11990: 0.00015255768007860684
Position 9215: 0.00014079586883639298
Position 8760: 0.0001370519755977378
Position 11665: 0.0001352752359798871
Position 7668: 0.00013373165296751735
Position 2797: 0.00010507393949766081
Position 8091: 9.786673660952434e-05
Position 916: 9.193302155832632e-05
Position 2249: 8.868922110612025e-05
Position 3890: 6.977775827609226e-05
Position 9051: 6.653271330867822e-05
Position 6939: 5.8593151887549345e-05
Position 6907: 5.8462305669747066e-05
Position 3995: 5.620007418452046e-05
Position 1629: 5.606191480497061e-05
Position 4030: 4.936969085655285e-05
Position 7647: 4.780356463680898e-05
Position 6990: 4.687080882964536e-05
Position 6318: 4.5436132440639764e-05
Position 6007: 4.486055578816296e-05
Position 490: 4.267679408150361e-05
Position 2572: 4.06207483314949e-05
Position 1870: 3.725495162317885e-05
Position 4416: 3.705255662691307e-05
Position 2493: 3.50291785770135e-05
Position 7868: 2.6990547838412842e-05
Position 1898: 2.6650912992469743e-05
Position 2911: 2.6135420677859158e-05
Position 6499: 2.5967965077171353e-05
Position 1000: 2.532082842106951e-05
Position 5502: 2.5135911196316966e-05
Position 4715: 2.4651633054253385e-05
Position 6664: 2.4071035596366865e-05
Position 5318: 2.3967005050925802e-05
Position 7758: 2.3926880876367265e-05
Position 6415: 2.3813989564452767e-05
Position 2268: 2.3711518461784322e-05
Position 5687: 2.321336425740719e-05
Position 3869: 2.1834508694442927e-05
Position 1852: 2.183331617061631e-05
Position 1583: 2.1324294105159546e-05
Position 6831: 2.108171876255926e-05
Position 4125: 1.8850320025992618e-05
Position 6713: 1.819084187202322e-05
Position 5875: 1.7845867576841554e-05
Position 6889: 1.7623308564919947e-05
Position 802: 1.7243655811669633e-05
Position 1104: 1.7189536487683635e-05
Position 578: 1.671254117613923e-05
Position 2847: 1.5841930558222854e-05
Position 4739: 1.5116540017740047e-05
Position 4319: 1.4973230303412046e-05
Position 4280: 1.4688604295279722e-05
Position 5044: 1.3765647252197197e-05
Position 4789: 1.2869636974778946e-05
Position 4343: 1.1055432167895634e-05
Position 1180: 1.0596137501412728e-05
Position 938: 1.0504959635843852e-05
Position 6353: 1.0442162639624466e-05
Position 5128: 9.44048014573471e-06
Position 2979: 9.380892460086872e-06
Position 5262: 8.842905783757003e-06
Position 1416: 8.661486135081257e-06
Position 503: 8.615952838131943e-06
