Gene = IL12A
index = 686
Annotated 5SS: [ 425 1563 4376 4743 4860 5095]
Annotated 3SS: [1416 4261 4700 4817 4950 6653]
SMsplice 5SS: [ 425 1563 4376 4860 5095]
SMsplice 3SS: [1416 4261 4700 4950 6653]
top_k =  500
Partition function (log Z): -1.4788471073479872

Sorted 5' Splice Sites (High to Low Probability):
Position 5095: 0.97880457145488
Position 1563: 0.9625941076099814
Position 4860: 0.9108732771230547
Position 4376: 0.869484719486029
Position 425: 0.7438985619613724
Position 4743: 0.21060667774257139
Position 2633: 0.10669605824872183
Position 1159: 0.07282968222489947
Position 462: 0.059193711553988455
Position 2809: 0.04913870572645932
Position 1309: 0.028428253153485895
Position 3599: 0.024855127147409378
Position 445: 0.022486688722350982
Position 4215: 0.02013458024396459
Position 900: 0.0184909097676687
Position 819: 0.017664525299291366
Position 3018: 0.016163666896172914
Position 3452: 0.015721405909158465
Position 362: 0.015197382769204765
Position 1018: 0.010823681355688687
Position 6151: 0.009461429954173015
Position 6624: 0.0083244095336388
Position 6261: 0.008215760958511249
Position 851: 0.006414407214111434
Position 3785: 0.006117090975867514
Position 321: 0.006081926205214459
Position 3777: 0.005641693714629621
Position 3304: 0.005149225114690481
Position 35: 0.00513077793511586
Position 3744: 0.004177695063147485
Position 3970: 0.004172391652704662
Position 2440: 0.004096934064505203
Position 224: 0.0038279170693408526
Position 4462: 0.0038204695171918874
Position 5804: 0.0037815726281562726
Position 3549: 0.0029996093000969745
Position 73: 0.0026504098718543195
Position 2429: 0.002611715477550781
Position 2594: 0.0023315425260819166
Position 277: 0.0022928122339948907
Position 3288: 0.0022168891691691545
Position 489: 0.002171718397406257
Position 1340: 0.0021654979312053448
Position 3358: 0.0020752006665115752
Position 975: 0.0018881502165718994
Position 411: 0.0016865340674508862
Position 7106: 0.0016318172793516707
Position 429: 0.0016083008233175452
Position 3965: 0.0011752580672824897
Position 1272: 0.0011603928368208464
Position 3251: 0.001062750171386918
Position 493: 0.0010203455009355615
Position 1636: 0.0009114957216900555
Position 5262: 0.000855811329385978
Position 3982: 0.0008554279030766105
Position 159: 0.0008163637894093635
Position 5114: 0.0007559955326180757
Position 6572: 0.0007238245808843284
Position 6670: 0.0006633783508084782
Position 3608: 0.0006097042680363679
Position 6818: 0.0005682570244805285
Position 6076: 0.0005009287523577288
Position 1144: 0.00035958762748387375
Position 1334: 0.0003515554820647657
Position 963: 0.0003073373654982867
Position 576: 0.00029838803499825464
Position 5311: 0.00025999514613727715
Position 741: 0.00024266618097815466
Position 266: 0.0002341740078826779
Position 6156: 0.0002334002936295095
Position 1048: 0.0002301900300970464
Position 904: 0.0002191734738720037
Position 309: 0.00020623475366305933
Position 6498: 0.00020331871628272155
Position 205: 0.00019630804619862464
Position 4503: 0.00018605383529624777
Position 5608: 0.00017918012113471869
Position 668: 0.00017774606792281072
Position 6528: 0.000177644064021839
Position 7: 0.00016507289398636055
Position 4996: 0.00016473011769702246
Position 5978: 0.0001520096195977178
Position 756: 0.0001359285476929221
Position 32: 0.00013468143895244825
Position 697: 0.00012640987719336
Position 413: 0.00012502838914423779
Position 44: 8.822099135650475e-05
Position 4772: 8.348702599584406e-05
Position 568: 8.247821429523452e-05
Position 969: 8.066280980706938e-05
Position 578: 7.824685871193759e-05
Position 910: 6.851825770060112e-05
Position 539: 5.775193967431949e-05
Position 892: 5.706736536596846e-05
Position 505: 5.602766887308552e-05
Position 2451: 4.0266384737721205e-05
Position 1118: 3.660267665900767e-05
Position 385: 3.577223983999747e-05
Position 1869: 2.7612943987885757e-05
Position 897: 2.5874155259694766e-05
Position 1170: 2.3851219120873467e-05
Position 861: 2.141281242046619e-05
Position 826: 2.123705911617778e-05
Position 2967: 2.0472530921287772e-05
Position 2121: 2.0260619128903662e-05
Position 2136: 1.622471975241721e-05
Position 1313: 1.5716587139831688e-05
Position 1299: 1.5619711907689985e-05
Position 1360: 1.1705950538142231e-05
Position 1248: 1.1529803646894941e-05
Position 2345: 1.0957567584027431e-05
Position 894: 8.267798000458072e-06
Position 207: 2.3861664858431883e-06
Position 2604: 9.98978108521112e-07
Position 46: 8.84908777961772e-07
Position 3082: 6.947486953745039e-07
Position 6513: 2.6680785791333927e-07
Position 126: 1.9201509700953626e-07
Position 5180: 1.6822435955472806e-07
Position 5576: 1.5232872699751473e-07
Position 5832: 9.596983725017496e-08
Position 6008: 9.472973685353824e-08
Position 396: 8.89222071498625e-08
Position 6309: 8.478910671798639e-08
Position 594: 6.354515562141014e-08
Position 59: 3.331822961139858e-08
