Gene = FCMR
index = 551
Annotated 5SS: [  181  8240  9070 10269 11789 12274 12537]
Annotated 3SS: [ 7903  8955 10045 11657 12129 12477 16850]
SMsplice 5SS: [  181  9070 11789 12537]
SMsplice 3SS: [ 8955 11657 12477 16850]
top_k =  500
Partition function (log Z): -1.953342887929256

Sorted 5' Splice Sites (High to Low Probability):
Position 181: 0.9867954505800792
Position 11789: 0.9770700702089578
Position 12537: 0.7573800446583151
Position 9070: 0.6184397741645118
Position 12274: 0.42959453542875753
Position 8240: 0.29845044732283615
Position 3962: 0.266416952664351
Position 10269: 0.248506667527407
Position 1180: 0.21979225887615414
Position 8137: 0.19259907259534137
Position 13488: 0.17280111064522893
Position 4491: 0.13781783777292284
Position 9090: 0.12861718066814531
Position 9099: 0.12757275525491416
Position 14218: 0.09802955223324815
Position 13986: 0.06904658948939132
Position 15698: 0.06113596576672927
Position 5969: 0.05483593630106786
Position 12024: 0.05204492854090874
Position 12972: 0.0476197523346032
Position 6727: 0.04681604602109223
Position 9103: 0.04071027887522231
Position 2833: 0.03765832928240798
Position 2127: 0.030436537435202995
Position 13784: 0.029604730498513084
Position 12358: 0.025992594123167873
Position 360: 0.024191008857562347
Position 7939: 0.02337492210604943
Position 14167: 0.023049129258360956
Position 9311: 0.023001920919115352
Position 14185: 0.022105927669178297
Position 15008: 0.02178163966948046
Position 8050: 0.021428366279763637
Position 9435: 0.018128353000106245
Position 14620: 0.017738218497762654
Position 1669: 0.017334808205616493
Position 10151: 0.016342889764075247
Position 15342: 0.01491453085365748
Position 3439: 0.014896179899408045
Position 9604: 0.014522714867786352
Position 17193: 0.013372493417968288
Position 13952: 0.012535048773107104
Position 11807: 0.011835359324602376
Position 4022: 0.009434438358176317
Position 16905: 0.009237407936930888
Position 14078: 0.008267766772126161
Position 11325: 0.006702752573742235
Position 7162: 0.0061613135606646595
Position 7005: 0.0059818414069600775
Position 9060: 0.005967009292072534
Position 8042: 0.00569610860766849
Position 7996: 0.00561478002143086
Position 3222: 0.005522576677841624
Position 9636: 0.004807701962597795
Position 13313: 0.003834794148534508
Position 77: 0.002588304671270915
Position 7063: 0.0022082962795777336
Position 658: 0.0016760758932481388
Position 329: 0.0006315032650848825
Position 2120: 0.0005272196584747276
Position 2868: 0.00031868434290810026
Position 1022: 0.0003068677942194694
Position 705: 0.00020080775282367775
Position 253: 0.00017971203629512858
Position 1369: 0.00015598572999614226
Position 682: 0.00011835614065686978
Position 953: 0.0001043157777218049
Position 334: 9.583169656743363e-05
Position 2338: 9.0114675052323e-05
Position 2804: 8.790392071180819e-05
Position 405: 8.523609285806486e-05
Position 1079: 7.38145567581491e-05
Position 185: 5.7215956669483595e-05
Position 660: 5.0379578563428835e-05
Position 13250: 2.8953533202136197e-05
Position 237: 2.4852351586501295e-05
Position 3005: 6.674339245349345e-06
Position 475: 6.027329438830204e-06
Position 190: 1.8571022408053175e-06
Position 88: 2.2495316326681903e-07
Position 69: 1.5195761348314623e-07
Position 28: 1.1374483914090342e-07
Position 62: 1.0871883964715733e-07
Position 523: 9.460811217613406e-08
Position 86: 5.347037823336817e-08
Position 287: 3.93321732480343e-08
Position 439: 2.0886181323150307e-09
Position 507: 1.1516621244826736e-09
Position 52: 4.949764110642806e-10
Position 11: 2.2759975122738005e-10
Position 21: 1.2106250306986005e-10
Position 290: 7.941607404591849e-12
Position 270: 3.0139724010855305e-12
Position 336: 1.1436184605468033e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 11657: 0.9913133066415429
Position 16850: 0.9071699039059643
Position 8955: 0.7948200026596143
Position 12477: 0.7534754244205505
Position 7903: 0.46719273291113556
Position 3874: 0.26026508728365644
Position 10045: 0.2140809157490416
Position 12139: 0.21026734495432675
Position 11972: 0.17874433217823885
Position 1092: 0.15111213551837527
Position 8839: 0.0987747999216563
Position 14048: 0.0971592341509776
Position 4444: 0.0965450992863059
Position 13312: 0.0958974173274144
Position 8131: 0.07795934074981387
Position 13915: 0.07465188212014266
Position 13880: 0.07235406228053298
Position 12129: 0.050096965044183865
Position 10186: 0.04977116886831818
Position 6644: 0.046816046021092246
Position 13395: 0.0445783424025265
Position 12163: 0.04355268572605483
Position 13641: 0.039331234619623505
Position 2701: 0.035999572961535276
Position 4361: 0.03400769952749363
Position 9208: 0.032189979213821704
Position 12768: 0.025861658711738397
Position 1003: 0.025818208847472504
Position 5840: 0.025625284060873603
Position 1966: 0.022134579442971467
Position 12720: 0.021739199265271656
Position 14239: 0.020754783678134704
Position 9029: 0.020725696523375824
Position 15466: 0.019683465950653373
Position 9438: 0.01933041683038415
Position 14503: 0.018546413564025064
Position 15644: 0.016763013272150087
Position 15567: 0.016366029532240485
Position 13362: 0.015923829567426565
Position 15195: 0.01581105078043806
Position 1022: 0.015695507275892445
Position 3790: 0.015560119636045196
Position 12235: 0.015439780687922351
Position 1550: 0.015205405612206934
Position 17302: 0.013372493417968282
Position 14799: 0.013120549000588561
Position 13157: 0.012517581135659747
Position 1125: 0.01201656063182158
Position 3379: 0.01186993606363267
Position 5809: 0.010768092663531542
Position 6902: 0.009803759622946539
Position 14952: 0.009767304051014922
Position 287: 0.009568949678067103
Position 9310: 0.0089402947053999
Position 14119: 0.008864348423679828
Position 800: 0.008826381709028159
Position 3102: 0.00853471612167677
Position 5784: 0.008202947777143055
Position 5699: 0.007986829139701309
Position 13852: 0.007926574019018712
Position 16889: 0.007604309087802335
Position 13435: 0.007524284225176175
Position 15492: 0.007257465617891394
Position 8761: 0.00698649915022028
Position 11261: 0.006702752573742238
Position 17007: 0.006531483489154962
Position 12483: 0.00575703831500945
Position 4364: 0.005644504718521238
Position 15667: 0.005603686900219209
Position 17076: 0.005384289549899988
Position 11977: 0.005291555392965276
Position 305: 0.004721515009623087
Position 6859: 0.0045476916242559295
Position 2030: 0.004421981823937713
Position 12536: 0.0032297148519206545
Position 1038: 0.0030600176625082674
Position 16648: 0.0030186455464483305
Position 1883: 0.0026474112182757283
Position 5888: 0.0022527826598183563
Position 13815: 0.0022435159955282243
Position 8237: 0.0020116232721404913
Position 13656: 0.0019767249981543916
Position 943: 0.0017717099489971992
Position 4224: 0.0015988548372393649
Position 1432: 0.0013044076643986306
Position 16115: 0.0012376942913453696
Position 1990: 0.0011227164539320046
Position 262: 0.0011104810568733651
Position 9911: 0.000997472674122451
Position 12273: 0.0009598125124638684
Position 2648: 0.0007976959787769595
Position 11895: 0.0007746038531464351
Position 14269: 0.0007264818228244095
Position 2781: 0.0007201307446103045
Position 12023: 0.0006981805502980856
Position 1546: 0.0006932406896758749
Position 256: 0.0005910802028960113
Position 13193: 0.0005499858546707247
Position 12376: 0.0004971012937826502
Position 564: 0.0004345676074792729
Position 12807: 0.00035229802645004617
Position 310: 0.0003112155214289923
Position 1052: 0.0002842978795985865
Position 1132: 0.00027538525242842957
Position 590: 0.00026778052365956207
Position 1104: 0.0002041966959770711
Position 2803: 0.00019358949161376882
Position 13190: 0.00017176765606815572
Position 1302: 0.00015954545136296407
Position 383: 0.0001545220284872285
Position 13243: 0.00015186659807825127
Position 2046: 0.00014393059480756826
Position 2408: 0.00014312923059404034
Position 2058: 0.00013839631409850436
Position 862: 0.00013654708931564558
Position 13111: 0.00013272823879384102
Position 400: 0.00013268544996914857
Position 865: 0.00012508036399701145
Position 2038: 0.00010825018845159122
Position 13943: 0.00010398560567078414
Position 1501: 0.0001029055294335301
Position 2569: 9.456345530880895e-05
Position 752: 9.3900818059902e-05
Position 12744: 8.537398029495945e-05
Position 12510: 7.624079325380223e-05
Position 2064: 7.260634800701333e-05
Position 180: 7.167211517646837e-05
Position 424: 7.070402524575165e-05
Position 1252: 6.25141850075862e-05
Position 2595: 5.378721832316081e-05
Position 811: 5.272267146883388e-05
Position 1973: 4.7039417403908774e-05
Position 1853: 4.1851527752692414e-05
Position 3133: 4.028849476592631e-05
Position 2082: 3.692729613440894e-05
Position 2707: 3.274871943001547e-05
Position 2429: 3.109006166451908e-05
Position 12895: 3.0097905409949915e-05
Position 2249: 2.970356425918952e-05
Position 4240: 2.1679403362707876e-05
Position 566: 2.162422369959359e-05
Position 2171: 1.687158000147583e-05
Position 2277: 1.6671198333917574e-05
Position 633: 1.3681950175250651e-05
Position 498: 1.2472319200140268e-05
Position 2336: 1.2358165599217513e-05
Position 657: 9.896895030268908e-06
Position 729: 6.154027293276775e-06
Position 404: 6.095788573531346e-06
Position 460: 4.762754278386214e-06
Position 2909: 3.5953178323171575e-06
Position 542: 3.238473670750804e-06
Position 2318: 2.866088430190511e-06
Position 1761: 2.7141793047974558e-06
Position 616: 2.5097302830707346e-06
