Gene = SSMEM1
index = 1339
Annotated 5SS: [ 234 5675]
Annotated 3SS: [5619 8113]
SMsplice 5SS: [ 234 1566]
SMsplice 3SS: [1480 3324]
top_k =  500
Partition function (log Z): -10.956088710771633

Sorted 5' Splice Sites (High to Low Probability):
Position 1566: 0.8017456154539638
Position 234: 0.5758028238277426
Position 2132: 0.37387639153825286
Position 6538: 0.24620913537697367
Position 6806: 0.1688983431763341
Position 8024: 0.16674128872233673
Position 182: 0.15533761614097832
Position 6838: 0.1381880590193001
Position 5675: 0.12817779737539375
Position 461: 0.11246083744234217
Position 81: 0.08115342870700662
Position 6217: 0.05266839658365856
Position 7982: 0.05046139162178759
Position 7785: 0.015756291967382954
Position 2529: 0.014650670050287076
Position 6908: 0.00805622373022736
Position 2554: 0.00787573640075509
Position 2989: 0.006820238006262082
Position 5998: 0.006471592227613133
Position 1420: 0.004670510256043232
Position 195: 0.003253861214431537
Position 102: 0.0023071574197612733
Position 756: 0.0021872924664563522
Position 1303: 0.0017001694725279311
Position 540: 0.0016083623181364435
Position 2715: 0.0015373181615712477
Position 4490: 0.0010157478255869762
Position 788: 0.0008859249092515339
Position 2762: 0.0008274043632442167
Position 994: 0.0008265766458450712
Position 1461: 0.0006602102652768701
Position 2792: 0.0006466564259305637
Position 2439: 0.0005739255487790359
Position 25: 0.00046707853775486945
Position 447: 0.0004424395492769245
Position 729: 0.00027767679499265865
Position 1998: 0.00026303390734680395
Position 209: 0.00016382505016014233
Position 2904: 0.0001630601085148749
Position 1528: 0.0001525310159783101
Position 273: 0.00012256621218752624
Position 2523: 2.579866483601279e-05
Position 228: 9.14924449023883e-07
Position 201: 3.916403803595307e-07
Position 334: 1.9468006212915506e-07
Position 189: 9.981510437046185e-08
Position 109: 6.351456155650963e-08
Position 812: 5.8390057997574416e-08
Position 154: 4.989369928440783e-08
Position 479: 4.1676772994315344e-08
Position 474: 3.945950122640331e-08
Position 838: 3.3768697917904884e-08
Position 419: 3.139626953634745e-08
Position 45: 3.0174132731498763e-08
Position 687: 2.7788613688871492e-08
Position 1634: 1.4100897772105705e-08
Position 712: 7.368235036803628e-09
Position 266: 5.718944780040711e-09
Position 337: 1.885696919796488e-09
Position 465: 6.174918642651716e-10
Position 342: 2.734950389537836e-10
Position 681: 2.2344493710801185e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1480: 0.7168445134284293
Position 8113: 0.37073189846183996
Position 6692: 0.2869376060578079
Position 6290: 0.2433076489016396
Position 7932: 0.20012672031905493
Position 5619: 0.1589671195248265
Position 6906: 0.14973636232853266
Position 1740: 0.14237068049035262
Position 3324: 0.1353666651637451
Position 2056: 0.1199168150149769
Position 7865: 0.10121796092741804
Position 6104: 0.07510967730260285
Position 6651: 0.060239549488037954
Position 2683: 0.04190238410250584
Position 1901: 0.03968429427661216
Position 6995: 0.03076176128541562
Position 1904: 0.029445718930319765
Position 2842: 0.02702247560677849
Position 7693: 0.0229044493068092
Position 7672: 0.0193104294187716
Position 2370: 0.015147023437283911
Position 2336: 0.014127343488753724
Position 1764: 0.012005082048506348
Position 1882: 0.01149791098319933
Position 1995: 0.00947499676285913
Position 1981: 0.009423744203110655
Position 2635: 0.008073450204340553
Position 3320: 0.007944537742779943
Position 342: 0.006855272698847923
Position 4530: 0.0051270800929811506
Position 1930: 0.004941569301459769
Position 1266: 0.004779892107062252
Position 2127: 0.004624929078667098
Position 334: 0.004197711940062185
Position 1397: 0.003906433385432852
Position 1502: 0.0032553604911507356
Position 3829: 0.0031968808124396082
Position 379: 0.003148338961867223
Position 2400: 0.0026917191170919164
Position 4253: 0.002650214007258419
Position 1417: 0.0022556400778164227
Position 6023: 0.0019940476444984746
Position 3709: 0.0017275040176416906
Position 884: 0.001443498103484445
Position 1460: 0.0014394014584103243
Position 1389: 0.0014281941671521626
Position 3934: 0.001262041961607742
Position 1358: 0.0012268863136270457
Position 2020: 0.0011961351684901588
Position 2276: 0.0008716850508338636
Position 4184: 0.0008445210899946966
Position 4165: 0.0007133412532027344
Position 4294: 0.0006890465517336815
Position 2913: 0.0006856603161675284
Position 2299: 0.0006477216290142689
Position 2408: 0.0006204405923042277
Position 281: 0.000586637643088104
Position 5239: 0.0005834632561984168
Position 1023: 0.0005077621630851988
Position 1821: 0.0004982548179521959
Position 1280: 0.0004733554359052778
Position 1906: 0.00046187956611113665
Position 1403: 0.00046156328265440803
Position 1746: 0.0003986192563188471
Position 435: 0.00039409699851754445
Position 3163: 0.0003865403661471266
Position 858: 0.0003337808727563915
Position 4512: 0.00029387525783108946
Position 1189: 0.00026870484181497616
Position 1047: 0.00026368590416920836
Position 4149: 0.00025891208394988836
Position 627: 0.00017151389605901552
Position 1184: 0.00016352565622758012
Position 372: 0.00015869947013017187
Position 2932: 0.00015515400441077148
Position 783: 0.0001337133861669941
Position 2215: 0.0001135116155962338
Position 630: 0.00011256386605162028
Position 582: 8.952097692987843e-05
Position 2088: 7.2164538151116e-05
Position 4233: 6.977758438142474e-05
Position 1533: 6.750528162255763e-05
Position 1424: 6.354470091649196e-05
Position 2074: 6.188186810925916e-05
Position 165: 5.518478884127242e-05
Position 1838: 5.310211236568601e-05
Position 1213: 5.0450974742586356e-05
Position 220: 4.461534016254601e-05
Position 1548: 4.2122429858429736e-05
Position 2338: 3.766028222885681e-05
Position 1133: 3.123132785090513e-05
Position 2523: 2.6748101439440386e-05
Position 1300: 2.6441735959047783e-05
Position 2380: 1.818976849383544e-05
Position 1806: 1.3427915540439878e-05
Position 1239: 1.3197482942692372e-05
Position 125: 1.3074474404471667e-05
Position 701: 1.2669206515213518e-05
Position 1104: 1.2156748110596924e-05
Position 1620: 1.0066037999455977e-05
Position 1121: 7.810026474679308e-06
Position 1311: 7.187121272886742e-06
Position 827: 5.792574186783852e-06
Position 392: 5.777230528815488e-06
Position 1862: 5.3972372150623016e-06
Position 598: 3.6072582749346325e-06
Position 1029: 3.2107212322738732e-06
Position 1704: 2.1713373479449054e-06
Position 841: 2.070370638712012e-06
Position 237: 1.5015341921099744e-06
Position 712: 1.1658124869536353e-06
Position 1657: 1.0935117886734301e-06
Position 966: 9.114881801060876e-07
Position 1629: 7.284806621784146e-07
Position 1242: 2.188176945777347e-08
Position 399: 8.011230233207854e-09
Position 865: 4.80646659919826e-09
Position 893: 3.165083331968618e-09
Position 803: 3.145738463922719e-09
Position 401: 2.9435403255585016e-09
Position 413: 2.823191491332148e-09
Position 437: 2.6969336620453173e-09
Position 890: 2.2740638854223437e-09
Position 419: 9.83790939450983e-10
Position 687: 1.262324336544099e-10
Position 474: 1.2500541431573998e-10
Position 143: 8.052807153895524e-12
