Gene = STIL
index = 1347
Annotated 5SS: [  112  1200  3872  9259 11914 12587 14243 18383 20690 24713 26597 31803
 33907 42072 44513 51245 53859]
Annotated 3SS: [  990  3784  9150 11800 12398 13994 18298 20602 24561 26486 31687 32937
 41905 44280 51033 53607 62224]
SMsplice 5SS: [  112   301  3872  9259 11914 12587 18383 26597 31791 42072 44513 53859]
SMsplice 3SS: [  217  3784  9150 11800 12398 18298 26486 31687 41905 44280 53607 62224]
top_k =  500
Partition function (log Z): -0.9264904164961889

Sorted 5' Splice Sites (High to Low Probability):
Position 18383: 0.9972961206289177
Position 112: 0.9846937618677164
Position 42072: 0.9499796499167096
Position 12587: 0.9414671876906857
Position 11914: 0.8981512634204006
Position 3872: 0.8828391409998233
Position 26597: 0.822949913969728
Position 31791: 0.7800410045738734
Position 44513: 0.7168881400268202
Position 301: 0.6712501327037168
Position 33907: 0.6700734146686371
Position 14243: 0.6113567579017039
Position 9259: 0.5658803078532012
Position 32470: 0.4313668011497113
Position 33202: 0.3088714832808255
Position 32532: 0.2574469167397658
Position 12221: 0.244871802238617
Position 31803: 0.21990025622996923
Position 16401: 0.11887351502132962
Position 3928: 0.1163795733528853
Position 16102: 0.11636004176681626
Position 18017: 0.07836504831390417
Position 44416: 0.07044547588898041
Position 33501: 0.0635172467139244
Position 26566: 0.061016439396139835
Position 11494: 0.057730456675321326
Position 26658: 0.05131189562561155
Position 33031: 0.04998137859631163
Position 5901: 0.0408791346793873
Position 6269: 0.04056546177337982
Position 1200: 0.040002338006624755
Position 5791: 0.03138198508819595
Position 12260: 0.026985344701909626
Position 1983: 0.026338794014054544
Position 42050: 0.020673121209760975
Position 42062: 0.018662189049197267
Position 6488: 0.016039512761433915
Position 47487: 0.015046268242654901
Position 11649: 0.014962482968448241
Position 9496: 0.01346112985814697
Position 4865: 0.013307567373564873
Position 11227: 0.01174849299998262
Position 4718: 0.011195781508540602
Position 314: 0.010848461545072413
Position 14038: 0.010842160659656548
Position 4767: 0.010829887547727058
Position 514: 0.010820280930650487
Position 20640: 0.009623419890829005
Position 1783: 0.007834496580108765
Position 33647: 0.007706530739142381
Position 18217: 0.007561421364522571
Position 2491: 0.007530646188787863
Position 12753: 0.006715572923778135
Position 6308: 0.00604574519731547
Position 12643: 0.0059231630394409015
Position 12028: 0.004993329270503663
Position 1086: 0.0048821040227145646
Position 32105: 0.004359644323475735
