Gene = FRRS1
index = 566
Annotated 5SS: [  497 16897 17221 18500 23615 25001 27708 36144 37301 46260 48384 50208
 53376 53689 54960 56596]
Annotated 3SS: [16791 17024 18362 23519 24852 27524 36044 37152 46145 48267 50120 53277
 53629 54843 56533 56672]
SMsplice 5SS: [  497 16897 17221 18500 23615 36144 37301 40577 46260 48384 50208 52411
 53376 53689 53852 54988 56596]
SMsplice 3SS: [16791 17024 18362 23519 36044 37152 40494 46145 48267 50120 52305 53277
 53570 53772 54843 56533 56672]
top_k =  500
Partition function (log Z): 2.6402404548303857

Sorted 5' Splice Sites (High to Low Probability):
Position 46260: 1.0
Position 36144: 0.9999999999999999
Position 37301: 0.9999999999999999
Position 497: 0.9999999999999996
Position 16897: 0.9999999999999991
Position 50208: 0.9892367554010749
Position 23615: 0.9717009056808976
Position 53689: 0.9615154937484931
Position 18500: 0.9167572947529178
Position 17221: 0.8109675728674672
Position 56596: 0.7763432944969729
Position 53376: 0.7291798704445407
Position 48384: 0.6808530047228576
Position 52411: 0.6496859696263745
Position 54988: 0.6480881935554067
Position 53852: 0.5509275543155489
Position 30431: 0.5182309993595513
Position 55350: 0.46572148710779554
Position 40577: 0.4507633248216506
Position 40588: 0.42912119525086173
Position 48623: 0.41930536092474535
Position 13422: 0.3269238186390294
Position 24389: 0.2924512235705017
Position 54960: 0.28262142163115483
Position 17181: 0.17170686191872178
Position 52082: 0.1692986967545234
Position 50521: 0.13973025380641105
Position 54439: 0.13923889611529233
Position 48388: 0.11898479432252129
Position 54022: 0.08650482809193887
Position 18875: 0.07517490244708022
Position 56086: 0.07402354500235306
Position 26969: 0.07035204322396456
Position 27639: 0.060568198258723796
Position 17662: 0.04903584717403866
Position 21648: 0.045393346390368496
Position 20584: 0.04370440748541456
Position 25123: 0.034044851387309304
Position 22657: 0.0272349063571892
Position 18543: 0.023366810159912006
Position 27664: 0.022478197551481695
Position 54641: 0.021767320481836452
Position 54996: 0.020629429262011917
Position 18711: 0.01894769894214142
Position 23045: 0.0143836569888419
Position 49294: 0.013872924191624031
Position 54948: 0.01381010408705198
Position 21653: 0.011372973062632415
Position 21267: 0.010363719922337013
Position 21632: 0.010049341971746287
Position 40811: 0.00972567774443356
Position 51789: 0.009262963475195582
Position 49925: 0.0068878892499055905
Position 25001: 0.006197148524095949
Position 17573: 0.0051778205242114786
Position 53839: 0.005162043871421435
Position 23529: 0.004188415123039131
Position 19897: 0.003938303959106765
Position 19174: 0.003733078955418585
Position 19106: 0.0037035283130430023
