Gene = RBM18
index = 1118
Annotated 5SS: [  125  3460 12993 17322 19584]
Annotated 3SS: [ 3330 12865 17234 19497 22795]
SMsplice 5SS: [  125  3460 12993 17322 19584 19861 24024]
SMsplice 3SS: [ 3330 12865 17234 19497 19783 23940 25876]
top_k =  500
Partition function (log Z): 2.252981110168161

Sorted 5' Splice Sites (High to Low Probability):
Position 17322: 0.9859772325019363
Position 125: 0.985015641396793
Position 3460: 0.9837795481082808
Position 19584: 0.8763363786620308
Position 24024: 0.7645989272116277
Position 19861: 0.7084935057251449
Position 12993: 0.6103113611996237
Position 12903: 0.2791691848785693
Position 11979: 0.252630448697232
Position 2638: 0.19194865273782333
Position 24629: 0.15684841216985657
Position 10566: 0.12943987531049433
Position 1690: 0.11663020601255145
Position 6760: 0.1135745253283626
Position 12937: 0.09983709108753629
Position 26055: 0.09680123489572871
Position 18993: 0.08640794523236289
Position 1744: 0.0730904828098427
Position 20631: 0.0703499452110514
Position 19665: 0.06188236913040887
Position 24246: 0.05738117068286345
Position 19394: 0.056119839375276065
Position 8454: 0.04492853631861846
Position 9181: 0.04460931015135195
Position 1479: 0.041966387866958096
Position 12028: 0.03291775746742185
Position 24566: 0.030276241239747585
Position 21249: 0.02734808766917728
Position 1621: 0.024206241163825776
Position 18633: 0.021844666637554494
Position 15389: 0.021773622656845338
Position 706: 0.019860121977080168
Position 18236: 0.019292039309486805
Position 15240: 0.01815023442386748
Position 15947: 0.014755392284623312
Position 25159: 0.010606424585902642
Position 459: 0.010202080308056412
Position 2623: 0.010164857359864448
Position 5410: 0.010142747281526974
Position 20128: 0.00958800036895234
Position 10623: 0.009563094715730332
Position 22862: 0.009369028690099302
Position 8092: 0.009171996006891366
Position 15029: 0.008233858816564665
Position 13443: 0.007540461539201874
Position 24028: 0.007191142312815333
Position 24270: 0.0069619498990130015
Position 2794: 0.006719648298710601
Position 17316: 0.00622977710343889
Position 16273: 0.006013569909354191
Position 13604: 0.005752488004462882
Position 17741: 0.005677261028148695
Position 351: 0.005637802940772327
Position 18683: 0.005452373687487199
Position 686: 0.004239327626809964
Position 3897: 0.004226954044485244
Position 21096: 0.003612023698712335
Position 15048: 0.0035654024396952265
Position 436: 0.0035238650974197894
Position 24406: 0.0034194995813667164
Position 23039: 0.003353982772493282
Position 262: 0.003269419764179293
Position 55: 0.003236656493578355
Position 177: 0.0030043135611846675
Position 20639: 0.002973729833936343
Position 763: 0.002648877242884405
Position 23077: 0.0026487050275410618
Position 16131: 0.0025373332529160715
Position 24458: 0.002468806418255128
Position 1669: 0.002451571947492623
Position 16464: 0.0023863124268059728
Position 19416: 0.0023108588768675333
Position 1754: 0.0022832954796879624
Position 16158: 0.002132057437053822
Position 18518: 0.002123291172822337
Position 20813: 0.001961623583113873
Position 6838: 0.0017884819022448795
Position 819: 0.0011222573513882841
Position 5774: 0.0009922860005280867
Position 279: 0.0004991108992243603
Position 19612: 0.00039446753147475517
Position 1042: 0.000322263148738171
Position 20334: 0.00022334941257392895
Position 340: 0.0002198340960719033
Position 1029: 0.00020693907582780276
Position 955: 0.00019657103839037536
Position 1394: 0.00014339888830366049
Position 1614: 0.00010486811717023005
Position 12932: 8.57024276335028e-05
Position 1583: 8.199018004880198e-05
Position 13262: 7.982480660036702e-05
Position 20042: 7.158992415531848e-05
Position 129: 7.094384553644602e-05
Position 720: 6.665427293055691e-05
Position 607: 6.591089016636564e-05
Position 1326: 6.45191809505826e-05
Position 13563: 5.911083930512114e-05
Position 13413: 5.423338693536563e-05
Position 936: 4.8242885018567664e-05
Position 1214: 3.952434402616848e-05
Position 14586: 3.620620645997586e-05
Position 622: 2.723566586722313e-05
Position 313: 2.2030223009724908e-05
Position 14253: 1.6020137665029826e-05
Position 20605: 1.0144577497477266e-05
Position 20083: 8.463964254099358e-06
Position 968: 7.777619532056006e-06
Position 728: 6.837380292218982e-06
Position 1203: 2.681105743677152e-06
Position 2546: 1.6295313578996417e-06
Position 842: 3.012629715245837e-07
Position 83: 2.852233882407376e-07
Position 449: 2.6981935869396215e-07
Position 407: 1.0424756549271531e-07
Position 5164: 8.527967165431496e-08
Position 72: 7.292710134272819e-08
Position 353: 5.117601516695038e-08
Position 505: 4.4220501689294e-08
Position 474: 3.192370134014761e-08
Position 230: 1.095981105129359e-08
Position 144: 6.914252735782901e-09
Position 59: 4.182516748388136e-09
Position 235: 2.1456091446760486e-09
Position 462: 1.315515656532949e-09
Position 47: 1.0139714318550432e-09
Position 6: 2.3460867585566553e-10
Position 510: 5.255929504469895e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 17234: 0.9922070096053749
Position 25876: 0.9489952491651263
Position 12865: 0.9125026308033216
Position 19497: 0.9041414536618643
Position 3330: 0.6856930929510641
Position 23940: 0.526889597002193
Position 19783: 0.4747907866682517
Position 23904: 0.24666155793231828
Position 19761: 0.22586257309196858
Position 3340: 0.2170046023602562
Position 2516: 0.18327370294159206
Position 1519: 0.18209936885564595
Position 24457: 0.1478934765036522
Position 11891: 0.14282866914600803
Position 10471: 0.13900297002622472
Position 11816: 0.13386902770748416
Position 6686: 0.10987946049456164
Position 18854: 0.08438793410595082
Position 12809: 0.07690070879004116
Position 19323: 0.06478453307475031
Position 3398: 0.05855196493448465
Position 1475: 0.0512862094550487
Position 26139: 0.04590577314014066
Position 9072: 0.04226333438462405
Position 24245: 0.04029089922537986
Position 15137: 0.039923857080712825
Position 20177: 0.0394799535714487
Position 8370: 0.03817669709474143
Position 21129: 0.022925818644961
Position 22795: 0.020075580812237537
Position 24269: 0.01988889753967124
Position 20423: 0.01831834123725842
Position 18537: 0.018032147381454457
Position 591: 0.018026153313322104
Position 26338: 0.017962669883851968
Position 24110: 0.01701033015811916
Position 2457: 0.016137077916213674
Position 24130: 0.01513994748875765
Position 19444: 0.014386830576734294
Position 19278: 0.013825425897506844
Position 23778: 0.013399001020754028
Position 26207: 0.013227447830265558
Position 18017: 0.012497880658389526
Position 20572: 0.011598595441767834
Position 15852: 0.011478305940801677
Position 24174: 0.011083842538376843
Position 25031: 0.010814471978593677
Position 16058: 0.010682960599324089
Position 14935: 0.010259873518841181
Position 24481: 0.009180677578584739
Position 11616: 0.008850509311161669
Position 3379: 0.008838044201888847
Position 27028: 0.008449554063289443
Position 282: 0.008034230869473823
Position 13412: 0.007976268896239121
Position 3356: 0.00794428858059323
Position 25887: 0.007439880202173266
Position 1573: 0.0072697069171515655
Position 7950: 0.0071680094609740605
Position 20400: 0.006690021096348
Position 5350: 0.006484681972220789
Position 634: 0.006287346671535884
Position 19665: 0.006055909527776934
Position 2761: 0.004678940288393778
Position 26577: 0.004658246396694167
Position 1138: 0.00464112525767279
Position 2429: 0.004564948904901966
Position 20970: 0.004387254681246468
Position 27178: 0.00423257239424303
Position 19951: 0.0040617124822655655
Position 27100: 0.003911893417442521
Position 17648: 0.003909131849630409
Position 384: 0.003873897540830936
Position 3412: 0.00384227101912641
Position 1397: 0.0037725726561223054
Position 344: 0.003724588695962434
Position 13337: 0.0036943396336978737
Position 21217: 0.003671439831627205
Position 24508: 0.0036520607398998215
Position 18565: 0.0034008288638698973
Position 19972: 0.0033600024756122054
Position 5380: 0.003189667852579607
Position 6648: 0.0030469009237988585
Position 18263: 0.002980407760048311
Position 20710: 0.002910622386246713
Position 18142: 0.002833208307569858
Position 8242: 0.002461502629170217
Position 6664: 0.0024366458122469983
Position 16370: 0.0023863124268059723
Position 3770: 0.0023694252253183435
Position 8815: 0.002345975766727904
Position 26704: 0.0022871959395518527
Position 1394: 0.002265492702892882
Position 8396: 0.002206383415614383
Position 17950: 0.002120232199565508
Position 18323: 0.002113709602684981
