Gene = SELENBP1
index = 1242
Annotated 5SS: [  96 3021 3292 3730 4535 6012 6459 6966 7171 7545 7808]
Annotated 3SS: [2963 3178 3543 4413 5828 6279 6886 7048 7451 7688 8027]
SMsplice 5SS: [  96 3021 3292 4535 6012 6459 6966 7171 7545 7808]
SMsplice 3SS: [2897 3178 4413 5828 6279 6886 7048 7451 7688 8027]
top_k =  500
Partition function (log Z): 9.176209528717115

Sorted 5' Splice Sites (High to Low Probability):
Position 96: 0.9982318080598155
Position 4535: 0.9770551153197286
Position 7808: 0.9629976556473012
Position 6966: 0.9563737069475451
Position 7545: 0.9041938384173092
Position 3021: 0.8458955499067363
Position 7171: 0.6399057561631755
Position 6459: 0.6330755344117852
Position 3292: 0.6255964650960066
Position 6012: 0.5713524100798846
Position 3652: 0.20048719541774784
Position 3623: 0.19285820957490205
Position 7128: 0.16871377056650325
Position 7271: 0.11719738118887937
Position 6797: 0.09605230008560348
Position 3865: 0.06800496720576721
Position 3784: 0.06314821402953544
Position 4186: 0.04919909775301155
Position 3921: 0.0391798783506471
Position 5718: 0.036997494114149904
Position 3636: 0.03420018194328688
Position 494: 0.03419086160099067
Position 4996: 0.030764851285646662
Position 4338: 0.02461259944158258
Position 6284: 0.023522489454248136
Position 4868: 0.023346906725430872
Position 5920: 0.020374301160352125
Position 3694: 0.0163444162865404
Position 4347: 0.01268777756049315
Position 2901: 0.009188661466061428
Position 3273: 0.007603919450732146
Position 2632: 0.006709758736511714
Position 370: 0.005067557021655086
Position 1699: 0.0042348356264725
Position 2184: 0.004201693209345061
Position 7290: 0.004005440507078841
Position 4654: 0.0038778701116027716
Position 5535: 0.0038380304247717383
Position 2592: 0.003408494416767845
Position 450: 0.0032745071395095782
Position 5864: 0.003025669665697614
Position 524: 0.002801991922314134
Position 2639: 0.0018700686256628326
Position 7261: 0.0018116637917458163
Position 5078: 0.0017181086313290356
Position 6920: 0.0016384767250390774
Position 2755: 0.001631390118205157
Position 1787: 0.0015059140642425782
Position 1451: 0.0013223487932769158
Position 7932: 0.0011524746129402093
Position 2661: 0.0007129382503535299
Position 866: 0.0007040319658617071
Position 3688: 0.0006578016781226043
Position 7234: 0.0006029414410945052
Position 3282: 0.0005972074115958883
Position 2973: 0.0005156731294314392
Position 424: 0.0004848237114467072
Position 3034: 0.00039779290687419553
