Gene = HMGXB3
index = 656
Annotated 5SS: [  462  4272  5930  9891 11636 17980 23963 26164 26400 30122 31886 36220
 36810 40162 41252 44968 47040 47968 49744]
Annotated 3SS: [ 4132  5754  9392 11536 17847 23543 25987 26301 30022 31735 35917 36681
 40029 41066 44747 46905 47850 49533 51006]
SMsplice 5SS: [  143   462  4272 11636 17980 23691 23963 26164 26400 30122 31886 36110
 40162 41252 44968 47040 47201 47968]
SMsplice 3SS: [  367  4132 11536 17847 23543 23786 25987 26301 30022 31735 35917 40029
 41066 44747 46905 47104 47850 51006]
top_k =  500
Partition function (log Z): 23.533975842887955

Sorted 5' Splice Sites (High to Low Probability):
Position 41252: 0.9991894097773655
Position 47040: 0.9929848081960782
Position 31886: 0.9755584241709668
Position 462: 0.9538392911896939
Position 47968: 0.9505299843916645
Position 11636: 0.9486300363174549
Position 26164: 0.9397442483253804
Position 26400: 0.9254989502939497
Position 36110: 0.8679717701340867
Position 40162: 0.8628167417450494
Position 30122: 0.858340319946142
Position 143: 0.8479960288354776
Position 17980: 0.765795205900566
Position 4272: 0.7446504663127406
Position 44968: 0.640291810918475
Position 13879: 0.6367822266088681
Position 5930: 0.6089964714153115
Position 13247: 0.5923195988796708
Position 47201: 0.5806182555281094
Position 14428: 0.45991638603632073
Position 23963: 0.4075099493400021
Position 36810: 0.400012677293674
Position 47772: 0.3738055509631915
Position 33591: 0.3206810973993012
Position 49644: 0.25995449776937196
Position 29170: 0.25804911290297144
Position 3436: 0.2320555425688412
Position 23731: 0.2145759949420912
Position 40932: 0.2076736211061452
Position 49744: 0.1886079935326251
Position 21255: 0.15750568988302707
Position 23740: 0.14494852237440792
Position 12418: 0.14041366457992482
Position 40191: 0.12886418439775832
Position 8827: 0.12160914426295909
Position 39961: 0.12141018181076085
Position 13554: 0.11234157042865117
Position 8851: 0.1060758023026278
Position 42705: 0.10183268708427753
Position 842: 0.10049102329182076
Position 41658: 0.0989745055392878
Position 48991: 0.09841043199484446
Position 23691: 0.09584967865680118
Position 40795: 0.09499074964088597
Position 23727: 0.09111343239760412
Position 49565: 0.08269821846061436
Position 33802: 0.08239822876763342
Position 48980: 0.07610439488500574
Position 795: 0.07193246979359118
Position 43730: 0.06035827632490254
Position 30184: 0.05988717737174368
Position 29345: 0.059064902580800695
Position 38012: 0.058407270503396835
Position 47241: 0.057888915366930714
Position 38268: 0.057147126003484094
Position 26389: 0.056642852715761624
Position 51368: 0.05427819887430913
Position 44820: 0.05381100665177189
Position 9891: 0.05299850025472533
Position 1342: 0.05236720565373553
Position 49464: 0.051328716692111725
Position 50069: 0.05052082767895159
Position 11645: 0.048881852912126454
Position 12449: 0.04610337103641028
Position 47953: 0.04294990404746467
Position 35766: 0.04196707375267847
Position 5919: 0.037686904649486624
Position 49630: 0.03533344429310985
Position 44781: 0.03460393449280522
Position 40961: 0.030065969826318806
Position 48447: 0.028550684861608323
Position 36749: 0.028332058402023425
Position 30328: 0.02808483052760457
Position 45386: 0.028015661379358764
Position 39344: 0.024607213329845886
Position 31591: 0.023650635602786334
Position 71: 0.022373346330437086
Position 47244: 0.021278600589413582
Position 44832: 0.020153279330153605
Position 51140: 0.019391381858816614
Position 4162: 0.01731935330825844
Position 32222: 0.016595378527232873
Position 29623: 0.016504929259512795
Position 6350: 0.01584302200776818
Position 50812: 0.0158125212427817
Position 35412: 0.015468799475534431
Position 14030: 0.01463561999045454
Position 30144: 0.013723288040612533
Position 43399: 0.013258489986252774
Position 47459: 0.013020013751801694
Position 34764: 0.013014658592762084
Position 36379: 0.012911545092824614
Position 40517: 0.012634543159249204
Position 1674: 0.012478339288354233
Position 48403: 0.012287423414617261
Position 31567: 0.012224799334020417
Position 33995: 0.012172917693610341
Position 47705: 0.01167702256464146
Position 8846: 0.011063484029512951
Position 47150: 0.011059704664981148
Position 36220: 0.010811038659966063
Position 4051: 0.010342368856491861
Position 30126: 0.009466038166604504
Position 29187: 0.009319662621125721
Position 2796: 0.008702576749186482
Position 34384: 0.008573493387616008
Position 47262: 0.007870794705158841
Position 44442: 0.007667602924986824
Position 43450: 0.007407352301679689
Position 42744: 0.006899430367711114
Position 31359: 0.0066424898143702974
Position 6157: 0.006630725702336557
Position 32243: 0.005343859506485584
Position 9095: 0.00528006882993853
Position 51723: 0.005078896974682076
Position 2146: 0.005054588898058875
Position 4823: 0.004957479852694035
Position 32612: 0.004888639430944627
Position 63: 0.004751617101581666
Position 50896: 0.004736932943203972
Position 33963: 0.0044196814953006
Position 47939: 0.004246101817444474
Position 14002: 0.004109999748048433
Position 860: 0.004099001784086622
Position 40936: 0.004063464143255888
Position 30525: 0.00386830277671632
Position 4508: 0.003613222071066398
Position 39403: 0.0034575157659575916
Position 3993: 0.003453164023471724
Position 27480: 0.0029097696395538274
Position 554: 0.0028874754075311183
Position 5121: 0.0025923960407438855
Position 26789: 0.0025330803992004484
Position 42838: 0.002529763228781759
Position 3015: 0.0024333372945048956
Position 1026: 0.0023980628319197716
Position 432: 0.0022791112750408216
Position 47936: 0.0022739672523431763
Position 248: 0.0021479896776244846
Position 49242: 0.002102586175720807
Position 43279: 0.002082071038823773
Position 48709: 0.002047984667434157
Position 1921: 0.0020475005668480475
Position 26394: 0.0016755594710529075
Position 28401: 0.001540266999251669
Position 47290: 0.001522649339764807
Position 40059: 0.0014475464760661159
Position 31606: 0.0012015162590525029
Position 40146: 0.0011932825722301
Position 879: 0.0011841810132794692
Position 12649: 0.0011401659811368094
Position 46: 0.001069724190641284
Position 33469: 0.0006672544297348577
Position 41838: 0.000659144157998518
Position 41367: 0.0006114458807275522
Position 43584: 0.0005874274494741106
Position 47180: 0.0005056750742443645
Position 13488: 0.0004537547115059713
Position 47205: 0.0004025494963908299
Position 41272: 0.00038260661841040374
Position 49017: 0.0003278122719356662
Position 42221: 0.00030860836856959816
Position 41629: 0.000288439207123195
Position 11931: 0.00018531058763883557
Position 80: 0.00017990708451458395
Position 250: 0.0001723177496995449
Position 41358: 0.0001630228896311011
Position 28981: 0.0001552765048806666
Position 49043: 0.00013729007494805764
Position 46923: 0.00010704859282662942
Position 5934: 9.207201859567201e-05
Position 29: 8.745134962260032e-05
Position 741: 6.304240603539457e-05
Position 1462: 4.609465541712075e-05
Position 380: 4.3202926561783534e-05
Position 252: 4.13027386751653e-05
Position 1046: 3.881291545582642e-05
Position 1078: 2.328808348687395e-05
Position 35921: 1.799427557282897e-05
Position 646: 1.552168498112855e-05
Position 232: 1.5025693200849379e-05
Position 26472: 1.4215870883213014e-05
Position 593: 1.0702885405944798e-05
Position 36059: 7.88628675027694e-06
Position 2065: 7.701630336162618e-06
Position 1482: 6.455189183868822e-06
Position 47374: 6.245346828837552e-06
Position 167: 6.050641135671056e-06
Position 10: 4.671199079486913e-06
Position 2329: 3.989961794487325e-06
Position 1886: 2.382637846873579e-06
Position 30240: 2.3264277082654195e-06
Position 1295: 2.303869688106096e-06
Position 1749: 1.9127297645627394e-06
Position 47385: 1.6828215672335217e-06
Position 466: 1.4723158516387946e-06
Position 82: 1.242626230795203e-06
Position 509: 1.1878668797160225e-06
Position 897: 9.629129780230376e-07
Position 47194: 9.123751138017082e-07
