Gene = PODXL2
index = 1048
Annotated 5SS: [  109 10343 31979 33131 39417 40022 42433]
Annotated 3SS: [10063 31196 33055 39259 39959 42252 43086]
SMsplice 5SS: [  109 24699 31454 33131 34345 39173 39417 40022 42433]
SMsplice 3SS: [24555 31196 33055 34261 38968 39259 39959 42252 43086]
top_k =  500
Partition function (log Z): -24.893439594407127

Sorted 5' Splice Sites (High to Low Probability):
Position 109: 0.7622339316444272
Position 7055: 0.24665727960937456
Position 387: 0.23317929859231626
Position 2197: 0.18087568319491823
Position 10799: 0.13900140727888316
Position 6923: 0.12058553578558119
Position 8594: 0.039270278837764176
Position 6852: 0.028306395737511352
Position 576: 0.021579608348964115
Position 10343: 0.01707605842283805
Position 275: 0.015126833539759153
Position 1438: 0.014172610652835527
Position 1877: 0.00984626810516987
Position 4117: 0.006085086780600402
Position 2845: 0.005184325409429605
Position 2023: 0.00482556696706007
Position 5014: 0.004450706504908606
Position 5837: 0.004383535683073815
Position 1397: 0.0040449807365275404
Position 1335: 0.003912366020374274
Position 7554: 0.0020115454739201063
Position 7068: 0.0016944662405718736
Position 7921: 0.0013783818357646512
Position 826: 0.0012602474733215971
Position 3155: 0.0010054019577640896
Position 4843: 0.0010016895508893169
Position 1026: 0.0008398979717007536
Position 1789: 0.0006994745660091112
Position 766: 0.0006668009701125955
Position 113: 0.0006213577063264068
Position 627: 0.0005116716528234339
Position 951: 0.00046475812409729506
Position 102: 0.0003500485732367464
Position 939: 0.00015865818165305506
Position 6999: 0.0001391625448220468
Position 1233: 0.00012578779420987973
Position 544: 3.84366207752619e-05
Position 4803: 3.600224820821159e-05
Position 335: 2.5767376060493204e-05
Position 2122: 1.269498944697953e-05
Position 4696: 6.162058277240264e-06
Position 445: 1.235993601490537e-06
Position 429: 5.119958293148332e-07
Position 271: 5.049583574302599e-07
Position 641: 2.2994671957924343e-07
Position 433: 2.2187233742449431e-07
Position 441: 2.1278571014839148e-07
Position 161: 1.8193507273441485e-07
Position 201: 1.7427132135938794e-07
Position 768: 1.3418411146272524e-07
Position 855: 1.0357522470229159e-07
Position 592: 7.670500656305617e-08
Position 1182: 7.158641896543865e-08
Position 1253: 5.7555270198939804e-08
Position 1229: 4.48684961532336e-08
Position 224: 3.6471398269212055e-08
