Gene = DNLZ
index = 459
Annotated 5SS: [303 801]
Annotated 3SS: [ 660 1608]
SMsplice 5SS: [303]
SMsplice 3SS: [1608]
top_k =  500
Partition function (log Z): -6.974891380328321

Sorted 5' Splice Sites (High to Low Probability):
Position 303: 0.859919226506522
Position 801: 0.7241016824147705
Position 1443: 0.05974364444994615
Position 1280: 0.05516871318916503
Position 1300: 0.04817360031200729
Position 524: 0.018184713644291584
Position 1646: 0.011816271672057467
Position 568: 0.008635708794152295
Position 517: 0.008135370321004273
Position 1731: 0.00808630813172158
Position 1509: 0.005621576488795301
Position 1249: 0.005369032929838465
Position 107: 0.004780747168334535
Position 1170: 0.004248062394989386
Position 1310: 0.004234494204114089
Position 177: 0.003890449598888214
Position 1002: 0.0029461166866691446
Position 984: 0.0013096984159050196
Position 810: 0.001295623133764374
Position 1208: 0.0012425796105827163
Position 1225: 0.0011989227590667082
Position 339: 0.00118059405964032
Position 995: 0.0010115871490202165
Position 844: 0.0006154314294212492
Position 1264: 0.0004657575115450283
Position 573: 0.0003467973900730443
Position 661: 0.00025543270834888523
Position 1156: 0.00014940118595318012
Position 474: 0.00012419530455421368
Position 115: 0.00011623017321061702
Position 152: 0.00011157060016962017
Position 401: 0.00010865503106925459
Position 885: 9.304744262400016e-05
Position 1470: 8.969360382726695e-05
Position 120: 5.748564677736543e-05
Position 1211: 4.595420779083771e-05
Position 1307: 3.3636188959180735e-05
Position 528: 2.4433055491915328e-05
Position 398: 2.0426550663063173e-05
Position 406: 1.0430596039260227e-05
Position 419: 2.922120156977292e-06
Position 777: 2.3934305436994702e-06
Position 675: 1.1495741854528749e-06
Position 938: 1.147559359397757e-06
Position 879: 9.34169865861632e-07
Position 264: 5.591318659388271e-07
Position 718: 1.6243820490581228e-07
Position 724: 5.197429180375251e-08
Position 169: 1.1732839027086895e-09
Position 288: 6.240572532914756e-11
Position 482: 5.4664499279512e-12
Position 601: 1.9336198840306737e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1608: 0.8982116471693589
Position 656: 0.25729753489505924
Position 660: 0.2040827564877222
Position 1097: 0.09970395836938577
Position 633: 0.08878066799283248
Position 1382: 0.06705131061148749
Position 674: 0.05232140649740329
Position 1144: 0.03146810213832307
Position 1718: 0.024720061998206092
Position 744: 0.02145284376127039
Position 1347: 0.01507385521628248
Position 1081: 0.013705301389026911
Position 1030: 0.011161160199757126
Position 1202: 0.00954653513115555
Position 696: 0.006129450730531132
Position 642: 0.005650766726828553
Position 1166: 0.005286820623237625
Position 1874: 0.004202091409032644
Position 1518: 0.0037002488118782367
Position 1817: 0.0031669683583503304
Position 712: 0.0023742276588703862
Position 592: 0.002121444719299339
Position 1361: 0.0020628224251146043
Position 877: 0.0017129474714754895
Position 1248: 0.0015244674427761543
Position 566: 0.0014215177312871465
Position 892: 0.0011930228928553205
Position 1820: 0.001083973815774894
Position 684: 0.0009056442053569757
Position 1494: 0.0008181878164065571
Position 1169: 0.0007016868858146914
Position 1148: 0.0005324768359377372
Position 1259: 0.0004657191539751195
Position 1752: 0.00040780152477688303
Position 1697: 0.00039555600775799263
Position 370: 0.0002884126374960621
Position 1582: 0.00028534136315458306
Position 613: 0.00025090113861060475
Position 564: 0.00019843313320065144
Position 1429: 0.00016636676713090932
Position 1823: 0.00016104805699745237
Position 884: 0.00014649878596288967
Position 1762: 0.000131012362376722
Position 1197: 0.00011195825301564857
Position 1690: 0.00010285875809173809
Position 912: 9.702784925259269e-05
Position 1456: 9.238718053145225e-05
Position 510: 8.271427152206687e-05
Position 961: 8.00984767500733e-05
Position 572: 5.616312470520347e-05
Position 1561: 4.9965334072807754e-05
Position 818: 4.869164767266779e-05
Position 223: 4.102986912250876e-05
Position 1431: 2.4143778692603646e-05
Position 1727: 1.8471125849001155e-05
Position 412: 1.726434938753794e-05
Position 392: 1.2757863026707129e-05
Position 174: 9.292631613597463e-06
Position 233: 8.601918261248353e-06
Position 302: 7.575390159487579e-06
Position 269: 6.157794780134608e-06
Position 406: 6.148921374880911e-06
Position 284: 5.908978303398105e-06
Position 447: 5.447318916920902e-06
Position 930: 5.059403605175511e-06
Position 451: 4.653827328950242e-06
Position 516: 3.836494990631792e-06
Position 798: 3.1499138377482323e-06
Position 1199: 1.6475798822367493e-06
Position 334: 1.304360808409235e-06
Position 230: 8.740431758588686e-07
Position 176: 8.110534737895922e-07
Position 594: 5.989053244854634e-07
Position 966: 5.773842748367322e-07
Position 508: 5.466026615848284e-07
Position 416: 4.350600482938865e-07
Position 306: 2.906594129093144e-07
Position 367: 2.6486222060910357e-07
Position 832: 2.380628799620384e-07
Position 456: 2.0468250154342137e-07
Position 582: 1.4829114949772932e-07
Position 468: 1.2194042648276566e-07
Position 479: 1.1640633269406989e-07
Position 187: 2.8212435824769756e-08
Position 533: 1.7774485443531118e-08
Position 471: 1.333390645490788e-08
Position 419: 8.245979811138918e-09
Position 424: 6.587864079904674e-09
Position 998: 3.2645050779815378e-09
Position 938: 3.1632615739874124e-09
