Gene = VGF
index = 1547
Annotated 5SS: [220]
Annotated 3SS: [729]
SMsplice 5SS: [608]
SMsplice 3SS: [729]
top_k =  500
Partition function (log Z): -9.34892655707923

Sorted 5' Splice Sites (High to Low Probability):
Position 608: 0.543997373699766
Position 220: 0.3547964340727491
Position 806: 0.09029761064976514
Position 331: 0.08887539508855057
Position 513: 0.07725583808844792
Position 613: 0.04698926963028491
Position 270: 0.033126837790973473
Position 459: 0.02781197988351616
Position 344: 0.012164768018725573
Position 653: 0.011074887984862152
Position 234: 0.008794148216572463
Position 924: 0.00529099569621338
Position 2175: 0.0036499480316010205
Position 1002: 0.0015691824487322195
Position 876: 0.0015485068666897968
Position 1362: 0.0014172762213333194
Position 2157: 0.001401932050857074
Position 1264: 0.0013488912253749716
Position 476: 0.0012678662804081412
Position 1659: 0.000765706455442517
Position 2325: 0.00046063015916862025
Position 280: 0.0004240125798452146
Position 264: 0.0004204754814024241
Position 1450: 0.0002469463694086549
Position 463: 3.663198629971048e-05
Position 302: 1.4399899183495493e-05
Position 638: 7.545063074032186e-06
Position 150: 6.862364254933742e-06
Position 207: 3.853692156644488e-06
Position 1104: 3.1914081779639374e-06
Position 337: 3.0703230110866068e-06
Position 383: 2.1424580337446008e-06
Position 166: 1.9063352971466145e-06
Position 532: 1.495091361606036e-06
Position 3: 7.394478941323727e-07
Position 406: 5.02536010622339e-07
Position 238: 3.558477231430711e-07
Position 826: 3.0983409788253517e-07
Position 1332: 2.5182879029164795e-07
Position 204: 2.483420595969635e-07
Position 108: 2.1604443278141773e-07
Position 304: 4.5223750415087935e-08
Position 668: 1.527471729621537e-08
Position 27: 1.0617651578902834e-08
Position 356: 4.981928163033174e-09
Position 20: 2.230708415412595e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 729: 0.48120187036485
Position 2270: 0.3219511920059035
Position 383: 0.08608979056828248
Position 1445: 0.06010020969664966
Position 459: 0.054326043346667734
Position 316: 0.046639890653527805
Position 2145: 0.04285713883952107
Position 2301: 0.039172939278164766
Position 558: 0.025965831880414056
Position 1013: 0.021883817216265682
Position 1172: 0.01779627451373731
Position 1241: 0.014573245627810916
Position 1583: 0.014388456376992223
Position 905: 0.01222934093366525
Position 2099: 0.011665811486186535
Position 856: 0.009223957871167598
Position 2872: 0.008880678920236586
Position 2510: 0.005660878089652401
Position 1524: 0.005088094772538498
Position 1061: 0.003701205568904952
Position 1970: 0.003665281829075709
Position 1048: 0.0034986494899659918
Position 695: 0.0032355959616764468
Position 1550: 0.00296464346090249
Position 489: 0.002749358340327135
Position 2947: 0.0018398920226524087
Position 953: 0.0015738155200044092
Position 335: 0.0012622504778546865
Position 1976: 0.0009254214993169543
Position 1058: 0.0008407474346769694
Position 2370: 0.0008293370961272328
Position 612: 0.0008234990994379454
Position 739: 0.0008229729293417304
Position 1111: 0.0007845722645901896
Position 756: 0.0006961722861698679
Position 1751: 0.0005836464597582384
Position 476: 0.000562040472592927
Position 763: 0.00048024865895181397
Position 362: 0.00047847289635521084
Position 1973: 0.00045151131235694335
Position 425: 0.00044537602292141074
Position 1805: 0.00033155836108087757
Position 2783: 0.0002281770067281161
Position 2417: 0.00022052217659721825
Position 517: 0.0001811815139437685
Position 974: 0.00017161399019484331
Position 406: 0.0001582018425477023
Position 505: 0.00013545456091632805
Position 1487: 0.00011798902887656501
Position 652: 0.00011608145515433159
Position 1763: 0.00011251172147536996
Position 836: 9.131118616809909e-05
Position 810: 7.100145050771317e-05
Position 913: 6.628212777812e-05
Position 480: 4.6538899826897734e-05
Position 521: 3.5749100966671783e-05
Position 356: 2.594471722055118e-05
Position 560: 2.3506434845316705e-05
Position 427: 2.030598442066541e-05
Position 422: 5.4806543916690715e-06
Position 323: 3.7254987825559105e-06
Position 494: 3.20742590861957e-06
Position 418: 2.3683173901235584e-06
Position 502: 7.617205136411594e-07
Position 626: 6.933011544880454e-07
Position 257: 2.38930241954173e-07
Position 671: 1.0274175959732194e-07
Position 216: 2.596232779096177e-08
Position 73: 1.843799590335769e-09
Position 261: 1.7259100463475055e-09
Position 98: 3.5183073023957705e-10
Position 136: 1.7944418020194778e-10
Position 83: 2.187060257469983e-11
Position 141: 1.1963350780961107e-11
Position 78: 1.1818822789769724e-11
Position 278: 9.314092140489218e-12
Position 274: 7.439071986882513e-12
