Gene = TSPAN12
index = 1499
Annotated 5SS: [  538  1660 18331 19581 42629 47895 51809]
Annotated 3SS: [ 1523 18247 19444 42553 47786 51664 69459]
SMsplice 5SS: [  154   538  1660 14810 18331 18820 19581 19757 24016 35597 42629 45386
 47470 47698 47895 51809 57166]
SMsplice 3SS: [  368  1523 14604 18247 18731 19444 19649 23873 35504 42553 45228 47365
 47549 47786 51664 57024 69459]
top_k =  500
Partition function (log Z): -25.60458845111124

Sorted 5' Splice Sites (High to Low Probability):
Position 538: 0.9289203052697598
Position 1660: 0.8842907405150371
Position 19581: 0.7461821023754622
Position 14810: 0.7120796583936387
Position 24016: 0.6975151172966919
Position 19757: 0.6607115688165166
Position 154: 0.49167844850932263
Position 18331: 0.44479011185400397
Position 124: 0.43380691699774343
Position 13243: 0.26868354346069084
Position 13987: 0.17182771570541294
Position 18494: 0.1615318230563703
Position 10141: 0.12216503464589781
Position 19551: 0.11190680790717693
Position 1664: 0.10957024780911821
Position 25919: 0.1063143430705634
Position 10103: 0.07321531098354947
Position 484: 0.0694129409988633
Position 18606: 0.06467159792427979
Position 302: 0.05293585049395997
Position 15862: 0.03957921790617636
Position 14207: 0.038305451132855294
Position 12405: 0.037100617272270195
Position 14795: 0.036857922403085455
Position 14726: 0.03573123267242133
Position 14801: 0.013504004329670843
Position 15720: 0.01284349178450887
Position 1319: 0.008786718174872631
Position 8791: 0.007753651799794629
Position 5549: 0.006526621044943801
Position 8942: 0.006067297215676865
Position 1686: 0.005623908754207263
Position 1335: 0.004642839596399168
Position 2682: 0.0043825367951208965
Position 15024: 0.003336358161942427
Position 3038: 0.002995725306692068
Position 222: 0.0022040248743092046
Position 258: 0.002000213350242466
Position 1037: 0.0016866134647831863
Position 19983: 0.001654179890511968
Position 1272: 0.0016061887014340345
Position 4025: 0.001394201696397278
Position 12871: 0.0013645030354250656
Position 10867: 0.001310447493384858
Position 3542: 0.00117615001279226
Position 1125: 0.0010188775677141219
Position 1029: 0.0007844420918863208
Position 5657: 0.0006611256419476407
Position 1485: 0.0006138263774194852
Position 8771: 0.000594984499058509
Position 6511: 0.0005435866805165043
Position 6568: 0.0005092004810567762
Position 4278: 0.00036423810803410875
Position 703: 0.000294853832045702
Position 3635: 0.00027369116994420823
Position 1204: 0.0002592382897047563
Position 1195: 0.00019540987286592555
Position 1448: 0.0001578142004106316
Position 552: 0.00013740307674129268
Position 1352: 0.00013441605257285573
Position 226: 4.6490461463841013e-05
Position 7263: 4.1333737574666056e-05
Position 1116: 2.8969609489024527e-05
Position 926: 2.8742874914680628e-05
Position 86: 2.4783428012019544e-05
Position 1246: 1.8160250792915483e-05
Position 1295: 1.1403044680481178e-05
Position 458: 9.495358259979513e-06
Position 1399: 7.526060856108807e-06
Position 610: 6.886165179100205e-06
Position 1118: 6.238945449048511e-06
Position 784: 2.787384309626166e-06
Position 1102: 1.8422185415602913e-06
Position 1265: 1.5292488015894204e-06
Position 413: 5.287626429150504e-07
