Gene = PSPH
index = 1093
Annotated 5SS: [  467 17644 19676 30532 32005 34371 36582]
Annotated 3SS: [17497 19549 30372 31869 34224 36432 39734]
SMsplice 5SS: [  349 17644 19676 30532 32005 34371]
SMsplice 3SS: [17425 19549 30372 31869 34224 39734]
top_k =  500
Partition function (log Z): -26.55031006112942

Sorted 5' Splice Sites (High to Low Probability):
Position 349: 0.4372002907872554
Position 467: 0.2889436520081231
Position 291: 0.2706200688070522
Position 8457: 0.18057719263500002
Position 7888: 0.12196561516579886
Position 117: 0.06668850169555328
Position 4414: 0.043071223511829834
Position 6059: 0.023190113020860985
Position 199: 0.011346514108742947
Position 330: 0.010572257962018421
Position 112: 0.008889254914358767
Position 7189: 0.008314579614709371
Position 8599: 0.006486713599896055
Position 257: 0.005617917350164794
Position 5175: 0.005434348217720688
Position 146: 0.004100846471359612
Position 2538: 0.00317106684732807
Position 1018: 0.0030453029518653432
Position 7310: 0.002338892364795948
Position 7185: 0.0017442888680538106
Position 7946: 0.001262871357581175
Position 190: 0.0007988476078101071
Position 252: 0.0005739000628057529
Position 995: 0.0004455704316452712
Position 3862: 0.0003982909610231181
Position 543: 0.00023974999015481416
Position 4088: 0.00022943502803504277
Position 92: 0.00018256012165149583
Position 688: 0.00014833864205546254
Position 1424: 8.504219345976128e-05
Position 500: 7.084315645158996e-05
Position 363: 6.18541857080121e-05
Position 934: 5.254043904454619e-05
Position 2980: 4.3864590059261e-05
Position 298: 4.264988594489985e-05
Position 2448: 4.242964500893299e-05
Position 24: 3.128670470307926e-05
Position 3738: 2.9805974576365244e-05
Position 2480: 2.7534871478017918e-05
Position 367: 7.278539960813891e-06
Position 341: 6.6284111985912825e-06
Position 834: 5.585048963222853e-06
Position 178: 5.380267545089548e-06
Position 204: 2.1892470906622316e-06
Position 540: 1.8386835100146689e-06
Position 32: 1.1389561689986775e-06
Position 220: 6.558488906925285e-07
Position 533: 4.010495714172388e-07
Position 180: 3.173146194985138e-07
Position 708: 2.56004915233313e-07
Position 428: 1.2197322125847026e-07
Position 150: 1.0645404525853646e-08
Position 14: 8.61119517091333e-09
Position 493: 1.7598659632405994e-09
Position 570: 1.387579241803155e-09
Position 433: 6.715853245979524e-10
Position 155: 2.862423139115905e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 8744: 0.4045968557461183
Position 7783: 0.189214559612279
Position 8342: 0.13089076464234856
Position 8319: 0.09196973067222046
Position 4222: 0.08232078477235348
Position 12286: 0.07276377430554548
Position 198: 0.06496486112590055
Position 12462: 0.05161572623340432
Position 8960: 0.04276055742643084
Position 370: 0.03946154134474719
Position 13148: 0.031286831140209574
Position 7092: 0.026507154186499772
Position 3009: 0.024654443228515163
Position 9392: 0.022497748583649002
Position 10902: 0.014959516108852976
Position 8338: 0.013609065545030814
Position 800: 0.012837905873334124
Position 6538: 0.011588579912212845
Position 8813: 0.011491896150517326
Position 6559: 0.011108911434641933
Position 10590: 0.009232431322696825
Position 5882: 0.008471735404318675
Position 3633: 0.0084645783526596
Position 5885: 0.0078013000048901306
Position 11836: 0.007086152247037873
Position 9120: 0.00693877130067561
Position 7803: 0.006733055325035037
Position 4218: 0.006558097981571243
Position 579: 0.005798763251868388
Position 431: 0.005681165702397432
Position 2414: 0.005300784151139874
Position 4808: 0.0050968519870151436
Position 7779: 0.004881393790526127
Position 6168: 0.0043707473097604034
Position 5962: 0.004320413717987717
Position 9687: 0.00430412438960612
Position 8554: 0.00423788803313227
Position 5037: 0.004131970969298776
Position 4847: 0.003251880585114287
Position 932: 0.0032110605111259063
Position 466: 0.0031878620043008584
Position 6142: 0.0031229842098217126
Position 5744: 0.002586776749793695
Position 8716: 0.002567215262005358
Position 950: 0.0024122235885405538
Position 8116: 0.0021993869220173507
Position 3131: 0.0018991013279835481
Position 6534: 0.0018363353028923405
Position 4646: 0.0017703641053965942
Position 3274: 0.0014192738889739899
Position 4387: 0.0013513810175592106
Position 3327: 0.0013124770590008858
Position 4986: 0.001260524782179856
Position 5078: 0.0012222504961984806
Position 5720: 0.0012168128854052108
Position 3989: 0.0011048280966773068
Position 2273: 0.0010192185744262888
Position 5064: 0.0009674468668911701
Position 3351: 0.0008907045481741282
Position 3672: 0.0008071964992981546
Position 3387: 0.0007450377176768557
Position 599: 0.0006812360237058836
Position 3331: 0.0006075770540970085
Position 4116: 0.000561099280211648
Position 4242: 0.0005527560174652662
Position 409: 0.000548254160847599
Position 3543: 0.0005411554145250891
Position 1602: 0.0005220817680980352
Position 3166: 0.0005060810677394571
Position 5683: 0.00029799152830619876
Position 1292: 0.00027763682820268644
Position 1900: 0.00020208250234247764
Position 1072: 0.0001339910706835014
Position 3041: 0.0001108072466748398
Position 314: 0.00010946386896972297
Position 3182: 0.00010156162421286515
Position 3571: 9.984545325542067e-05
Position 3208: 9.883096231064128e-05
Position 1423: 8.13358024446758e-05
Position 5780: 5.6588081833167e-05
Position 1325: 5.097643750136548e-05
Position 1207: 3.178019883472257e-05
Position 2841: 1.7959759377977087e-05
Position 2878: 1.4992341449488978e-05
Position 2372: 1.4710050126877729e-05
Position 2791: 7.603929323333787e-06
Position 450: 3.6359505883661185e-06
Position 2924: 3.3085599084611923e-06
Position 229: 2.818143761817146e-06
Position 261: 8.658924421893428e-07
Position 324: 7.620755518983934e-07
Position 396: 7.142911096954638e-07
Position 267: 7.104249426954699e-07
Position 166: 6.69351738369503e-07
Position 389: 6.512528233792108e-07
Position 318: 5.46132894781699e-07
Position 346: 2.2359945453075902e-07
Position 500: 1.8854653842533057e-07
Position 220: 1.768349212120903e-07
Position 433: 1.455962929701149e-07
Position 625: 5.4009452268854275e-08
Position 108: 5.0673287542969674e-08
Position 671: 4.996203430225526e-08
Position 353: 4.485298110662575e-08
Position 685: 2.750039667011021e-08
Position 272: 2.098565377188595e-08
Position 480: 1.606436022275042e-08
Position 341: 5.687977719304916e-09
Position 278: 4.986613907852534e-09
Position 282: 3.1959199651187095e-09
Position 290: 1.3427791703534725e-09
Position 115: 3.557046546990311e-10
Position 294: 1.1433021130689866e-10
Position 298: 2.837792208229967e-11
Position 82: 3.925362312042126e-20
