Gene = SHFM1
index = 1252
Annotated 5SS: [  204 15094]
Annotated 3SS: [14999 20924]
SMsplice 5SS: [  204 14909 15094]
SMsplice 3SS: [14808 14999 20924]
top_k =  500
Partition function (log Z): -6.7244995725850485

Sorted 5' Splice Sites (High to Low Probability):
Position 15094: 0.9999007377782151
Position 672: 0.7181995829501809
Position 204: 0.6600018807479353
Position 443: 0.3737219324648988
Position 15314: 0.22703279188269232
Position 1744: 0.16359320215808607
Position 16032: 0.15569547271339224
Position 15535: 0.08131798893012288
Position 264: 0.0690036907376474
Position 477: 0.05861275075150137
Position 241: 0.036788513472842274
Position 18691: 0.022179910738400296
Position 400: 0.017233192008366895
Position 16992: 0.012939746301550935
Position 20988: 0.012630797889241915
Position 17897: 0.010464765263427402
Position 846: 0.006281550197859083
Position 16691: 0.005839699845384997
Position 17447: 0.005485636662722636
Position 15221: 0.004811470893113172
Position 149: 0.0031683125896783157
Position 73: 0.0029387433472707358
Position 43: 0.0023093376494782705
Position 159: 0.002278992291183619
Position 19323: 0.0018768743159964332
Position 19278: 0.0018721052723600288
Position 15475: 0.0010406747697344397
Position 22: 0.0009399319153683755
Position 467: 0.00044580887786123646
Position 221: 0.00041404317704922945
Position 481: 0.0003320022084312043
Position 1563: 0.0003269819967180531
Position 372: 0.00032350947220694345
Position 273: 0.0002910883139791311
Position 106: 0.0002744575071912563
Position 52: 0.00011758963643633395
Position 471: 7.077355268788448e-05
Position 130: 5.061702094510731e-05
Position 229: 4.912434799292891e-05
Position 306: 4.551306032378936e-05
Position 79: 2.5609444343311042e-05
Position 492: 1.4866521450934584e-05
Position 27: 1.391107881404233e-05
Position 6203: 9.383984319167715e-06
Position 3105: 9.263160545582338e-06
Position 13: 8.77293140442576e-06
Position 33: 8.482562869176232e-06
Position 258: 8.357593942660777e-06
Position 46: 8.170102592753557e-06
Position 256: 7.604087454233652e-06
Position 163: 4.664862778244339e-06
Position 4904: 3.788907492533034e-06
Position 181: 3.1293837327543116e-06
Position 502: 2.7846039368053046e-06
Position 227: 2.2408181380608527e-06
Position 447: 2.222768371881829e-06
Position 379: 2.2148716008534417e-06
Position 108: 1.7713481966855787e-06
Position 381: 1.0847097623058393e-06
Position 57: 5.961739402774174e-07
Position 190: 2.3917307435687147e-07
Position 529: 2.357003741765321e-07
Position 2950: 1.4546100803278765e-07
Position 2363: 2.5071348379508614e-08
Position 3669: 2.1426661668952408e-08
Position 2240: 9.559933022736283e-09
Position 122: 5.293914054706259e-10
Position 659: 3.0365581875576796e-10
Position 684: 3.1940917079785545e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 14999: 0.9855516841219512
Position 20924: 0.7892247065312391
Position 560: 0.5324150186606684
Position 15202: 0.24109174653670556
Position 354: 0.1526862748273967
Position 563: 0.12380779220442102
Position 15353: 0.07008330423420729
Position 17254: 0.06502723928778198
Position 1661: 0.06351113325870193
Position 15972: 0.060072924515136635
Position 16005: 0.0596467454967576
Position 286: 0.058467522072447216
Position 590: 0.04961995335701132
Position 1676: 0.045315168344387306
Position 19272: 0.03400555117536887
Position 1618: 0.025971971310949696
Position 17826: 0.024671116677805055
Position 15821: 0.024383973699106998
Position 17093: 0.022322469920829695
Position 18603: 0.019797162190629086
Position 16871: 0.019211668180555294
Position 633: 0.016352323152615873
Position 15836: 0.015517003115591904
Position 14808: 0.014349053656263974
Position 1593: 0.014226621945032577
Position 365: 0.012945436160787865
Position 19914: 0.011357201400037814
Position 19435: 0.01062046431759562
Position 1526: 0.008940015174317101
Position 21409: 0.00855243244229447
Position 16489: 0.008271392296177824
Position 15405: 0.006330539904542409
Position 16311: 0.006285736885369678
