Gene = FLAD1
index = 559
Annotated 5SS: [  39  708 5491 6349 6899 7170 9428]
Annotated 3SS: [ 482 4745 6200 6799 6979 9353 9542]
SMsplice 5SS: [  39 5491 6899 7170 9428]
SMsplice 3SS: [5417 6799 6979 9353 9542]
top_k =  500
Partition function (log Z): -6.313383617927161

Sorted 5' Splice Sites (High to Low Probability):
Position 6899: 0.8031430714217757
Position 5491: 0.6493348803510366
Position 9428: 0.554470437014034
Position 7170: 0.4854536716306716
Position 6349: 0.4044931698413901
Position 39: 0.3498311501088007
Position 275: 0.2896126938058187
Position 708: 0.27772898980247085
Position 191: 0.1735707995425688
Position 4839: 0.11560270181895992
Position 9315: 0.1028176659880062
Position 9454: 0.08848402677699589
Position 222: 0.08439660460178876
Position 4809: 0.06929553106244361
Position 5340: 0.060381976945414466
Position 1045: 0.049458526896204565
Position 4242: 0.04191257599058009
Position 6433: 0.03506701287452688
Position 6980: 0.027107409949773877
Position 207: 0.025770567710734993
Position 5290: 0.02519620952230042
Position 9409: 0.016075857245690543
Position 6916: 0.015348816407712471
Position 6633: 0.015317950519377021
Position 1039: 0.012261619232493491
Position 4249: 0.010563349200268182
Position 9434: 0.006720406651763076
Position 4667: 0.002295053529152485
Position 6460: 0.0014149407093304463
Position 790: 0.0008716895157720819
Position 279: 0.0008116114555554675
Position 18: 0.0006979460178165689
Position 4860: 0.0004926570514403148
Position 404: 0.0003458041843345019
Position 2529: 0.0002932227549900236
Position 483: 8.02408377609995e-05
Position 141: 5.079094349872767e-05
Position 800: 4.2244731198449286e-05
Position 75: 4.063377484735679e-05
Position 272: 3.5560097982852916e-05
Position 577: 3.2858039778386175e-05
Position 60: 2.6158529960692554e-05
Position 340: 1.564837611817487e-05
Position 105: 1.139124591815968e-05
Position 148: 3.5265592855332698e-06
Position 120: 2.7537149718330757e-06
Position 297: 2.153542950257375e-06
Position 358: 8.007559388263034e-07
Position 420: 5.841935587671434e-07
Position 385: 6.454985864178617e-12
Position 45: 1.5324741992602302e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 9542: 0.8563371536531368
Position 6799: 0.8003276420507008
Position 9353: 0.5933313341204862
Position 5417: 0.5797206861705533
Position 6979: 0.5446227831409157
Position 6200: 0.2818758987419561
Position 9205: 0.1893651458852071
Position 482: 0.13462591418928738
Position 4745: 0.10751860134635292
Position 6338: 0.09003757164627366
Position 5098: 0.08618510401448994
Position 4711: 0.05439316803786385
Position 4106: 0.05242499182324807
Position 6830: 0.05136783657296557
Position 5139: 0.0501058965616952
Position 6156: 0.03380561323920362
Position 4606: 0.025273473322524
Position 6220: 0.024174715979063885
Position 605: 0.02106498150942448
Position 664: 0.020319914516829837
Position 5326: 0.018934540459921375
Position 899: 0.018723200864182308
Position 7105: 0.016148197670321714
Position 9289: 0.01594280684679489
Position 6094: 0.015166773559975323
Position 368: 0.013527125405013381
Position 759: 0.012546163778043662
Position 513: 0.011872111626093484
Position 637: 0.011643930292239176
Position 7120: 0.010219853614679843
Position 6532: 0.007889823706952858
Position 823: 0.007035446791376182
Position 6992: 0.005036226449991342
Position 6393: 0.00480318374703985
Position 820: 0.003288877397644578
Position 6847: 0.003152432514112996
Position 537: 0.0030518599636324287
Position 786: 0.0021175772074431788
Position 432: 0.0017679016913851938
Position 980: 0.0015138481142850592
Position 527: 0.0013805721999394721
Position 8295: 0.0012908613927569183
Position 9594: 0.0012638775910662546
Position 4650: 0.0012559834560396169
Position 7458: 0.0012226271637206139
Position 5073: 0.00118477619989683
Position 9118: 0.0011688831369330581
Position 7604: 0.001052051951771991
Position 7505: 0.0007990446557711254
Position 9691: 0.0007473417320632749
Position 1893: 0.0006671924920722188
Position 497: 0.0006633658367622241
Position 2390: 0.0004514350134065955
Position 7040: 0.0004334604307953443
Position 977: 0.00031200722973458134
Position 1915: 0.0002593041768798799
Position 904: 0.00023591793546832402
Position 4899: 0.00020147227619691133
Position 7549: 0.0001959496441293605
Position 4666: 0.00014755136004401522
Position 4611: 0.0001423420945598995
Position 4007: 0.0001237220025215563
Position 2411: 0.00011083620533884178
Position 5727: 7.482334386080974e-05
Position 946: 5.55154045378347e-05
Position 1550: 4.6194440982056784e-05
Position 798: 3.391695475095989e-05
Position 929: 3.2724647524737165e-05
Position 613: 3.189535209005219e-05
Position 374: 3.054122807845912e-05
Position 3697: 2.4211732268353683e-05
Position 1897: 1.798925429737458e-05
Position 722: 1.7058915941374743e-05
Position 1106: 1.28313449383905e-05
Position 546: 1.0106695791684556e-05
Position 397: 6.181543673162309e-06
Position 595: 5.553082535054745e-06
Position 1708: 4.882768102363049e-06
Position 693: 2.489697985498211e-06
Position 408: 2.1811560613241135e-06
Position 436: 1.6767756671997243e-06
Position 370: 1.3992682107875545e-06
Position 607: 8.782886570074956e-07
Position 618: 6.748325076648641e-07
Position 413: 2.296227478316827e-07
Position 698: 2.1966551749014398e-07
Position 927: 2.0071308738592613e-07
Position 622: 1.379049391961623e-07
Position 707: 1.2079632074068837e-07
Position 615: 9.079988240707478e-08
Position 332: 7.174684930457716e-08
Position 418: 5.649093007948038e-08
Position 727: 5.2276540235946035e-08
Position 221: 4.016913254479007e-08
Position 278: 3.884380111792663e-08
Position 1017: 3.250148176973415e-08
Position 958: 1.8323770813340672e-08
Position 842: 1.510846003530231e-08
Position 310: 1.919231635520757e-09
Position 171: 1.7457614575627203e-09
Position 178: 1.445039967846927e-09
Position 153: 6.189552205966072e-10
Position 103: 3.7834652360321886e-10
Position 204: 2.6545844144914093e-10
Position 155: 1.8758984642532159e-10
Position 184: 1.5017537675520425e-10
Position 225: 1.3554914893363812e-10
Position 123: 1.2317959270601213e-10
Position 110: 1.199763461664733e-10
Position 190: 6.121135274931741e-11
Position 230: 5.0368320520958326e-11
Position 99: 4.34257356882858e-11
Position 227: 4.1059069317583495e-11
Position 247: 3.761128470952123e-11
Position 194: 1.8233116080184075e-11
Position 127: 1.0224295772579345e-11
Position 113: 9.762595132196163e-12
Position 82: 8.078113115956793e-12
Position 120: 6.819288153302793e-12
Position 262: 5.652745432211324e-12
Position 85: 5.002581493206016e-12
Position 272: 3.936184274113305e-12
