Gene = CH17-140K24.8
index = 366
Annotated 5SS: [169]
Annotated 3SS: [22106]
SMsplice 5SS: [  169 10764]
SMsplice 3SS: [10670 17552]
top_k =  500
Partition function (log Z): -15.529806157333265

Sorted 5' Splice Sites (High to Low Probability):
Position 213: 0.9660607832297962
Position 10764: 0.7578779354707176
Position 2472: 0.4887999763111028
Position 11033: 0.26619580401436943
Position 2390: 0.14424670769599104
Position 1772: 0.12098615502777328
Position 4509: 0.044752620980215846
Position 3297: 0.03697604507359235
Position 2003: 0.02553549290849364
Position 567: 0.02178397115277565
Position 455: 0.013033633064576187
Position 329: 0.006339282086338382
Position 2264: 0.0062787950123869
Position 487: 0.005586743284953762
Position 1898: 0.005582264884095579
Position 1819: 0.004419608198168428
Position 1589: 0.0038875717627116
Position 2406: 0.003834135799248637
Position 1239: 0.003765182884647239
Position 1859: 0.003204779864144971
Position 2297: 0.002220322178999875
Position 5043: 0.0019318571789887673
Position 1784: 0.0017583989188544077
Position 1889: 0.0014161090702464992
Position 827: 0.0011821406450205293
Position 878: 0.001012097430934169
Position 1684: 0.0008399717134884997
Position 173: 0.0007661371683612336
Position 496: 0.00046434431401648073
Position 2786: 0.0004600289778239359
Position 1226: 0.0004192752747061075
Position 1724: 0.0002720175129028518
Position 3092: 0.00019189020398990844
Position 2581: 0.0001750381720287487
Position 2348: 0.00014822000446120255
Position 2979: 6.212489081384602e-05
Position 2833: 5.093310476661416e-05
Position 1064: 4.716774174588562e-05
Position 352: 3.308998032567145e-05
Position 1104: 3.117835486281884e-05
Position 318: 3.092123965535827e-05
Position 2422: 2.9852796791580813e-05
Position 687: 2.434630264032258e-05
Position 438: 1.656570244234288e-05
Position 202: 1.138165315597743e-05
Position 2459: 1.1040203819436483e-05
Position 1034: 9.658420006146473e-06
Position 1507: 8.476433895345612e-06
Position 1435: 4.594028644941124e-06
Position 1550: 3.379046555837137e-06
Position 617: 2.426825902222551e-06
Position 630: 7.325656740268078e-07
Position 52: 6.659332255726816e-07
Position 299: 4.4682039024659137e-07
Position 334: 2.52524104587433e-07
Position 440: 2.4460389690475316e-07
Position 58: 1.9075822557083468e-07
Position 103: 8.38958625091954e-08
Position 458: 5.230604395726787e-08
Position 188: 2.6495447578250537e-08
Position 332: 1.797271161883774e-08
Position 266: 1.7158826827050622e-08
Position 418: 1.6536279533594645e-08
Position 716: 8.267112235429318e-09
Position 236: 3.651159934171011e-09
Position 420: 3.294442159373329e-09
