Gene = GLUL
index = 599
Annotated 5SS: [ 528 3635 5076 5951 6447 6850]
Annotated 3SS: [3455 4913 5803 6318 6649 7482]
SMsplice 5SS: [1032 3635 3851 4832 5076 5951 6447]
SMsplice 3SS: [3534 3743 4694 4913 5803 6318 7482]
top_k =  500
Partition function (log Z): 3.2085253325483065

Sorted 5' Splice Sites (High to Low Probability):
Position 3635: 0.9490726534666288
Position 6447: 0.9159990408761384
Position 5076: 0.8971729598980916
Position 5951: 0.8372457389867622
Position 4832: 0.6141076172403181
Position 1032: 0.5091874055407901
Position 3851: 0.5035134974902143
Position 6850: 0.4669286105733214
Position 4465: 0.2861667046635364
Position 110: 0.22377894868393552
Position 528: 0.20880271720658422
Position 392: 0.16467219437862973
Position 7358: 0.15842156727769519
Position 1710: 0.15306685995058675
Position 778: 0.1326946418716917
Position 6118: 0.08392636199401014
Position 5016: 0.056587958997709416
Position 446: 0.0513937194972804
Position 1223: 0.051074797890005255
Position 6480: 0.05026837484491194
Position 3301: 0.04490756351351631
Position 35: 0.040856134839547795
Position 6484: 0.028473625165709265
Position 4278: 0.026381204355984626
Position 5526: 0.02547446883056639
Position 3614: 0.02465212925322149
Position 4749: 0.024523773800618664
Position 3624: 0.02320365384579862
Position 5845: 0.0173438217719419
Position 8276: 0.014027839731534125
Position 3861: 0.012121354925056699
Position 73: 0.011593408687594604
Position 8695: 0.009380295270954063
Position 2220: 0.009179189607909331
Position 7730: 0.007603878178966491
Position 897: 0.005330734417090087
Position 5679: 0.005210003991489715
Position 740: 0.005089936693380731
Position 5056: 0.004805266509214404
Position 1437: 0.004348399463804865
Position 4436: 0.004327977471069073
Position 2583: 0.0037935280787113157
Position 3145: 0.0030512138611777117
Position 1237: 0.0027070416608129264
Position 2555: 0.002696257979872171
Position 8156: 0.002483821070105477
Position 8193: 0.0023725148128619176
Position 4755: 0.0020797505578583775
Position 6568: 0.0016374020588868872
Position 5972: 0.001397880307678518
Position 6123: 0.0011707036292948052
Position 4444: 0.0008005222997458815
Position 4256: 0.0007582641866019281
Position 3669: 0.000729425899544429
Position 1599: 0.0006875800879315078
Position 5506: 0.000633183503922031
Position 3884: 0.0005778050873149286
Position 3914: 0.00047397454516285556
Position 4619: 0.0004530102460946309
Position 3536: 0.0003832904179454131
Position 4763: 0.000306827984388941
Position 4131: 0.00027680468872473156
Position 869: 0.0002751891169095755
Position 453: 0.00021408166141365922
Position 6728: 0.00019856573567291323
Position 1474: 0.00017633338205664943
Position 6432: 0.00016233162636426518
Position 4361: 0.00014889534426499888
Position 711: 0.00014466864090517223
Position 3572: 0.00012916424652865358
Position 5965: 9.255979754058576e-05
Position 8188: 8.936824273285662e-05
Position 1026: 7.872984661181854e-05
Position 1138: 6.976118313876423e-05
Position 3648: 6.32445677036324e-05
Position 3626: 4.7782569523351586e-05
Position 83: 3.939512553329594e-05
Position 15: 3.494452203619593e-05
Position 2563: 3.022895682620658e-05
Position 426: 2.1753512374957688e-05
Position 3514: 1.0644287826198705e-05
Position 724: 8.6300117377809e-06
Position 444: 8.40069866158549e-06
Position 964: 5.643811985528379e-06
Position 683: 5.548964790409519e-06
Position 1122: 5.129906464347986e-06
Position 6843: 3.0114630269740564e-06
Position 6792: 2.6203238943718413e-06
Position 7403: 2.5682422638017492e-06
Position 6726: 1.9176139196800546e-06
Position 419: 1.241964823892667e-06
Position 548: 5.040820945905942e-07
Position 6395: 4.88823491352472e-07
Position 1002: 3.9445962891445246e-07
Position 245: 2.915018909061752e-07
Position 6509: 7.481805593148338e-08
Position 782: 1.6468410263321412e-10
Position 550: 1.891342875672928e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4913: 0.9317637136507482
Position 6318: 0.9129200149234683
Position 5803: 0.8010324740616379
Position 7482: 0.649568269192559
Position 3534: 0.6052344423575522
Position 4694: 0.5891312296688584
Position 3743: 0.5165523529262864
Position 3455: 0.3794963991004732
Position 6649: 0.29080804268592664
Position 245: 0.2229959985571376
Position 9706: 0.16473246278772075
Position 4330: 0.15732427561384285
Position 866: 0.11405978487105761
Position 4385: 0.10136593409484733
Position 1589: 0.09330974497850245
Position 7218: 0.0734083069375689
Position 7179: 0.06266365445385197
Position 6737: 0.05977908188271203
Position 6661: 0.05738105027857061
Position 9810: 0.04827624915870236
Position 4182: 0.04476961305847701
Position 8526: 0.04411744551005149
Position 1370: 0.04186524554811365
Position 6205: 0.040481779239475046
Position 6018: 0.039008827409765384
Position 4730: 0.037125957884442146
Position 6345: 0.03682872797721375
Position 6037: 0.03503156403846206
Position 8104: 0.03096743896229354
Position 6769: 0.028847769042226017
Position 5768: 0.027850338871820063
Position 265: 0.02458664343982978
Position 3230: 0.02296917126814398
Position 1122: 0.02028099179020118
Position 5405: 0.01955803363921369
Position 9381: 0.01787462485923862
Position 5805: 0.017036280276566697
Position 10445: 0.016936155541468028
Position 6635: 0.01626110409344205
Position 3205: 0.014457610636176373
Position 4142: 0.014330700914529485
Position 7308: 0.013327897077411884
Position 4944: 0.01187633051872
Position 631: 0.011171219596369016
Position 6797: 0.00965097452713603
Position 3023: 0.00955573975960522
Position 6684: 0.008854097876737682
Position 1593: 0.008724024783255175
Position 3377: 0.00823858952874242
Position 8947: 0.007937566461642532
Position 7292: 0.007419653430705593
Position 5740: 0.007157874542365713
Position 5616: 0.006150196557299418
Position 1988: 0.005987589675002997
Position 4954: 0.005984001567980728
Position 6294: 0.005918078506524814
Position 9749: 0.005723321805647212
Position 7872: 0.005212294033622237
Position 10337: 0.005099211178120322
Position 3403: 0.004820023022518491
Position 4604: 0.004815842193440748
Position 5303: 0.004740163217826265
Position 4971: 0.0047385238834960555
Position 818: 0.004679120196852264
Position 6677: 0.004542813722302248
Position 7736: 0.004478520822638535
Position 2469: 0.004334128343359579
Position 6941: 0.004042636495316924
Position 832: 0.004019490686191021
Position 9178: 0.003681331800646685
Position 5357: 0.0034549840845260298
Position 1353: 0.0033855203972493054
Position 4656: 0.003346559329601726
Position 4915: 0.0032821932232121476
Position 5941: 0.002967023379013022
Position 5902: 0.0029131403184658273
Position 527: 0.0024993528859710355
Position 7628: 0.0024689777008254678
Position 8328: 0.00230896758347868
Position 7117: 0.0022972822132874076
Position 8155: 0.0020600920086061253
Position 1126: 0.0018475857095015937
Position 924: 0.0017893205254829348
Position 6816: 0.0017617999696067836
Position 2401: 0.0016529842318979652
Position 7672: 0.0016522395889373874
Position 6892: 0.0015613216435744408
Position 4282: 0.0015153810537917444
Position 4278: 0.0014342048331175338
Position 498: 0.00140978282724669
Position 7552: 0.0013450674288539343
Position 1615: 0.0013322007660632822
Position 417: 0.0013146447125277525
Position 3202: 0.0012877920903672628
Position 6002: 0.0012539971053171165
Position 4082: 0.0012149504224010618
Position 4509: 0.0011731104167704916
Position 2147: 0.0010536176696530268
Position 1611: 0.0010211145342726346
Position 1448: 0.0009728957990708302
Position 914: 0.0009302478857476087
Position 5287: 0.0008865608350508281
Position 6349: 0.0008767333385053295
Position 9111: 0.0007779244018237312
Position 6752: 0.000771093633392232
Position 10469: 0.0007564649512915014
Position 1377: 0.0007429589243989782
Position 2202: 0.0007357115461661423
Position 891: 0.0007257363007445934
Position 5020: 0.000709661249880559
Position 5664: 0.0006903123962379483
Position 2008: 0.0006736878508103237
Position 1386: 0.0006464033120986479
Position 5949: 0.0006417902893040546
Position 4046: 0.000587822358092153
Position 7079: 0.0005781048866973134
Position 6044: 0.0005697163062195326
Position 637: 0.0005355243890194334
Position 2423: 0.000532902440152147
Position 5880: 0.00045687356301830293
Position 3811: 0.00041708202238699025
Position 3757: 0.0004117795495743791
Position 390: 0.00040492257983266295
Position 2066: 0.0003881585481102179
Position 5603: 0.0003624196575834666
Position 6091: 0.00035975493764312905
Position 8025: 0.0003427991443173852
Position 2150: 0.00033993625226631314
Position 5667: 0.00031259706105060843
Position 4524: 0.00029727930069004346
Position 3753: 0.000287982131539584
Position 4254: 0.0002833035792102188
Position 1105: 0.0002603045617739199
Position 1411: 0.0002588598193193022
Position 4249: 0.0002519686848248824
Position 1221: 0.000212644879323152
Position 3339: 0.0001944556006279249
Position 6567: 0.00017631834104351682
Position 7349: 0.00017103315950731392
Position 3767: 0.00015624102709560148
Position 4187: 0.00014969840851767488
Position 3778: 0.00013335136763140232
Position 7357: 0.0001302502512298845
Position 6153: 0.0001250552156013161
Position 5583: 0.00010571958337070479
Position 3808: 0.00010304383699057706
Position 559: 8.065821023921793e-05
Position 760: 6.168753548225503e-05
Position 6550: 5.226152097311521e-05
Position 602: 4.789102158648563e-05
Position 3720: 4.5423157524310526e-05
Position 589: 4.090363469053393e-05
Position 671: 4.028943445870682e-05
Position 8192: 3.293462685619197e-05
Position 1153: 2.6184443264128902e-05
Position 1149: 2.3190709367206685e-05
