Gene = CDO1
index = 340
Annotated 5SS: [  727  3774  5794 10606]
Annotated 3SS: [ 3695  5638 10435 11491]
SMsplice 5SS: [ 727 3057 3774 7333]
SMsplice 3SS: [ 2936  3695  7256 11491]
top_k =  500
Partition function (log Z): -4.645640250933345

Sorted 5' Splice Sites (High to Low Probability):
Position 727: 0.9562639545946966
Position 3774: 0.9544311225845671
Position 3057: 0.7158637981014503
Position 7333: 0.6402723767855631
Position 8505: 0.41785098571043167
Position 159: 0.21944086895608747
Position 2368: 0.1542496098504662
Position 371: 0.13025067942222684
Position 1653: 0.12268114862873247
Position 2179: 0.10358952503145819
Position 10606: 0.10079706408600193
Position 5794: 0.09465373544953143
Position 5304: 0.0870435269343672
Position 7463: 0.08425104371281021
Position 9189: 0.07519015963429067
Position 4322: 0.05494793237026898
Position 7426: 0.05237771712314844
Position 2669: 0.04976954505325384
Position 8351: 0.047046951116047335
Position 1581: 0.04211142251488684
Position 7401: 0.04109598465090759
Position 7437: 0.03976281093043138
Position 8160: 0.03684307083052931
Position 4167: 0.03384590068250321
Position 5482: 0.03311635328235914
Position 2233: 0.02951891793157166
Position 153: 0.02927568154545443
Position 1782: 0.024431690676983902
Position 428: 0.023032161935960437
Position 3073: 0.020555024115272262
Position 2077: 0.019425024986729097
Position 1753: 0.018288973491260265
Position 1142: 0.016481120494334617
Position 5586: 0.01516348025579568
Position 4033: 0.015057377815191631
Position 432: 0.012124916012736358
Position 3107: 0.010262948420621198
Position 10079: 0.007753702907346929
Position 242: 0.007660688057512911
Position 1981: 0.007311740181542731
Position 8321: 0.006156092937866005
Position 9135: 0.005370070289019424
Position 2051: 0.005353766255823724
Position 9128: 0.005285919890462905
Position 5221: 0.004467231138268343
Position 4507: 0.004091678963031517
Position 4659: 0.0038450500438027948
Position 6940: 0.0038336664973909105
Position 5404: 0.0029140111503664352
Position 8829: 0.0014043019168376149
Position 177: 0.0012418263090518329
Position 438: 0.00107010302618944
Position 10: 0.0009914885140878062
Position 703: 0.000969123030455415
Position 5045: 0.0009537638074522756
Position 375: 0.0008350884205735993
Position 638: 0.0007905699087041877
Position 1263: 0.0007194719363580687
Position 59: 0.0006922142099661251
Position 2146: 0.00067661133432148
Position 3047: 0.0006285722097023017
Position 436: 0.0005620050387655172
Position 5055: 0.0005502305059739228
Position 653: 0.0005023896386915472
Position 5271: 0.0003744479414307978
Position 1683: 0.00030526417443132135
Position 1702: 0.00028302362833010586
Position 1676: 0.00023534666064582143
Position 1573: 0.00018933617994280194
Position 1706: 0.0001727651805686709
Position 525: 0.00012622529657170783
Position 314: 0.0001113755805794665
Position 7327: 9.570589451964829e-05
Position 327: 8.616987645384594e-05
Position 238: 8.03852353075251e-05
Position 1532: 8.005769109222839e-05
Position 205: 7.81322346790673e-05
Position 1710: 7.563509489515013e-05
Position 316: 7.275329380627846e-05
Position 7670: 4.819701888209814e-05
Position 7396: 3.962123700657855e-05
Position 7421: 3.3873311084452996e-05
Position 27: 2.3959190618884317e-05
Position 1901: 2.3114620662704207e-05
Position 1568: 2.1025774790944845e-05
Position 466: 1.8004813155807187e-05
Position 1611: 1.6737977891637023e-05
Position 1332: 1.3456070000261094e-05
Position 253: 1.2179116801527446e-05
Position 1807: 1.0448419126217889e-05
Position 644: 4.527573725382678e-06
Position 923: 3.9785674014046125e-06
Position 721: 3.538435115249556e-07
Position 712: 2.7201042894426987e-07
Position 694: 2.6057812719158784e-07
Position 318: 2.1251389489186582e-08
Position 53: 1.790891059316233e-08
Position 166: 1.635148945118867e-08
Position 440: 1.274333766738972e-08
Position 442: 7.038004963390497e-09
Position 454: 1.620084492476383e-09
Position 385: 1.6003771128368105e-09
Position 407: 4.275424340909741e-12
Position 220: 6.252521087155926e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 7256: 0.8524839099319503
Position 11491: 0.6036325871564812
Position 3695: 0.44467998578154355
Position 8260: 0.40390440384564796
Position 3643: 0.4018379843176353
Position 2936: 0.3774564270236061
Position 2999: 0.2681151338557382
Position 2050: 0.192503552757265
Position 9027: 0.18491164058189477
Position 517: 0.14144978057964538
Position 10435: 0.12463375975400473
Position 5146: 0.11601624837585292
Position 7775: 0.10903731414321781
Position 3655: 0.1082640908148844
Position 2263: 0.10285509865331574
Position 503: 0.09101128272365754
Position 1482: 0.08645433123289482
Position 5678: 0.07832213710557748
Position 619: 0.0734714149622116
Position 1557: 0.06862397885071099
Position 2897: 0.06694829464316017
Position 8273: 0.06642523693038783
Position 7201: 0.03889234567586018
Position 9072: 0.03878241771452285
Position 3913: 0.032145072871225804
Position 486: 0.031523140362116404
Position 2469: 0.03128050196196696
Position 4124: 0.029640193206775647
Position 9892: 0.028506783210623644
Position 1600: 0.027173173851725664
Position 5509: 0.02047846226900832
Position 451: 0.0189990702727786
Position 2949: 0.018217759874520293
Position 3909: 0.017671973184668666
Position 1737: 0.016782531825446628
Position 9418: 0.014991446909245351
Position 10827: 0.014682905897982096
Position 1883: 0.01450073572197513
Position 8313: 0.013486960178693618
Position 2558: 0.012209739511339695
Position 5443: 0.01196053802402628
Position 1053: 0.010950511271038636
Position 637: 0.010788410331091956
