Gene = CENPF
index = 342
Annotated 5SS: [  127 10722 11834 15500 16026 17752 19087 25977 27468 29408 34807 40130
 44206 45633 48692 49795 52209 54215 55834]
Annotated 3SS: [10518 11636 15377 15933 17459 18883 25850 27338 29284 34670 36725 41361
 45479 48514 49632 52045 53737 55654 60395]
SMsplice 5SS: [  127 10722 11834 15285 15500 16026 18319 25977 27468 29408 34807 44206
 48692 49795 52209 55834]
SMsplice 3SS: [10518 11636 15168 15377 15933 18141 25850 27338 29284 34670 44004 48514
 49632 52045 55654 60395]
top_k =  500
Partition function (log Z): 23.979652465193922

Sorted 5' Splice Sites (High to Low Probability):
Position 34807: 0.9999629176960156
Position 49795: 0.9920983378371374
Position 16026: 0.9907846096130289
Position 21842: 0.9806916518950647
Position 52209: 0.9788080782649099
Position 10722: 0.9697264398402939
Position 29408: 0.96567435315665
Position 27468: 0.9300990557231502
Position 55834: 0.9203885285700206
Position 11834: 0.9162865192336684
Position 15500: 0.8462965778211554
Position 44206: 0.7882465622005377
Position 127: 0.6987412588269019
Position 10329: 0.6095150240107963
Position 18319: 0.5853366777543846
Position 40130: 0.5707434373028466
Position 54549: 0.548502119227271
Position 48692: 0.5436507965804626
Position 2768: 0.4993029216022285
Position 25977: 0.4948215472299496
Position 15285: 0.48110361287381753
Position 25982: 0.4560518598976103
Position 37206: 0.45113150100471694
Position 17752: 0.4399265135427235
Position 2216: 0.38006477173135833
Position 54215: 0.37813918949340236
Position 10261: 0.37095259857545554
Position 56139: 0.35945492322431444
Position 27902: 0.3254898685879708
Position 37800: 0.30229118840784125
Position 48745: 0.3000006217244425
Position 172: 0.2824813202168496
Position 2533: 0.2590402944375219
Position 19087: 0.2522670886095734
Position 54170: 0.21093326920468772
Position 40900: 0.2107085050013381
Position 2003: 0.20785588785354278
Position 454: 0.205821850376187
Position 41701: 0.19286282202700833
Position 52543: 0.18991249426364087
Position 6058: 0.17965715819486072
Position 29537: 0.17671027458498317
Position 6034: 0.1756021239522385
Position 53841: 0.17088338672296036
Position 3447: 0.15164965926412888
Position 3759: 0.13359576718566402
Position 15520: 0.1304716381214461
Position 27656: 0.12046184930505269
Position 19528: 0.11847755555325462
Position 2066: 0.11275267150303435
Position 18364: 0.10802693535004466
Position 17985: 0.09739636866940009
Position 52927: 0.09588610546685165
Position 18665: 0.09424182830301699
Position 49159: 0.08993013407865692
Position 30385: 0.0891518658226708
Position 45480: 0.0842164220295391
Position 18238: 0.08296126079855906
Position 28191: 0.08130024502103064
Position 57396: 0.08116121175537126
Position 19333: 0.07860634995783855
Position 27729: 0.07805578421272759
Position 534: 0.07159956553555182
Position 28676: 0.06832063285593637
Position 45633: 0.06496229165390227
Position 18231: 0.06430913423594557
Position 30901: 0.06417589193579945
Position 352: 0.06404903395843119
Position 55170: 0.06328636563988464
