Gene = BNIP1
index = 137
Annotated 5SS: [  115  2444  9899 14331 15537]
Annotated 3SS: [ 2350  9806 14228 15417 19209]
SMsplice 5SS: [  115  9899 15537]
SMsplice 3SS: [ 9806 15417 19209]
top_k =  500
Partition function (log Z): -3.492219622885268

Sorted 5' Splice Sites (High to Low Probability):
Position 9899: 0.9612567764266106
Position 15537: 0.9271683597292691
Position 115: 0.9256519799302403
Position 2444: 0.4777946781698372
Position 7180: 0.44695384543979055
Position 10691: 0.31484353860005876
Position 14331: 0.2994682196923484
Position 17896: 0.25965512100319454
Position 17631: 0.2491159051571882
Position 1681: 0.24165188256098458
Position 8330: 0.11196615329040441
Position 494: 0.09879890260688577
Position 2072: 0.09681875889675558
Position 16520: 0.09074609737179684
Position 11584: 0.08200021918610044
Position 97: 0.06495799023667798
Position 5885: 0.054018974069320526
Position 10579: 0.03879723452978118
Position 15503: 0.02470946442084654
Position 17851: 0.023829746713195907
Position 17700: 0.022615469125873523
Position 2213: 0.02219118701819294
Position 11737: 0.018797854099680922
Position 16250: 0.017278529003822655
Position 10560: 0.015477671737596961
Position 2246: 0.013574201157966157
Position 650: 0.013036878522964458
Position 6174: 0.010191923953641236
Position 668: 0.0096833397978651
Position 631: 0.009439429442615948
Position 1737: 0.009038879239237576
Position 18099: 0.008426816648385911
Position 1824: 0.007460133637223436
Position 1903: 0.006821238324624926
Position 2242: 0.0066264599226145285
Position 1991: 0.006601657251004306
Position 17455: 0.00557124249348198
Position 14097: 0.005363586334996135
Position 18552: 0.005090522357484901
Position 17671: 0.004570442390305701
Position 19417: 0.004236419101014827
Position 577: 0.0032589052318019573
Position 9951: 0.0031085908030740917
Position 17653: 0.0029433308175686136
Position 170: 0.002853777888371436
Position 4948: 0.0026125600683578436
Position 174: 0.0021747666133843982
Position 588: 0.0012552038751397034
Position 1788: 0.001138465927018396
Position 2285: 0.0010738615999073206
Position 2709: 0.000921726739235869
Position 65: 0.0007127050670279177
Position 2677: 0.0007087312263980058
Position 280: 0.0005822320406797466
Position 9404: 0.000568551909640683
Position 6464: 0.00045716739758033136
Position 309: 0.00030286790155140597
Position 1168: 0.0002481143630980356
Position 789: 0.00019052039892685264
Position 4648: 0.00019008840433007069
Position 2761: 0.00017439450742314996
Position 4643: 0.00016841718965235867
Position 2591: 0.00015017355125595584
Position 499: 0.00011849025595816102
Position 1999: 0.0001115209944985222
Position 55: 9.552387512194706e-05
Position 410: 2.5976832108579726e-05
Position 2487: 2.1936244048525568e-05
Position 242: 1.328330239564037e-05
Position 1486: 1.2638455369059993e-05
Position 2448: 6.8892212906823985e-06
Position 2405: 4.666363699278694e-06
Position 2005: 4.229114615463894e-06
Position 1836: 2.74197164885084e-06
Position 258: 1.2243513860020684e-06
Position 272: 7.079239957035234e-07
Position 269: 5.014760995516947e-07
Position 79: 1.8437805911887124e-07
Position 213: 1.1622736254052768e-07
Position 1265: 3.002601510286951e-08
Position 274: 2.7191842163310598e-08
Position 606: 2.5931527723233403e-08
Position 49: 1.5887900273484146e-08
Position 13: 1.2304316656203335e-08
Position 186: 9.307182533552818e-09
Position 188: 2.8177287761045835e-09
Position 345: 4.130491772799062e-10
Position 22: 2.6201570767454265e-10
Position 413: 1.1992504926206048e-11
Position 701: 8.192415899994442e-12
Position 447: 7.78027582943678e-12
Position 600: 4.067255772199572e-12
Position 783: 3.1541725155442023e-12
Position 603: 2.252433168397041e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 9806: 0.9593975901901015
Position 15417: 0.9544563768779566
