Gene = CLSPN
index = 380
Annotated 5SS: [   82  4711  5663  6769  7525  7931  8833  9587 16184 18679 20296 20462
 21524 22022 23163 24478 26474 26788 30564 30793 31474 31937 32590 33015]
Annotated 3SS: [ 4601  5213  6606  7446  7857  8723  9011 15991 18421 20116 20396 21323
 21866 22935 24365 26397 26686 30398 30670 31345 31830 32506 32852 33321]
SMsplice 5SS: [   82  4711  6769  7525  8139  8833 18598 20536 21524 22022 24478 26474
 26788 30568 30793 31474 31937 32590 33015]
SMsplice 3SS: [ 4601  6606  7350  7857  8723 18421 20396 21323 21866 24365 26397 26686
 30398 30670 31345 31830 32506 32852 33321]
top_k =  500
Partition function (log Z): 31.06421312457927

Sorted 5' Splice Sites (High to Low Probability):
Position 26788: 0.9953623288695597
Position 31937: 0.9909522097632539
Position 31474: 0.9712183790987081
Position 26474: 0.9629637645865932
Position 33015: 0.9552046476106546
Position 8833: 0.9474318693016645
Position 21524: 0.943256546653321
Position 24478: 0.9077436493065917
Position 32590: 0.8349717522076582
Position 82: 0.8112646111610001
Position 18598: 0.8012285526703166
Position 22022: 0.6744458282853424
Position 7525: 0.6323944427827529
Position 4711: 0.6143039825077203
Position 20536: 0.6097531057071867
Position 9116: 0.4715894900834613
Position 30793: 0.4644101232034535
Position 30722: 0.4535408036887633
Position 8139: 0.45208929319052893
Position 30568: 0.4000313129835271
Position 20462: 0.36397732429243906
Position 7931: 0.3628356378785711
Position 4761: 0.2649156619650538
Position 16184: 0.23576053236805
Position 2667: 0.20363005979244334
Position 29108: 0.20275121186463346
Position 5663: 0.19116131430069547
Position 30564: 0.1847357594738396
Position 16975: 0.17191260247997314
Position 70: 0.1515538567712896
Position 23163: 0.15125016461034665
Position 7977: 0.14907774566602153
Position 26602: 0.137504254585752
Position 2660: 0.13459214556144927
Position 7274: 0.11814409546102915
Position 30193: 0.10941223392093247
Position 2308: 0.1074136243316754
Position 30502: 0.09055037641829851
Position 30598: 0.07432578033584458
Position 6773: 0.07288690661419003
Position 32747: 0.07279411157993003
Position 7530: 0.058656321053353944
Position 30514: 0.056082227055215136
Position 30773: 0.04808880855735086
Position 32631: 0.04325267661303663
Position 3703: 0.03955868250389064
Position 5234: 0.035486676172487144
Position 7241: 0.03454292689354649
Position 20871: 0.03211939938813667
Position 7496: 0.031138433926093164
Position 18114: 0.028945765443959638
Position 17162: 0.028328557382139026
Position 7036: 0.02473024300567889
Position 9211: 0.024119946653582153
Position 467: 0.024115283636994934
Position 24795: 0.023842293799244314
Position 33168: 0.022712775180744528
Position 2458: 0.022086586867812865
Position 21532: 0.02099768431747714
Position 32646: 0.019245098568852072
Position 2384: 0.01744535014652736
Position 30897: 0.017309929273349692
Position 9098: 0.015964592056218474
Position 22026: 0.015046441343032044
Position 30465: 0.013489327502028595
Position 30590: 0.012232937917863741
Position 2673: 0.011041519133916529
Position 3685: 0.009936229940039393
Position 20944: 0.009697810189661737
Position 31428: 0.009664514646136537
Position 8312: 0.008518537470726409
Position 26478: 0.00831443205537917
Position 28671: 0.007373625160837754
Position 17999: 0.007265063633911102
Position 2379: 0.007207890070865269
Position 2819: 0.006960232239883295
Position 6754: 0.006942996522518752
Position 5238: 0.0063406655772273515
Position 33142: 0.006214121810557724
Position 27683: 0.006149352397938558
Position 317: 0.005792934006133872
Position 1407: 0.005789372538331138
Position 8037: 0.0055358854821607375
Position 135: 0.00523631751850945
Position 25228: 0.004513549099351049
Position 4419: 0.004384089160287341
Position 5017: 0.00417102089141696
Position 31768: 0.003925098250761036
Position 26259: 0.0039190634638003145
Position 18679: 0.0037521411259276004
Position 31998: 0.0036286383323373248
Position 3735: 0.0029447155819033633
Position 26264: 0.0028393793328230204
Position 26494: 0.002680114416890015
Position 26819: 0.002541518136100056
Position 8400: 0.0025255300171878104
Position 29836: 0.002489965308793566
Position 8320: 0.002394067200643748
Position 5696: 0.0022047029619359565
Position 31977: 0.002156629368005703
Position 32231: 0.002008611376134327
Position 32686: 0.0018183076712990555
Position 7231: 0.001816296853802543
Position 7944: 0.0018036559541173417
Position 27034: 0.0017684505709311088
Position 21707: 0.0012952390116077951
