Gene = DIEXF
index = 445
Annotated 5SS: [  164  2141  3037  5352  7157  9205 11122 13049 14441 14689 15690]
Annotated 3SS: [ 2100  2795  5177  7067  8793 10901 12845 14257 14575 15443 23196]
SMsplice 5SS: [  164  3037  5944  7157  9205 14689 16230 21736 25963]
SMsplice 3SS: [ 2795  5820  7067  9032 14575 16068 21649 25892 29251]
top_k =  500
Partition function (log Z): -2.0686539587054362

Sorted 5' Splice Sites (High to Low Probability):
Position 3037: 0.9740804522321979
Position 7157: 0.916967058310356
Position 9205: 0.8806611055111111
Position 14689: 0.8022899163925058
Position 5944: 0.7941811966143396
Position 25963: 0.6772933358944377
Position 164: 0.6770291480128303
Position 23353: 0.6732459238284962
Position 19428: 0.5890138812444021
Position 15690: 0.45945970276784015
Position 16230: 0.44666108933898935
Position 16159: 0.32380292356624935
Position 14441: 0.2961424724500652
Position 204: 0.2871964698746346
Position 5352: 0.2512436380753198
Position 17297: 0.24006363351027696
Position 21900: 0.20997722150646772
Position 2141: 0.20857102238310596
Position 16222: 0.20841711481287842
Position 18625: 0.1936769871710406
Position 10995: 0.175337296857083
Position 3540: 0.12390138624609308
Position 5387: 0.11819691899878994
Position 13049: 0.10599404232357218
Position 3451: 0.06549110821717329
Position 8654: 0.062023449564521785
Position 19982: 0.061563351049421164
Position 26613: 0.06120858744857827
Position 5931: 0.06094355502935004
Position 1620: 0.04876794867348371
Position 6601: 0.042751038450586386
Position 26228: 0.03784907909564499
Position 6805: 0.03320547015797254
Position 5499: 0.031961823197523005
Position 11122: 0.029387619032311258
Position 12792: 0.024806344192135843
Position 15339: 0.02420721240953872
Position 12347: 0.023405433353574125
Position 15535: 0.022915376267106418
Position 18630: 0.02014649443771818
Position 15314: 0.019906760669383083
Position 5284: 0.019829624202184315
Position 6088: 0.01968239549535109
Position 1690: 0.019005400843647786
Position 3579: 0.017779030152037127
Position 4575: 0.01733638131153813
Position 1677: 0.01529551206481425
Position 13484: 0.012616061687194315
Position 5958: 0.012203501745220358
Position 3602: 0.012198708496145768
Position 5365: 0.012187615309081933
Position 1177: 0.012016840407119839
Position 33: 0.01135660010671648
Position 2988: 0.01093947486700937
Position 4025: 0.010426212406637542
Position 2168: 0.010069485238328228
Position 5363: 0.009850376173214997
Position 10776: 0.009826800334742517
Position 2980: 0.009663729760778747
Position 3347: 0.009292296035147534
Position 10641: 0.008480789359552867
Position 3643: 0.008171066429203141
Position 18701: 0.006594571391595791
Position 1888: 0.006379875433635306
Position 21774: 0.005273463509608646
Position 17763: 0.005193528171212378
Position 353: 0.0038563232133222137
Position 1271: 0.003628526059455807
Position 14236: 0.003359012833170259
Position 2428: 0.0032468145575945107
Position 5939: 0.0031982787054112122
Position 23366: 0.0031384398438612034
Position 5564: 0.0030920538109505745
Position 3493: 0.002973937865965443
Position 21731: 0.0029660853375243603
Position 10767: 0.0029291102197679195
Position 8062: 0.002659859173684
Position 3456: 0.002659075022876301
Position 6626: 0.002534356974144038
Position 10129: 0.002491199422675174
Position 1849: 0.00245321834155524
Position 5319: 0.0024048071347759757
Position 9115: 0.0020525402242143774
Position 7380: 0.001149106520980391
Position 10725: 0.0011173262185202358
Position 633: 0.0011148550601579592
Position 2266: 0.0010177100907231246
Position 5138: 0.0009325961606606184
Position 677: 0.0009207094419286609
Position 2977: 0.0008400756469195445
Position 2179: 0.0007392659986013015
Position 1396: 0.0007095301957090999
Position 10608: 0.0007044563930709011
Position 5639: 0.0005564596133208035
Position 2399: 0.0005336393794190296
Position 5394: 0.0005130593865274845
Position 2309: 0.0004717706064615299
Position 219: 0.00046085457053624224
Position 718: 0.0003832012175027384
Position 227: 0.00037017448681253844
Position 2534: 0.0003563499320469888
Position 2687: 0.0003216848561605425
Position 3810: 0.0002385267076865782
Position 2172: 0.00022760097026719005
Position 3119: 0.0002206031637221647
Position 1604: 0.00020651734246452424
Position 4281: 0.00017533441380408133
Position 2621: 0.00017386445742503923
Position 491: 0.0001600408775358796
Position 8611: 0.00014774565010004648
Position 8522: 0.00012937172503616457
Position 2333: 0.00012371704150184845
Position 214: 0.00011830185869980677
