Gene = ALG3
index = 74
Annotated 5SS: [ 227 3259 3504 3774 4371 5181 5418 6159]
Annotated 3SS: [3158 3355 3612 4249 4974 5340 6013 6294]
SMsplice 5SS: [ 190 3259 3504 3774 5181 5440 6159]
SMsplice 3SS: [3158 3355 3612 5049 5340 6015 6294]
top_k =  500
Partition function (log Z): 11.372729636486195

Sorted 5' Splice Sites (High to Low Probability):
Position 3504: 0.9998704111185822
Position 3259: 0.9739961198474761
Position 5440: 0.8867473463625573
Position 5181: 0.8610443583800637
Position 190: 0.842445400601203
Position 6159: 0.6724323677510141
Position 4371: 0.45788591037644794
Position 3774: 0.43051867369261493
Position 3706: 0.3097913160481952
Position 2807: 0.20454566757185194
Position 3722: 0.14258868202087932
Position 227: 0.14127762931735346
Position 5786: 0.10804786100326959
Position 2880: 0.0819525693071573
Position 4179: 0.07582498919379098
Position 4107: 0.05196473666820496
Position 2903: 0.03769642406684749
Position 4975: 0.0365933797522411
Position 4113: 0.025125785160541737
Position 5482: 0.018910927188832933
Position 421: 0.017980985542301653
Position 1155: 0.017396357249604647
Position 5877: 0.012517461568783698
Position 3213: 0.012224217723072745
Position 6093: 0.012067140590378733
Position 2767: 0.0075741772222233964
Position 5172: 0.007179892537591375
Position 5827: 0.006763087973596563
Position 5700: 0.0043367929467227045
Position 3043: 0.003496003219991308
Position 3240: 0.0034620431418620145
Position 550: 0.0034320983973320906
Position 3194: 0.003403058153101334
Position 5867: 0.003296515165948703
Position 3289: 0.0029939759322120335
Position 5633: 0.002785491580420607
Position 3758: 0.002649035107912787
Position 2892: 0.0025076087206076904
Position 4172: 0.0017858673049412316
Position 3850: 0.001737783032600431
Position 1286: 0.0017036891140564823
Position 1320: 0.001595825555567706
Position 885: 0.001440922722232827
Position 790: 0.001317510409548073
Position 231: 0.0012260684343442512
Position 1837: 0.0012068370109056153
Position 2686: 0.0010947792810892345
Position 917: 0.0009884954114466318
Position 3276: 0.0008953223781515431
Position 4117: 0.0007693243035161231
Position 60: 0.0007337427946395856
Position 4157: 0.0007282351735203723
Position 6295: 0.0006406641178754857
Position 2698: 0.0005541073532019128
Position 4047: 0.00055335483295435
Position 208: 0.00047001611499006415
Position 3263: 0.0004123614026821994
Position 5280: 0.0004115658771252635
Position 163: 0.00038456946273930073
Position 2692: 0.0003243277131484158
Position 1991: 0.000296885635331185
Position 4166: 0.000294614465294461
Position 320: 0.0002916464742508285
Position 2983: 0.00026538604093423484
Position 1443: 0.0002628193538396008
Position 1415: 0.00022882603833608892
Position 3795: 0.00022745146367863692
Position 2664: 0.00021715304039172898
Position 2724: 0.00021470429996806587
Position 2860: 0.0001845729750357123
Position 5460: 0.00016336016428291267
Position 6505: 0.00015869964215338772
Position 2907: 0.00015607339288175543
Position 65: 0.00015509010148745565
Position 2088: 0.0001335040539367243
Position 5390: 0.00012724304624020112
Position 2657: 0.0001237777596376508
Position 3257: 0.00011035853547502508
Position 481: 8.292773879343358e-05
Position 1728: 6.274072485504999e-05
Position 3018: 6.0701951672773044e-05
Position 5620: 5.8408261274655544e-05
Position 1050: 5.75362907009332e-05
Position 220: 4.800978880756529e-05
Position 3858: 4.749326651132446e-05
Position 3876: 4.6847250759324154e-05
Position 3030: 4.676979583764794e-05
Position 2262: 4.30594053673269e-05
Position 3508: 4.1536382381144553e-05
Position 2938: 4.004032397237614e-05
Position 3305: 3.722229857882849e-05
Position 2367: 3.526154265046831e-05
Position 586: 3.425017299757832e-05
Position 2910: 2.3627110095790868e-05
Position 1598: 2.1908840518343298e-05
Position 581: 2.1477794624378977e-05
Position 5477: 1.590870912201411e-05
Position 3900: 1.1936799433848425e-05
Position 3300: 7.696453278777226e-06
Position 3697: 5.922661600337363e-06
Position 2219: 4.904501581226636e-06
Position 3656: 4.261450230518699e-06
Position 3639: 2.9135512710919983e-06
Position 3356: 2.0955323750032995e-06
Position 3673: 7.872496017180115e-07
Position 3374: 2.1908826821693557e-07
Position 3474: 1.2495777858860215e-07
Position 3447: 1.0551625928358068e-07
Position 25: 1.0249863970014985e-07
Position 3367: 4.8849792596147814e-08
Position 3392: 3.796723333911181e-08
Position 1192: 3.787917669199718e-08
Position 1982: 3.6546940688806674e-08
Position 3389: 3.0094564634384246e-08
Position 4026: 3.004405364025372e-08
Position 640: 2.700735152398461e-08
Position 5756: 1.6840911595680003e-08
Position 504: 1.0474751551873611e-08
Position 628: 1.010661833689849e-08
Position 3918: 6.375039540102192e-09
Position 3658: 4.056502089877984e-09
Position 3613: 3.6787821734159254e-09
Position 3311: 2.3642855613654556e-09
Position 579: 1.3835394817645718e-09
Position 3555: 1.2068513541076766e-09
Position 591: 9.406643093453491e-10
Position 501: 7.445616347426517e-10
Position 334: 5.765888535380253e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3355: 0.9973086139211529
Position 3158: 0.9899110282535297
Position 3612: 0.9084733827413999
Position 5340: 0.8901560626351697
Position 6294: 0.7268161533573462
Position 6015: 0.42067038152557495
Position 5049: 0.40151382944331226
Position 4249: 0.3541766183966923
Position 2641: 0.33569205819823267
Position 5068: 0.18130471496293463
Position 5731: 0.16845382347642907
Position 6225: 0.16126797314541222
Position 5968: 0.12740175658354702
Position 5089: 0.10828123767023633
Position 6062: 0.09664272474099352
Position 4855: 0.07476494789093635
Position 4974: 0.074277482539728
Position 4319: 0.07375267381755893
Position 3841: 0.049930932170049985
Position 3980: 0.04768888946275026
Position 6081: 0.046231193934765845
Position 5171: 0.03646253560488859
Position 6354: 0.027825812501895437
Position 5345: 0.020722784293677705
Position 4087: 0.01927534095075522
Position 4912: 0.015376778540497548
Position 314: 0.012694531891456593
Position 4804: 0.010724762568062311
Position 6477: 0.010450574791767968
Position 4104: 0.010435226208343196
Position 4268: 0.0082385660318915
Position 3164: 0.007150073211192383
Position 3984: 0.006728735396013413
Position 295: 0.005951543716331381
Position 3844: 0.005662623957009276
Position 4213: 0.005362444318674521
Position 6415: 0.005139184354791409
Position 5673: 0.004739123774807888
Position 4050: 0.004493213190839504
Position 5459: 0.004470526570882245
Position 6397: 0.003669693103103217
Position 851: 0.003138320313064182
Position 5012: 0.003046496167392815
Position 4047: 0.0029933748236191725
Position 4257: 0.002815826940627873
Position 5826: 0.0027619067625635017
Position 5533: 0.002297351823328923
Position 4346: 0.002183143538854571
Position 2583: 0.0019285392712268476
Position 4003: 0.0016726800374530955
Position 1079: 0.0016655048273945842
Position 1801: 0.0013677611746650033
Position 4026: 0.0013080377502968144
Position 2929: 0.0012230791273773606
Position 3330: 0.0010325879060935335
Position 3406: 0.001006898811059209
Position 461: 0.000997979703643018
Position 747: 0.0009361340175238033
Position 765: 0.0009202585964252121
Position 5004: 0.0009088617654715638
Position 1041: 0.000903148469843694
Position 783: 0.0008781725680688689
Position 5896: 0.0007805366160899713
Position 6242: 0.0007119996833503781
Position 988: 0.0006480065494050165
Position 2535: 0.0005850704494777806
Position 2817: 0.0005739068114848736
Position 5578: 0.0005688698977923233
Position 4736: 0.0005349994115154494
Position 672: 0.000527775964260577
Position 6250: 0.000527048914156317
Position 549: 0.0005232517756380554
Position 2879: 0.00043686233611822146
Position 6496: 0.0004257440247868554
Position 719: 0.0004256835711644759
Position 3773: 0.00038046260396822827
Position 6595: 0.0003779428596916404
Position 3093: 0.00035926021671140666
Position 1195: 0.00033841909535560835
Position 387: 0.00033362310225635514
Position 5385: 0.0003072557675686346
Position 1370: 0.0003046633073784229
Position 3363: 0.00030393843616644185
Position 1043: 0.0002996635415070645
Position 1218: 0.0002907000066328688
Position 586: 0.0002804937244638347
Position 2644: 0.00027209606622157525
Position 1242: 0.0002529814739200916
Position 1037: 0.00023750129327325213
Position 5536: 0.00022212881284276408
Position 3434: 0.00018440979805471982
Position 418: 0.0001587409114070363
Position 994: 0.00014718736238841042
Position 1015: 0.0001449604307392472
Position 1710: 0.0001295130464053288
Position 3884: 0.0001228303716768641
Position 2895: 0.00011422184266894464
Position 2742: 0.00011035781115086562
Position 2684: 8.800267847447414e-05
Position 6427: 8.322077799583925e-05
Position 4116: 8.158364192577201e-05
Position 2616: 8.143823232461719e-05
Position 1285: 7.234728883297131e-05
Position 1011: 6.745234055230605e-05
Position 1374: 5.339012762197283e-05
Position 1050: 5.253463920906843e-05
Position 1542: 5.20182752892092e-05
Position 1198: 4.7675174377786685e-05
Position 1750: 4.475666556378044e-05
Position 2681: 4.4317036066437586e-05
Position 868: 4.2691239469242215e-05
Position 2131: 4.234086332248492e-05
Position 1091: 4.1638772793950065e-05
Position 3722: 4.069002088847393e-05
Position 1206: 3.8984270081705086e-05
Position 1894: 3.8832718154759656e-05
Position 1155: 3.8677532040728974e-05
Position 4111: 3.7430551177278425e-05
Position 2334: 3.526739821418798e-05
Position 568: 3.3667448652715925e-05
Position 2774: 3.2635256024721784e-05
Position 3111: 2.7357060926655765e-05
Position 1591: 2.53053622340229e-05
Position 2492: 2.3449689257593206e-05
Position 3697: 2.1813111935043583e-05
Position 1270: 2.1350159623344216e-05
Position 375: 1.9826112056472004e-05
Position 3238: 1.9099037051498654e-05
Position 1935: 1.818591108431239e-05
Position 3846: 1.75183266031885e-05
Position 962: 1.711370946621133e-05
Position 3896: 1.5908914626766096e-05
Position 1225: 1.5380877586245497e-05
Position 1407: 1.500500496197426e-05
Position 3138: 1.4799080414091401e-05
Position 5495: 1.4614821711973293e-05
Position 5469: 1.271184319148544e-05
Position 1289: 1.0826270987090512e-05
Position 690: 9.677085714387049e-06
Position 1005: 9.672975917548893e-06
Position 5645: 7.822318373605507e-06
Position 473: 7.6212862157026535e-06
Position 3494: 5.4267507767005645e-06
Position 3012: 3.423611991613012e-06
Position 2157: 1.986553115218293e-06
Position 2020: 1.9225667813343244e-06
Position 2978: 1.464246046859347e-06
Position 1991: 1.3984382811772098e-06
Position 3411: 1.3864376685720052e-06
Position 1627: 1.2025429558996724e-06
Position 1563: 1.1264534981014256e-06
Position 1585: 1.006474323612175e-06
Position 648: 9.432205383926978e-07
Position 1313: 7.620621899407047e-07
Position 789: 7.474373393192399e-07
Position 433: 6.753694163651108e-07
Position 640: 6.386409891923921e-07
Position 3744: 2.51182894459391e-07
Position 3569: 2.2117627026042125e-07
Position 3304: 1.1742621120233622e-07
Position 368: 2.2010464403844936e-08
Position 420: 4.767949530234131e-09
Position 260: 4.4884990049843576e-09
Position 264: 4.279301169289446e-09
Position 1305: 2.8819508661579275e-09
Position 787: 2.4570026410158806e-09
Position 478: 2.419148131366927e-09
Position 1418: 2.1529745381352547e-09
Position 785: 2.001724658649124e-09
Position 898: 1.5961269309969087e-09
Position 862: 1.5406966689787412e-09
Position 884: 1.4795869445938522e-09
Position 481: 1.374579204708088e-09
Position 889: 1.3743384827179938e-09
Position 1319: 1.2555621631963192e-09
Position 955: 1.1630114997399238e-09
Position 218: 1.0255314525831063e-09
Position 435: 6.9600212202342e-10
Position 256: 5.000754701711502e-10
Position 697: 4.770943334428892e-10
Position 485: 2.910237011445781e-10
Position 108: 1.3468974760203026e-10
Position 144: 1.1943958719330804e-11
Position 96: 2.237862012797098e-12
Position 189: 2.2257035789129352e-12
Position 123: 1.9057044409343735e-12
Position 121: 1.0501814031852331e-12
Position 492: 7.468450478082572e-13
Position 251: 1.2998037434835162e-13
Position 240: 1.1224253001772217e-13
Position 246: 5.041582415446524e-14
Position 231: 7.836002091614497e-15
