Gene = RP11-544M22.13
index = 1176
Annotated 5SS: [   65 16195 17557 17935 37660 37925 38314 38799 39069 39305 39549 39902]
Annotated 3SS: [16116 17456 17831 37590 37816 38166 38595 38965 39196 39535 39852 40037]
SMsplice 5SS: [   65   394  1032 17557 17935 25119 25446 29121 37660 37925 38314 38799
 39069 39305 39549 39902]
SMsplice 3SS: [  270   788 17456 17831 24993 25213 29009 37590 37816 38166 38595 38965
 39196 39535 39852 40037]
top_k =  500
Partition function (log Z): -21.71885000216989

Sorted 5' Splice Sites (High to Low Probability):
Position 1032: 0.8650760558278848
Position 394: 0.82727211400311
Position 65: 0.6878265839066673
Position 200: 0.2903946601777289
Position 420: 0.041971794465577514
Position 1527: 0.02922756011663013
Position 1042: 0.028103988245348935
Position 1339: 0.023364528118687514
Position 1248: 0.021872737289431555
Position 1229: 0.015847916512663967
Position 1637: 0.014072601385798411
Position 446: 0.004953742243081604
Position 1165: 0.004642218778526713
Position 1314: 0.0038533661814150895
Position 1768: 0.002866111728626592
Position 1151: 0.002724631829976339
Position 1742: 0.0026293307628922065
Position 750: 0.0018922835385777543
Position 1659: 0.0018809421371061375
Position 870: 0.0016247146638532879
Position 401: 0.00128886895103967
Position 336: 0.0011359967197838788
Position 971: 0.000951258522430988
Position 1062: 0.0009328139266926275
Position 5789: 0.0007207193133275459
Position 437: 0.0007076811533506767
Position 102: 0.000629679213851783
Position 718: 0.000580795847386371
Position 93: 0.0004738591741437928
Position 537: 0.0004258272789064507
Position 111: 0.00032026390557676033
Position 715: 0.00022053807518895594
Position 722: 0.0001380586910790026
Position 1272: 0.00011435622462024833
Position 744: 0.00011392794020295158
Position 1471: 0.0001038598454366803
Position 884: 5.806297241991898e-05
Position 876: 5.721850835805724e-05
Position 423: 2.9521001140623983e-05
Position 503: 2.6765538956074176e-05
Position 163: 1.9890911428936512e-05
Position 1334: 1.977495801878765e-05
Position 868: 1.911523200392113e-05
Position 129: 1.6249123012235587e-05
Position 40: 1.5106109923630684e-05
Position 1531: 1.5013492107453039e-05
Position 279: 1.3051160386810862e-05
Position 134: 1.1385595448651563e-05
Position 1332: 1.0788293498816558e-05
Position 1451: 3.788589784870842e-06
Position 588: 3.384061089363772e-06
Position 1231: 3.2096056744100844e-06
Position 1016: 3.0172116563835437e-06
Position 698: 1.9516870131970263e-06
