Gene = PDPN
index = 1008
Annotated 5SS: [  636 23842 27052 30261 30947]
Annotated 3SS: [23707 26921 30221 30834 32439]
SMsplice 5SS: [  636 23842 27052 30947]
SMsplice 3SS: [23707 26921 30834 33261]
top_k =  500
Partition function (log Z): -22.47049459516398

Sorted 5' Splice Sites (High to Low Probability):
Position 636: 0.9665894933126001
Position 2250: 0.6547284087062935
Position 398: 0.26001278376040127
Position 1730: 0.1290399009101698
Position 7395: 0.12651313575331724
Position 1250: 0.11415167060472393
Position 376: 0.10567661689585403
Position 383: 0.05448000315518493
Position 2274: 0.04773564945967727
Position 877: 0.04696886371769636
Position 4464: 0.04524235369125015
Position 211: 0.041603059866087096
Position 77: 0.035924471592255466
Position 1295: 0.021670866614689557
Position 361: 0.013444766975502308
Position 4578: 0.006150118489856167
Position 1289: 0.003454057621504765
Position 2104: 0.002939143430048615
Position 1299: 0.0025776196878489425
Position 2268: 0.0024648208041127316
Position 1379: 0.002372584011792166
Position 1630: 0.002227455470313684
Position 2175: 0.0017978454096830678
Position 2866: 0.0017853760080192716
Position 39: 0.0016475356112687525
Position 715: 0.0016375286880353254
Position 1353: 0.0013136656215538796
Position 1784: 0.0013047640344446133
Position 754: 0.0005672674402095406
Position 724: 0.0005299447326760484
Position 578: 0.0004781123537741593
Position 112: 0.0004655227265194264
Position 758: 0.0004511207765454249
Position 839: 0.000447228527776412
Position 935: 0.00040049017843906006
Position 1700: 0.00035247401825542384
Position 942: 0.00027896092500275573
Position 996: 0.0002344597022376293
Position 816: 0.00018340475346031274
Position 496: 0.0001681576841179624
Position 1349: 9.261992445626406e-05
Position 463: 5.172238485821443e-05
Position 144: 3.6936931325500586e-05
Position 1345: 3.2368385033807584e-05
Position 1212: 2.943730858284966e-05
Position 123: 2.8643562916383137e-05
Position 126: 2.4388886866667586e-05
Position 182: 1.899589014843258e-05
Position 620: 1.321943456926429e-05
Position 1083: 8.04718548063e-06
Position 928: 6.5461538901686344e-06
Position 141: 6.17551990648166e-06
Position 1394: 5.060834018238536e-06
Position 2421: 5.041481592463023e-06
Position 1107: 3.358645338295427e-06
Position 580: 7.211570978214006e-07
Position 652: 7.020705537013828e-07
Position 239: 4.1685846233006414e-07
Position 1055: 1.4051637018200475e-07
Position 1646: 1.2384958082310294e-07
Position 487: 5.879761006116545e-08
Position 116: 2.7909662035108627e-08
Position 905: 1.5515681527234064e-09
Position 809: 1.4885898451882406e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2127: 0.4413033327021087
Position 544: 0.3865200129216689
Position 12361: 0.21575945650510148
Position 7288: 0.13720174716246636
Position 5238: 0.12873279667236698
Position 2174: 0.1249607284497445
Position 517: 0.12422147478324387
Position 1541: 0.1166529936767089
Position 1201: 0.10631216168027223
Position 7497: 0.09616982882056387
Position 9108: 0.08740669470606048
Position 2154: 0.0754288485597172
Position 8062: 0.07442075730858354
Position 11913: 0.06021518605333972
Position 2042: 0.056064899419483546
Position 12235: 0.05013829039615658
Position 8744: 0.04134987816780883
Position 4348: 0.03059403748420903
Position 768: 0.029917967424838588
Position 2490: 0.024364436638863327
Position 1557: 0.022995410960863272
Position 4928: 0.022582701122184648
Position 991: 0.01985898480747553
Position 5708: 0.01774469842108187
Position 3821: 0.01668900053709228
Position 12165: 0.01667264707901049
Position 4394: 0.01523136489523445
Position 1157: 0.012425233376052006
Position 2132: 0.011911015645199865
Position 2603: 0.011113205577562952
Position 6752: 0.011069284887190285
Position 1986: 0.010901814887823574
Position 6075: 0.010684937930657985
Position 1127: 0.0091331808819624
Position 1885: 0.008254348719429866
Position 10229: 0.007412244619778032
Position 4544: 0.006870344393857628
Position 1908: 0.006116348900740091
Position 4144: 0.005591718334307784
Position 9129: 0.005554325974823611
Position 5258: 0.004409403698516469
Position 5294: 0.004164843346906503
Position 8274: 0.00372870471313305
Position 2740: 0.003283210793531372
Position 2458: 0.002844704959362722
Position 4906: 0.002769142080004055
Position 4419: 0.0025866688984871673
Position 5234: 0.0015960867279019636
Position 4951: 0.001571599403411087
Position 522: 0.0015213505788164194
Position 6851: 0.0014828912548365966
Position 1364: 0.0014563430308494891
Position 6797: 0.0014023620652896193
Position 6407: 0.001384089047933111
Position 5733: 0.001133821104963644
Position 6119: 0.0008825367759157606
Position 5668: 0.0007466546777209863
Position 1640: 0.0006295813178963664
Position 4817: 0.0006266989537438613
Position 1205: 0.0005959186827515709
Position 968: 0.0005603782938164322
Position 2632: 0.0005107210107518459
Position 1928: 0.0005083767981181338
Position 965: 0.00041655904031391344
Position 477: 0.0004138460308314772
Position 1203: 0.00040728155900698144
Position 1438: 0.00028354517308898413
Position 1409: 0.00022843106325275465
Position 732: 0.0001924867362284857
Position 1676: 0.00018561880919675309
Position 1029: 0.0001843306907445993
Position 815: 0.00018069386962379645
Position 2549: 0.00016305859979900145
Position 1564: 0.00015234713758168625
Position 2071: 0.00013303898955399466
Position 547: 0.00011796681273174775
Position 629: 7.328092176509146e-05
Position 396: 4.192190387747263e-05
Position 1972: 3.117303182935691e-05
Position 4175: 2.795207421122149e-05
Position 824: 2.6036903363056762e-05
Position 152: 2.0187317346419225e-05
Position 797: 1.7177449437730123e-05
Position 723: 1.6641849607625815e-05
Position 868: 1.632313029792774e-05
Position 791: 1.56553882498934e-05
Position 606: 1.2589400486989965e-05
Position 577: 9.70268646512619e-06
Position 793: 8.714612153353422e-06
Position 788: 8.223912045182513e-06
Position 549: 6.942839996758316e-06
Position 1179: 6.0934409260505225e-06
Position 785: 5.033603684209196e-06
Position 584: 4.137056850145444e-06
Position 182: 3.3524775443570104e-06
Position 1047: 3.1956451214702965e-06
Position 632: 2.9462874955959107e-06
Position 200: 2.5666148296891943e-06
Position 853: 2.2406443314812453e-06
Position 1041: 1.9577116764194748e-06
Position 1076: 1.7374454754282838e-06
Position 173: 1.6357080584705497e-06
Position 259: 1.4749009740619873e-06
Position 850: 9.100711555889859e-07
Position 830: 7.960981720477277e-07
Position 993: 5.320225051291942e-07
Position 1223: 4.196258030675624e-07
Position 752: 3.8491113643693317e-07
Position 737: 3.134048724132191e-07
Position 149: 2.9306832006463905e-07
Position 777: 8.744472908356442e-08
Position 293: 4.3056084006824345e-08
Position 2300: 3.495945010711685e-08
Position 1181: 3.488824819717862e-08
Position 805: 2.6147335335691803e-08
Position 361: 2.165667806878833e-08
Position 278: 1.6884766609025385e-08
Position 267: 5.3867597850675595e-09
Position 232: 3.2162416769998094e-09
Position 407: 2.5190375801259924e-09
Position 336: 1.956365470414636e-09
Position 376: 1.3280591984320484e-09
Position 261: 1.1049320387234759e-09
Position 160: 9.51175628919248e-10
Position 334: 5.635684686367293e-10
Position 635: 1.593909650133141e-11
