Gene = IQCC
index = 713
Annotated 5SS: [  63  637 1101 1460]
Annotated 3SS: [ 492  847 1340 1578]
SMsplice 5SS: [  63  637 1101 1460]
SMsplice 3SS: [ 492  847 1340 1578]
top_k =  500
Partition function (log Z): -1.8286515053852785

Sorted 5' Splice Sites (High to Low Probability):
Position 63: 0.9296106494073615
Position 1101: 0.923202909934008
Position 1460: 0.8219975737712345
Position 637: 0.7137395003254088
Position 1452: 0.15381180439080366
Position 48: 0.020610794213587146
Position 559: 0.018641390205255237
Position 568: 0.013909475701758095
Position 546: 0.008342047686006267
Position 389: 0.006209164332163258
Position 39: 0.0029172573983161005
Position 927: 0.0014049102629378205
Position 1670: 0.0013157711758211169
Position 965: 0.0008867381516738822
Position 887: 0.0008246025737622969
Position 514: 0.0007298177322944009
Position 82: 0.0002354574939729467
Position 1503: 0.00021520996747479101
Position 976: 0.00014485073597373267
Position 152: 0.00012053567754904486
Position 1509: 0.00011670948208213915
Position 455: 9.573516344578467e-05
Position 1558: 8.325917155712651e-05
Position 1238: 8.046710858059023e-05
Position 1496: 6.321149125770445e-05
Position 2174: 6.193983818888462e-05
Position 50: 5.4342863690673406e-05
Position 594: 5.4088694394948254e-05
Position 789: 4.977693270251747e-05
Position 499: 4.8422568951781485e-05
Position 384: 4.319202115336022e-05
Position 681: 2.290280531456347e-05
Position 1771: 1.6335197406894608e-05
Position 1551: 1.434453925223624e-05
Position 116: 1.1494902382743319e-05
Position 1143: 7.536527377519698e-06
Position 700: 5.4243371618689435e-06
Position 729: 4.956094569927609e-06
Position 428: 2.4598528235467467e-06
Position 774: 1.5254267513581236e-06
Position 320: 1.2892494548855822e-06
Position 157: 9.942162887980591e-07
Position 121: 8.690499188669155e-07
Position 11: 6.487599574944924e-07
Position 247: 5.604518494297514e-07
Position 195: 5.078089094864664e-07
Position 1167: 1.2517683128490467e-07
Position 809: 9.665772249346008e-08
Position 330: 6.730710782869797e-08
Position 1426: 3.873243896459683e-09
Position 1393: 2.200305613984266e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1340: 0.977146808752984
Position 1578: 0.8133663037839751
Position 847: 0.5860403964279757
Position 492: 0.5438391221992378
