Gene = SMC2
index = 1275
Annotated 5SS: [  218  1293  2038  4309  5423  5944  6174  7934  8314 17555 19216 19822
 20570 22060 24116 25903 28973 30846 32525 33221 35586 37866 40316 43906]
Annotated 3SS: [ 1038  1887  4185  5383  5832  6128  7699  8163 17320 19055 19703 20430
 21939 23910 25766 28847 30651 32380 33025 35384 37748 40154 43757 44878]
SMsplice 5SS: [  218  2038  4309  5423  5944  6174  7802  8314 17555 19216 19822 20570
 22060 24116 25903 28973 30846 32525 33221 35586 37866 40316 43906 46113]
SMsplice 3SS: [ 1887  4185  5383  5832  6128  7699  8163 17320 19055 19703 20430 21939
 23910 25766 28847 30651 32380 33025 35452 37748 40154 43757 46035 46223]
top_k =  500
Partition function (log Z): 31.644548717472325

Sorted 5' Splice Sites (High to Low Probability):
Position 8314: 0.9978054913208175
Position 20570: 0.9968683563919328
Position 43906: 0.984642718696076
Position 37866: 0.9817444104134059
Position 33221: 0.9666792558830074
Position 24116: 0.9644640177799374
Position 32525: 0.956809010374613
Position 25903: 0.9521767408247167
Position 19822: 0.949418813783003
Position 35586: 0.9243194516512452
Position 28973: 0.9231902558299515
Position 5944: 0.9020102898910217
Position 4309: 0.8954923649498551
Position 40316: 0.8816958994346966
Position 22060: 0.8764849838031585
Position 30846: 0.8017332428454772
Position 19216: 0.7799092226017487
Position 6174: 0.7009308083339185
Position 2038: 0.6905395505683813
Position 46113: 0.6337323386670105
Position 7802: 0.5410632972345758
Position 5423: 0.5276262332347489
Position 28768: 0.46566638215402784
Position 218: 0.4453322880336331
Position 5730: 0.43739894460585416
Position 33606: 0.4326664341387836
Position 1293: 0.3376616264324515
Position 30253: 0.33576164678522563
Position 7934: 0.3244475102998327
Position 17555: 0.31760211122158066
Position 703: 0.18175663042815912
Position 9672: 0.15838362874416162
Position 30489: 0.15331941998601223
Position 10681: 0.1527426194165156
Position 10949: 0.1369722037680515
Position 46157: 0.12592033894487517
Position 425: 0.12530871811516536
Position 189: 0.12389759550509681
Position 1844: 0.1211984315692534
Position 40655: 0.09995351452023685
Position 3948: 0.09725495254145888
Position 43314: 0.08848237471244633
Position 5676: 0.08479657975611742
Position 20876: 0.07919638657190971
Position 38776: 0.0735722543009791
Position 28749: 0.07207615408101704
Position 23635: 0.07182754502571648
Position 6400: 0.07038601402488759
Position 227: 0.07028907868276403
Position 22585: 0.0700154957763343
Position 30476: 0.06885022102582476
Position 21267: 0.06789069638460984
Position 10960: 0.060315621754678396
Position 32263: 0.05520032050457906
Position 39405: 0.05434698586541825
Position 5458: 0.0532469525110156
Position 38780: 0.0530930386289833
Position 38677: 0.052991680627308156
Position 21257: 0.04641343853877484
Position 650: 0.044884727147700254
Position 19254: 0.043081363929483724
Position 31975: 0.04237858652887707
Position 22520: 0.03943633127003029
Position 11203: 0.038275792359755346
Position 44904: 0.038054833851391565
Position 23802: 0.03686342478485536
Position 28753: 0.03495898166360997
