Gene = GBA2
index = 577
Annotated 5SS: [  883  4614  4932  7557  8404  8703  9020  9231  9601  9914 10227 10477
 10703 10997 11192 11481]
Annotated 3SS: [ 4521  4815  7337  8163  8599  8865  9104  9427  9808 10118 10324 10595
 10853 11075 11288 11780]
SMsplice 5SS: [  744  4614  4932  8404  9020  9231  9601 10227 10477 10703 10997 11192
 11481]
SMsplice 3SS: [ 4521  4815  8163  8865  9104  9427 10118 10324 10595 10926 11075 11288
 11780]
top_k =  500
Partition function (log Z): 21.367286666317234

Sorted 5' Splice Sites (High to Low Probability):
Position 4614: 0.9961836977979441
Position 9020: 0.9921236002618056
Position 10997: 0.9327213826974079
Position 8404: 0.8941506530208527
Position 10227: 0.8580212369014947
Position 11192: 0.8291171904695697
Position 4932: 0.7181894202537124
Position 10477: 0.7130351280660194
Position 10703: 0.5668561371556217
Position 9231: 0.5301720086591185
Position 9601: 0.4570980853564116
Position 11481: 0.44450655178612586
Position 9217: 0.4310841657673115
Position 744: 0.3437517745215773
Position 7557: 0.32860569546508145
Position 10711: 0.32798307574406993
Position 8703: 0.2685821485609716
Position 9914: 0.2621504877482416
Position 1209: 0.2544948763639027
Position 883: 0.22598217702907789
Position 2139: 0.19762344750640895
Position 5953: 0.19057482167532663
Position 4274: 0.17449070720457688
Position 8657: 0.16720124939459705
Position 10245: 0.13269269014871046
Position 149: 0.12020626728350195
Position 1388: 0.10779488433893875
Position 9614: 0.09404429012418843
Position 764: 0.08892255262466622
Position 10735: 0.08889907509466852
Position 5010: 0.08431744826955445
Position 8729: 0.08007382017543122
Position 657: 0.06525525645826959
Position 10513: 0.06356389748741716
Position 11439: 0.06232583708639567
Position 11249: 0.05815487134276509
Position 8612: 0.05744501680812179
Position 8741: 0.055607901234185436
Position 8777: 0.05189092596145753
Position 10468: 0.05158141185024247
Position 5744: 0.04666705616403487
Position 10436: 0.04180957365880065
Position 122: 0.041243365609967296
Position 10411: 0.04072949800407761
Position 11611: 0.03134332178814075
Position 9673: 0.030236749004580656
Position 4403: 0.026454895100225438
Position 10518: 0.02544228062184594
Position 1431: 0.02433059655465823
Position 5957: 0.023727176220182354
Position 8288: 0.022636903476850243
Position 9644: 0.020957724488302663
Position 1107: 0.020653143773551284
Position 5969: 0.016775133808408935
Position 8713: 0.016669956043471046
Position 5790: 0.013793925353075864
Position 2320: 0.01375174106372103
Position 5533: 0.013556539867111648
Position 7439: 0.013097467336597599
Position 161: 0.011702028228207349
Position 8519: 0.011341804818069925
Position 9313: 0.010852111578158566
Position 9903: 0.009131189386721111
Position 2900: 0.008984782612459502
Position 194: 0.008929865743139422
Position 647: 0.00847135017132797
Position 488: 0.008185221994542111
Position 3073: 0.007752479160159599
Position 1039: 0.0077406807401189815
Position 9387: 0.007719466943434209
Position 11515: 0.006093540885630037
Position 4457: 0.0059290043749299845
Position 10398: 0.005662678122377967
Position 9039: 0.005332660320018118
Position 8765: 0.004607665988971621
Position 3124: 0.004466530317718663
Position 2204: 0.004178561724878554
Position 2235: 0.00399625913320644
Position 9679: 0.003915920738684923
Position 10461: 0.003533397187232218
Position 3873: 0.0034180769769034053
Position 6664: 0.003326712476057939
Position 10686: 0.002628333443409307
Position 11748: 0.0025088124925337196
Position 11443: 0.002467391558239564
Position 951: 0.0022422790550772065
Position 11752: 0.0022384151306244333
Position 8784: 0.0021895656266180475
Position 8491: 0.0020596777353986424
Position 3733: 0.0019342787500057621
Position 4946: 0.0019261843816689257
Position 1049: 0.0018981432961522407
Position 9443: 0.0015018877480521542
Position 187: 0.0014823033084871984
Position 9580: 0.0013885161398088622
Position 11580: 0.0013004656658406985
Position 10013: 0.0012952200946444224
Position 1384: 0.0012921448230826676
Position 521: 0.0011404399463640419
Position 11310: 0.0011010779807019632
Position 11118: 0.0009165843236031636
Position 11242: 0.0008299762180553567
Position 4592: 0.0008238547758083952
Position 10156: 0.000737934937979043
Position 11398: 0.0007069159451251823
Position 12056: 0.000684590510994413
Position 4723: 0.000671993049034306
Position 1606: 0.0006151473046380475
Position 10470: 0.0005804138847857618
Position 2085: 0.0005716623392308963
Position 9237: 0.0005568328447005365
Position 9700: 0.0005107890178082824
Position 9108: 0.0004933408148848718
Position 2763: 0.0004870300862103344
Position 9183: 0.0003928138846196189
Position 4663: 0.0003873954254817807
Position 11376: 0.00029318071104326776
Position 9009: 0.00023580903298331407
Position 4673: 0.00022566878459453262
Position 1953: 0.0002242647897933598
Position 9117: 0.00018104937020633103
Position 5023: 0.00016717525925497077
Position 10472: 0.00015419312906768927
Position 9548: 0.00010719126180928006
Position 10502: 0.00010038182435751666
Position 1580: 8.933464868388469e-05
Position 731: 7.988293705877589e-05
Position 9317: 7.822554824329339e-05
Position 10233: 7.316042808203674e-05
Position 839: 6.84803969860897e-05
Position 4757: 6.732752622213515e-05
Position 7435: 5.975236632071684e-05
Position 4537: 4.893413635190108e-05
Position 10172: 3.332735007688648e-05
Position 8927: 2.0559781602769446e-05
Position 5405: 2.0527624801397294e-05
Position 10402: 1.97460337682006e-05
Position 641: 1.0084227139784622e-05
Position 5945: 9.205324303667038e-06
Position 5095: 8.802603166028528e-06
Position 9168: 8.73768303436083e-06
Position 6073: 8.69937199059498e-06
Position 5330: 5.996611278567097e-06
Position 8990: 4.925425098509346e-06
Position 18: 3.3029934049878193e-06
Position 8912: 2.265965234410139e-06
Position 5340: 2.1884564731502457e-06
Position 8892: 1.9985466591435843e-06
Position 605: 1.6965927849949243e-06
Position 347: 1.281622992793247e-06
Position 36: 9.917860298445827e-07
Position 261: 4.120460592324767e-07
Position 176: 1.8346706031919736e-08
Position 295: 1.1727477538635783e-08
Position 127: 7.3015936313832756e-09
Position 234: 1.393964738000118e-09
Position 585: 1.1265612133230107e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4521: 0.9985657398920865
Position 9104: 0.9759484537818734
Position 8865: 0.969403772554962
Position 10324: 0.9402044929575233
Position 10118: 0.9354045802630355
Position 11288: 0.8693288708946364
Position 11075: 0.8584411613583919
Position 8163: 0.7138134195581749
Position 8599: 0.6634603148918973
Position 4815: 0.6192452155121979
Position 10595: 0.6156876988427545
Position 9427: 0.612643903101406
Position 10926: 0.6007135194490927
Position 11780: 0.5629752625829666
Position 10568: 0.37030881892229905
Position 9808: 0.23848328079492415
Position 2071: 0.2146703089007851
Position 4215: 0.19981868533464936
Position 7319: 0.19403053382447139
Position 8321: 0.18890372533038197
Position 5901: 0.16291574493533323
Position 4886: 0.15941143341582162
Position 10902: 0.11968128171553769
Position 10958: 0.11554078582072645
Position 1097: 0.09957079444057745
Position 10853: 0.09676068714441044
Position 1021: 0.07810642018983224
Position 7337: 0.06056426996596432
Position 7344: 0.06024987707370139
Position 5743: 0.05908508890702906
Position 11858: 0.05380799000230112
Position 1297: 0.043905053139406125
Position 10134: 0.04015309380918246
Position 1300: 0.038078302535636314
Position 5615: 0.03638372988371522
Position 5565: 0.027278506687866338
Position 8092: 0.024689411990130614
Position 9736: 0.02400078713211324
Position 11657: 0.021289253286560172
Position 4722: 0.020148185179439216
Position 1326: 0.019986219502965516
Position 8923: 0.01937374634098792
Position 931: 0.017904921453582797
Position 8581: 0.016012464743305633
Position 1146: 0.01585431812233834
Position 7417: 0.015493632882310345
Position 10077: 0.01296268427851313
Position 11623: 0.012491370157755657
Position 2964: 0.012219009477878236
Position 7526: 0.011424601421552369
Position 8643: 0.011127967784979872
Position 5478: 0.008776429672968811
Position 1368: 0.008409846769043411
Position 1100: 0.008208028631542102
Position 12308: 0.00791890358148031
Position 10410: 0.0077859680306702084
Position 11100: 0.0076795324702902176
Position 4343: 0.0071579160629442065
Position 5444: 0.007129539209579002
Position 8627: 0.007125349711580331
Position 11113: 0.007060403763587766
Position 8805: 0.00661267926786951
Position 1081: 0.0065357177114562905
Position 11137: 0.0053205200204611515
Position 10882: 0.0051037323358354945
Position 11528: 0.00486865930149791
Position 4907: 0.0048501706285225855
Position 8603: 0.004823168576673461
Position 9786: 0.0041172456282808955
Position 11636: 0.0040276313365968245
Position 11097: 0.003818676072414585
Position 9129: 0.003462392133367318
Position 2664: 0.0033530599179658217
Position 1913: 0.0030786654192215337
Position 11559: 0.002887885127277554
Position 3574: 0.0027633676372766365
Position 3772: 0.0025889880896325292
Position 234: 0.0024862665783978383
Position 8004: 0.0024299417206853947
Position 10810: 0.0022848696674728566
Position 620: 0.002278458518474366
Position 10047: 0.0021409893948782666
Position 11720: 0.002049617741395795
Position 10619: 0.002001243771709402
Position 6306: 0.0019580486265341843
Position 300: 0.0019168168700525894
Position 2803: 0.0018528610028468026
Position 2645: 0.001741341777523782
Position 11358: 0.0015774215802032234
Position 11336: 0.0015093070427871411
Position 5871: 0.0014332593637833148
Position 11416: 0.0013996444909992027
Position 2598: 0.0013769585034101005
Position 6551: 0.0013686638495237554
Position 8495: 0.0013506106462776732
Position 9528: 0.0013401867470261475
Position 9313: 0.0012588346890130045
Position 8511: 0.0012450468223923913
Position 2433: 0.0011475914969233329
Position 11804: 0.00109474210986397
Position 1825: 0.00109318015682314
Position 577: 0.0010694825698459745
Position 9155: 0.0010666032047415986
Position 9671: 0.000950709781065522
Position 8927: 0.0008527983752011956
Position 11121: 0.0007033311545248976
Position 9813: 0.0006481612987497689
Position 995: 0.0006306899121669753
Position 10383: 0.0006166807280363531
Position 11593: 0.0005853471588564328
Position 809: 0.0005826721607692105
Position 5450: 0.0005613168929770632
Position 8885: 0.0005060641413185297
Position 10935: 0.0005048887623344924
Position 5636: 0.000488535874425128
Position 646: 0.00048184080850205836
Position 471: 0.0004773651274680287
Position 4866: 0.00044883240014125767
Position 12286: 0.00040817059144276343
Position 5719: 0.0003745609202798152
Position 5581: 0.00035492934706025616
Position 11690: 0.00032873904217878085
Position 11348: 0.0002928636157199801
Position 8829: 0.00026695839352121765
Position 9738: 0.0002497050074836456
Position 11149: 0.00024557054775934073
Position 9116: 0.0002019777907675134
Position 566: 0.0001796892153558762
Position 9983: 0.0001601186260475577
Position 11463: 0.00016003680162571786
Position 1191: 0.00015051949072588034
Position 689: 0.00014133426032388586
Position 365: 0.00013695438148977434
Position 7961: 0.0001251187549778184
Position 9489: 0.00012188430708514761
Position 4871: 0.00012167259077404574
Position 12328: 0.0001119867828936677
Position 8762: 0.00010022907924645489
Position 1956: 9.908842109423092e-05
Position 4864: 9.806815772415767e-05
Position 9710: 9.637217756391571e-05
Position 10297: 9.620130374245081e-05
Position 5818: 9.583235264782751e-05
Position 5199: 9.065011901877023e-05
Position 5701: 7.643197256790636e-05
Position 948: 7.551096301243699e-05
Position 520: 7.539293223193485e-05
Position 11174: 7.442880638692365e-05
Position 691: 7.043646156342127e-05
Position 742: 6.943985513748059e-05
Position 1048: 5.563229429467466e-05
Position 9386: 5.291150921453447e-05
Position 945: 5.0840965765335516e-05
Position 1043: 5.008621696339677e-05
Position 849: 4.994554347644972e-05
Position 763: 4.71041596834363e-05
Position 5358: 4.6169691414155216e-05
Position 653: 4.357604093493239e-05
Position 5274: 3.88804933468788e-05
Position 637: 3.865216589379019e-05
Position 904: 3.7932493019614624e-05
Position 535: 3.5545166983751905e-05
Position 1374: 3.269570752896249e-05
Position 1132: 3.0101163723133207e-05
Position 9181: 2.862280270231881e-05
Position 622: 2.8307622644576484e-05
Position 749: 2.3463904954799087e-05
Position 9136: 2.143001403531195e-05
Position 396: 2.0583679557056527e-05
Position 4917: 1.6702983623700638e-05
Position 9142: 1.4489161354661677e-05
Position 4730: 9.884188168385237e-06
Position 2110: 9.218999523260609e-06
Position 309: 8.221952636627763e-06
Position 830: 7.993320261159343e-06
Position 5418: 7.314788286659326e-06
Position 724: 7.208734090184079e-06
Position 802: 5.586884890853858e-06
Position 542: 4.741179238683887e-06
Position 605: 4.38239963650349e-06
Position 712: 4.044352587718665e-06
Position 5221: 4.003645566979947e-06
Position 1105: 2.8206732743846078e-06
Position 595: 2.699475215597204e-06
Position 675: 2.4506517540622758e-06
Position 254: 1.987381791729526e-06
Position 990: 1.678872232493646e-06
Position 406: 1.4816637902391287e-06
Position 9495: 1.4445336373058514e-06
Position 11161: 1.3613674672168172e-06
Position 280: 7.222595792431912e-07
Position 862: 6.026739900639476e-07
Position 814: 4.82385337141603e-07
Position 369: 3.6371752581761443e-07
Position 5159: 3.4571912104021944e-07
Position 869: 3.1507079845327566e-07
Position 11390: 3.122797667257819e-07
Position 671: 2.489544915635619e-07
Position 593: 2.2477522667833366e-07
Position 1715: 2.0062670829300052e-07
Position 11241: 6.805687615302472e-08
Position 496: 5.7146279035490827e-08
Position 4974: 2.5964345323943574e-09
Position 488: 1.8605293322871727e-09
Position 574: 1.5218018226162082e-09
Position 661: 8.507004580543053e-10
Position 9317: 8.165239119331056e-10
Position 582: 7.393648463219066e-10
