Gene = RP11-511P7.5
index = 1174
Annotated 5SS: [ 172 3343]
Annotated 3SS: [2437 5013]
SMsplice 5SS: [172]
SMsplice 3SS: [2437]
top_k =  500
Partition function (log Z): -3.788742231753576

Sorted 5' Splice Sites (High to Low Probability):
Position 172: 0.9854578187075265
Position 3343: 0.4159782025702364
Position 2341: 0.32856374213146505
Position 2622: 0.3185551083867323
Position 759: 0.2966314315415443
Position 1949: 0.19109087197181382
Position 3639: 0.08512675164151501
Position 2718: 0.07782686816213663
Position 1588: 0.04896401284355004
Position 1022: 0.03849831098107116
Position 4913: 0.034284049541304644
Position 4868: 0.028175874977125356
Position 1108: 0.024868511232696348
Position 4825: 0.0247664852867534
Position 998: 0.0186391403556009
Position 4363: 0.016831424718781775
Position 1646: 0.014974071545822743
Position 1421: 0.014740514068558792
Position 3707: 0.01464499746606591
Position 2681: 0.013582372143496394
Position 176: 0.009698996113076968
Position 4736: 0.008026694837573501
Position 1298: 0.006677513930275813
Position 2188: 0.006157343506268576
Position 1616: 0.004629663250321635
Position 974: 0.0034158196644718834
Position 1782: 0.002201283792391737
Position 434: 0.002033850093540258
Position 2325: 0.0019464545923227614
Position 4254: 0.001793387460969636
Position 4836: 0.0017542987346212684
Position 1143: 0.0017266007497790145
Position 2521: 0.0016943400935581134
Position 1086: 0.0012919828840975895
Position 385: 0.0011281487200707307
Position 1040: 0.0009919090042646902
Position 2212: 0.0008567199414441982
Position 555: 0.0007945869598325208
Position 4796: 0.0007904643592976943
Position 1703: 0.0007569770966892592
Position 550: 0.0005732793545973788
Position 1197: 0.0005694842097551717
Position 3834: 0.0004018882800255455
Position 958: 0.0003609480392262643
Position 837: 0.00034822865195296613
Position 2444: 0.00033493493975252976
Position 2588: 0.0003323171207197705
Position 543: 0.0003099017398196533
Position 1069: 0.00023677134865854942
Position 296: 0.00020528136128906193
Position 925: 0.00020463631020281933
Position 954: 0.00019748681296707254
Position 2331: 0.0001900280643092362
Position 1596: 0.00018794724607278286
Position 2495: 0.00017970132052590193
Position 2047: 0.00017712487786266526
Position 211: 0.0001129638217012361
Position 560: 9.074758306574247e-05
Position 1302: 7.240412330251126e-05
Position 852: 6.477161379176708e-05
Position 1304: 6.181525936645144e-05
Position 1708: 5.949863612045382e-05
Position 1191: 5.4239473400276005e-05
Position 570: 4.560840552638524e-05
Position 1300: 4.1738231775042924e-05
Position 1364: 2.5211528372503715e-05
Position 478: 2.181467889785639e-05
Position 1793: 1.8738087250743793e-05
Position 565: 1.279574997768728e-05
Position 1285: 1.1936117791887191e-05
Position 285: 6.8328157673597715e-06
Position 963: 5.867648183665094e-06
Position 1203: 5.666907914847134e-06
Position 346: 4.517113232012809e-06
Position 706: 4.281094018662188e-06
Position 254: 4.049252781416876e-06
Position 333: 3.9831666422639144e-06
Position 763: 3.819089082964684e-06
Position 1245: 3.11415782344196e-06
Position 483: 2.070065391510034e-06
Position 659: 1.6137229982805971e-06
Position 516: 1.3156230792894226e-06
Position 546: 1.1254536378781181e-06
Position 438: 7.489352140293857e-07
Position 983: 7.055577707002638e-07
Position 496: 6.565162860335691e-07
Position 378: 6.438757122282256e-07
Position 534: 4.6975589219854534e-07
Position 452: 4.4055332866584224e-07
Position 217: 4.3358321102185085e-07
Position 830: 4.1030869149075616e-07
Position 464: 4.05774422440173e-07
Position 103: 3.233300246306674e-07
Position 309: 2.819987828840338e-07
Position 74: 2.5734570755143905e-07
Position 274: 1.4460431085936638e-07
Position 689: 6.115625685119886e-08
Position 472: 5.773774896146508e-08
Position 681: 3.6130655863020966e-08
Position 929: 2.7151290953638726e-08
Position 765: 5.692320022832679e-09
Position 6: 7.363434496318925e-10
Position 266: 5.1893812663986025e-11
Position 424: 2.0051150509937773e-11
Position 351: 2.1367459084759548e-13
Position 47: 2.614890482565094e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 2437: 0.7185335286748562
Position 5013: 0.37337863494540324
Position 3214: 0.3259658668595007
Position 592: 0.2131490045646869
Position 2081: 0.20959881677506184
Position 1497: 0.1518144258402204
Position 4684: 0.1384683267868047
Position 1826: 0.12418993167606608
Position 4735: 0.0836726668706274
Position 3170: 0.07482598981257928
Position 3426: 0.06844043505435571
Position 996: 0.06550875714348944
Position 3495: 0.062493211213932226
Position 3454: 0.059389522970006
Position 2129: 0.0583935204059325
Position 922: 0.051147703253886345
Position 697: 0.041742912980842636
Position 1876: 0.03938554470024213
Position 514: 0.029826017423436595
Position 4137: 0.02487362849921062
Position 2257: 0.01820863079674414
Position 2173: 0.011745322991380376
Position 3627: 0.011439524227688663
Position 2562: 0.011021872442063796
Position 2015: 0.008979476796772037
Position 2597: 0.008055169985754654
Position 3231: 0.00798131746852039
Position 4294: 0.006895122520353121
Position 2046: 0.006848581127171027
Position 3287: 0.006509254249986491
Position 295: 0.006229586062981721
Position 1913: 0.005964649282070774
Position 5019: 0.005101378338636924
Position 3689: 0.0034364461680002753
Position 1064: 0.00289268514710831
Position 650: 0.002509667211361637
Position 531: 0.0018778986629562292
Position 1315: 0.0018736060680732006
Position 604: 0.001177582697293596
Position 2821: 0.0011333029371028514
Position 344: 0.000910060821867973
Position 1800: 0.0008466361175731266
Position 1318: 0.000810008015945123
Position 3603: 0.0007551397242419637
Position 2609: 0.0007373528073895186
Position 1068: 0.0006192520878003748
Position 3063: 0.0006106647024646985
Position 1781: 0.0005142509624564014
Position 574: 0.0004951977106257843
Position 2612: 0.0004884161424153929
Position 702: 0.0004802282695640137
Position 1793: 0.0003949384363592786
Position 1708: 0.0003819670215310455
Position 1182: 0.000376567135889517
Position 1965: 0.00032399809329688057
Position 3911: 0.0002929764011465323
Position 1002: 0.0002648658748687022
Position 694: 0.00023143929074702292
Position 1364: 0.00018789584787003594
Position 1239: 0.0001785085278572118
Position 1336: 0.00017833813561640856
Position 534: 0.0001509891433116241
Position 450: 0.00012940365676427994
Position 647: 0.00012701356878776652
Position 424: 0.00011188183100447165
Position 606: 9.336611783813237e-05
Position 673: 9.155912520675928e-05
Position 1462: 8.745372013533174e-05
Position 874: 8.546435952503752e-05
Position 447: 8.364290820807471e-05
Position 818: 8.22287859548621e-05
Position 977: 6.074005696070186e-05
Position 675: 5.923057875385297e-05
Position 1754: 4.0049318317943424e-05
Position 494: 3.767171358256688e-05
Position 554: 3.449290646928385e-05
Position 1325: 3.0494820519160252e-05
Position 1291: 2.448976020963475e-05
Position 1020: 9.207997828983464e-06
Position 929: 6.445909615787464e-06
Position 1224: 6.129727330850736e-06
Position 411: 5.778017478511834e-06
Position 496: 3.054401238137717e-06
Position 730: 2.8710479752295715e-06
Position 974: 1.7988264502883775e-06
