Gene = NDUFS5
index = 934
Annotated 5SS: [  81 2623]
Annotated 3SS: [2404 8073]
SMsplice 5SS: [  81 2623]
SMsplice 3SS: [2404 8073]
top_k =  500
Partition function (log Z): -5.674877635885124

Sorted 5' Splice Sites (High to Low Probability):
Position 2623: 0.9734388693685372
Position 81: 0.8774661810453582
Position 85: 0.11227973759501433
Position 2911: 0.04466346648130263
Position 1738: 0.02366622709187323
Position 297: 0.020356646317668366
Position 2118: 0.0129481999214492
Position 4830: 0.010919527781447863
Position 2122: 0.009376131906870444
Position 6214: 0.00865282036633765
Position 6270: 0.007500957182027822
Position 5704: 0.007216590765886792
Position 5499: 0.007067326130619524
Position 6849: 0.006954667699997976
Position 711: 0.006740436981283997
Position 2261: 0.006373871907101372
Position 6081: 0.005661917103352723
Position 641: 0.004989339079767368
Position 700: 0.004816105261540513
Position 7957: 0.004543540698562704
Position 4653: 0.004343291045540319
Position 1017: 0.0040715773874804
Position 2938: 0.003427507494883103
Position 643: 0.0032497451387229663
Position 654: 0.0032464071330626115
Position 6362: 0.003168655367343905
Position 4788: 0.002960773106369949
Position 6163: 0.002725828097666968
Position 2770: 0.002465787220215851
Position 3191: 0.002188027551896679
Position 5454: 0.0021161668476310834
Position 1145: 0.0017072917531999975
Position 139: 0.0016932446944124405
Position 5626: 0.0014968167155129306
Position 1034: 0.0014846284645882318
Position 477: 0.0013989555727997986
Position 6492: 0.001345081921659758
Position 6965: 0.0013260142839345676
Position 4971: 0.0012956252443591235
Position 2498: 0.0010622190122725852
Position 577: 0.0010058962818063207
Position 2549: 0.0009041331245564952
Position 2802: 0.0008498437598250777
Position 2433: 0.0007467323635291883
Position 6551: 0.0006852904223682923
Position 5470: 0.000617640369202663
Position 990: 0.0005954534690865253
Position 2474: 0.000582206230119357
Position 3396: 0.0005540225295072207
Position 2724: 0.0005438356304845833
Position 3077: 0.0005338559321196479
Position 6199: 0.0004503513528317202
Position 6023: 0.0004406104605378178
Position 564: 0.00041329838866096456
Position 6307: 0.0003925564283801761
Position 2640: 0.0003701508320738706
Position 1105: 0.00035507268610760465
Position 2534: 0.0003391183339681628
Position 4344: 0.00033601200030218586
Position 3331: 0.00032149444322169895
Position 8087: 0.0003162036788282943
Position 1838: 0.0003135860634477043
Position 1234: 0.0003001255846480015
Position 4994: 0.00025849128706281863
