Gene = GPN2
index = 613
Annotated 5SS: [ 612 1329 4325 6138]
Annotated 3SS: [ 1171  4163  6006 10547]
SMsplice 5SS: [ 168 1329]
SMsplice 3SS: [1171 6006]
top_k =  500
Partition function (log Z): -10.894055255217737

Sorted 5' Splice Sites (High to Low Probability):
Position 1329: 0.7592586333596661
Position 168: 0.6594683643796949
Position 4325: 0.43520138443822093
Position 6138: 0.31173950088164254
Position 612: 0.20151168810008627
Position 103: 0.18578138979430517
Position 6173: 0.18273593194556015
Position 1932: 0.05483235017617712
Position 1893: 0.0523976355469921
Position 1588: 0.0326981216361058
Position 289: 0.028166953415986722
Position 1401: 0.026887542636797664
Position 1661: 0.026177943500925293
Position 700: 0.02006146830540874
Position 1739: 0.01239586645558652
Position 2070: 0.01068959088150982
Position 2056: 0.008072004732311318
Position 5909: 0.007462920688583613
Position 8190: 0.006936064767903981
Position 543: 0.006814707803324825
Position 915: 0.00582667370413924
Position 5725: 0.00581145807302737
Position 390: 0.004827371360577215
Position 3228: 0.003978478843245321
Position 4008: 0.003905921174074944
Position 991: 0.003141423896868683
Position 405: 0.002120057912455454
Position 856: 0.0015986583917438214
Position 359: 0.001258665100673303
Position 3821: 0.0012323986019388607
Position 783: 0.0009787958929791765
Position 905: 0.0009433511944259332
Position 240: 0.0008765717248484489
Position 5042: 0.0006184047023045249
Position 4470: 0.00047637287329724693
Position 819: 0.0004636360101427493
Position 135: 0.000416894968791245
Position 378: 0.0003399296978526233
Position 11: 0.000337576533778838
Position 1786: 0.0003071844116919838
Position 828: 0.0002766029397293078
Position 130: 0.0002491770261197489
Position 1592: 0.00019824933874307567
Position 20: 0.0001972974971102771
Position 867: 0.00018377164755579493
Position 109: 0.00017997130403842515
Position 2022: 0.0001618082917360325
Position 897: 0.00014860686737752933
Position 650: 0.0001359936264837742
Position 272: 8.712507439468977e-05
Position 1431: 6.180924198203817e-05
Position 24: 5.939164017833967e-05
Position 1451: 4.477682847965358e-05
Position 82: 4.4061421679164545e-05
Position 807: 4.026767321191146e-05
Position 327: 2.630587307620956e-05
Position 1809: 1.8448143677972914e-05
Position 1232: 1.7155327347001584e-05
Position 1414: 1.2179866039317374e-05
Position 365: 8.809646982613554e-06
Position 458: 6.046518628016609e-06
Position 172: 4.190383914586546e-06
Position 57: 2.7766337694789842e-06
Position 324: 2.3540056802155687e-06
Position 6: 7.671246856707891e-07
Position 599: 6.578461454027811e-07
