Gene = PPP6C
index = 1065
Annotated 5SS: [  175 18734 28978 31578 35913 36286]
Annotated 3SS: [18637 28911 31435 35832 36075 39896]
SMsplice 5SS: [  175 17910 18544 18734 28978 31578 35913 36286]
SMsplice 3SS: [17816 18423 18637 28874 31435 35832 36075 39931]
top_k =  500
Partition function (log Z): -6.540519591317991

Sorted 5' Splice Sites (High to Low Probability):
Position 18734: 0.9999999991967468
Position 175: 0.9692815321146173
Position 28978: 0.9091588335832299
Position 36286: 0.9055993440523745
Position 35913: 0.8725584039213552
Position 31578: 0.7945603458128879
Position 9643: 0.7084112868544543
Position 37569: 0.5408831625436091
Position 928: 0.1792214187187691
Position 35939: 0.1261514079616762
Position 900: 0.09277827525816036
Position 36254: 0.047872624160267135
Position 41357: 0.03998266939155484
Position 41330: 0.038275622354942
Position 123: 0.019105972466895115
Position 38944: 0.015416914726618209
Position 39778: 0.013895731669804748
Position 37592: 0.011717680927481145
Position 11569: 0.007344408503932006
Position 2384: 0.00698895972435284
Position 661: 0.00524217547324446
Position 768: 0.0051582480675317136
Position 639: 0.0049828185394475534
Position 36274: 0.004766369054596985
Position 40056: 0.00356300156696899
Position 629: 0.003063311279711702
Position 40535: 0.0026183293363289564
Position 679: 0.0024648444139391303
Position 785: 0.00209203693852088
Position 37588: 0.0018595963114169823
Position 37508: 0.0016750958414017043
Position 2120: 0.0015935331575272435
Position 38914: 0.0010127247685259666
Position 257: 0.0005557939423973381
Position 950: 0.00038726325112649747
Position 563: 0.0003051493880173352
Position 940: 0.0002609979325739657
Position 331: 0.00020020483234596613
Position 364: 0.00015616214809604533
Position 373: 0.00012395053765833537
Position 702: 8.166227985428408e-05
Position 816: 4.4553520673983636e-05
Position 391: 4.176570894075266e-05
Position 38358: 1.9614513854353266e-05
Position 411: 1.8360145825413638e-05
Position 633: 1.4535311875558364e-05
Position 345: 1.4470142931466364e-05
Position 674: 1.1267053288490895e-05
Position 747: 9.750510751467371e-06
Position 631: 9.407835159587964e-06
Position 150: 9.210286344634385e-06
Position 307: 7.31332065073085e-06
Position 453: 5.794996321463542e-06
Position 1779: 4.702228533766113e-06
Position 1695: 3.501983248145842e-06
Position 1317: 2.623481314984862e-06
Position 751: 2.621415915094527e-06
Position 697: 2.5624592915471035e-06
Position 819: 2.331975583255886e-06
Position 967: 2.0663304633109683e-06
Position 209: 1.4407353118345555e-07
Position 275: 1.1153576623333468e-07
Position 358: 2.2823007314060826e-08
Position 88: 1.9188312329584513e-08
Position 127: 1.3889208700547779e-08
Position 75: 1.0714774179256512e-08
Position 4: 2.4314767426990286e-09
Position 144: 1.5686457157455511e-09
Position 18: 1.2975080093282181e-09
Position 269: 8.910734875873885e-10
Position 319: 5.769392644473367e-10
Position 403: 5.723987495474247e-10
Position 264: 4.949276046636169e-12
Position 298: 7.022770896682738e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 18637: 0.9999999991967474
Position 35832: 0.9991339052279958
Position 28874: 0.9091588335832299
