Gene = IL7R
index = 698
Annotated 5SS: [  211  4142 10615 14365 16800 17694 18739]
Annotated 3SS: [ 4002 10456 14206 16630 17599 18662 19133]
SMsplice 5SS: [  211  4142 10615 14365 16800 18739]
SMsplice 3SS: [ 4002 10456 14206 16630 18662 22221]
top_k =  500
Partition function (log Z): 2.5784458498363114

Sorted 5' Splice Sites (High to Low Probability):
Position 4142: 0.9993081174968248
Position 211: 0.980567274440626
Position 14365: 0.9710696213377241
Position 16800: 0.8687406066408139
Position 18739: 0.8328160071423556
Position 10615: 0.5345868575638038
Position 11473: 0.5039949708748428
Position 21898: 0.39318069315053567
Position 14777: 0.3645905059693193
Position 10994: 0.3558814800814832
Position 20706: 0.34205667136257945
Position 10566: 0.2805267452933889
Position 19641: 0.20011862450182155
Position 19666: 0.19094375707464367
Position 7569: 0.14221576014220105
Position 624: 0.10316796997042632
Position 13950: 0.08513012850076924
Position 19558: 0.06864694214924093
Position 17694: 0.06653423119024345
Position 10473: 0.058519325096924986
Position 12108: 0.050414559343868334
Position 2035: 0.04554875716929501
Position 18413: 0.04067257685242894
Position 2518: 0.03692215001237236
Position 19143: 0.02937898118923283
Position 3315: 0.028942028247823312
Position 14301: 0.02893023420590691
Position 18224: 0.02533864225135374
Position 12595: 0.02342354498222971
Position 19222: 0.023371923219183896
Position 10900: 0.022938593384879274
Position 17161: 0.02053154937738161
Position 11507: 0.019827046091609818
Position 7136: 0.017478395578710545
Position 17909: 0.016213360764427025
Position 5439: 0.01274591627333821
Position 12388: 0.012066975829047996
Position 3397: 0.011406643216320523
Position 9257: 0.010954348354024292
Position 7930: 0.009583402308907474
Position 18836: 0.008701330313548073
Position 20719: 0.008542675438976612
Position 2513: 0.008441868612013955
Position 6877: 0.00824961343352711
Position 21294: 0.00785645520364364
Position 18722: 0.0069120823837961936
Position 5471: 0.005029292907143924
Position 8345: 0.004788461530767445
Position 3387: 0.0047251561779829195
Position 2723: 0.004695355579992602
Position 3: 0.004640171194131673
Position 142: 0.00434749214573602
Position 8286: 0.004001984787271502
Position 12624: 0.0038913956773035593
Position 10685: 0.003847962514114839
Position 11567: 0.003588493191694756
Position 18852: 0.0031808792833674503
Position 4329: 0.0026594826287244335
Position 267: 0.002619457917350919
Position 6674: 0.0026024217627566705
Position 3061: 0.0019921155966548406
Position 8820: 0.0019129842911454825
Position 19871: 0.0018975054189992353
Position 6678: 0.0017836512242886886
Position 10826: 0.0017246647935626766
Position 4501: 0.0016402709485816229
Position 17356: 0.0015844992613267288
Position 15931: 0.0015452402931659475
Position 21321: 0.0015261559995279094
Position 5916: 0.0014995365670521248
Position 8233: 0.0014920232500541775
Position 4885: 0.0014220333325229157
Position 17720: 0.0014080233033039093
Position 13160: 0.001397506325060711
Position 2085: 0.0013486073424779231
Position 19084: 0.001318200091799631
Position 13369: 0.0012837920721360196
Position 2040: 0.0012325240460147897
Position 2804: 0.0010307786304389166
Position 10635: 0.0009821798010658002
Position 3067: 0.0008389629717466997
Position 18752: 0.0008271296499025783
Position 3826: 0.0006440503987985331
Position 12: 0.0006224852577577527
Position 539: 0.0005313709127681509
Position 3822: 0.0005100271896526004
Position 2499: 0.0004987372046398277
Position 3353: 0.0003487121099393116
Position 3319: 0.00030639789445873627
Position 1590: 0.0001904110735567013
Position 629: 0.00013109340786491625
Position 3337: 0.00011802868927751019
Position 702: 9.756619865558702e-05
Position 3580: 9.510075863700464e-05
Position 3401: 8.821907209711569e-05
Position 1314: 8.71594606634615e-05
Position 2745: 7.053917764677627e-05
Position 2248: 5.8051536831444536e-05
Position 11340: 3.697852028958065e-05
Position 4152: 3.548657579408084e-05
Position 17521: 3.277425318293307e-05
Position 4959: 2.0531093275980093e-05
Position 4691: 1.3831688977614857e-05
Position 2280: 9.810598371004041e-06
Position 305: 8.788714470363548e-06
Position 5059: 8.253347026621239e-06
Position 4834: 8.178275369854545e-06
Position 4572: 6.632801055472305e-06
Position 5050: 5.322372305615569e-06
Position 4562: 5.264965569919331e-06
Position 5038: 4.944113175505374e-06
Position 4062: 4.376605221787175e-06
Position 177: 3.5717134232649173e-06
Position 1454: 2.697471734121603e-06
Position 4567: 2.4326956121390246e-06
Position 4784: 2.1565661115229397e-06
Position 4866: 1.9600934173663987e-06
Position 226: 1.3852361404252907e-06
Position 159: 1.3758489928585988e-06
Position 4637: 1.307158653689059e-06
Position 449: 1.0790572963498024e-06
Position 260: 9.339956985968525e-07
Position 414: 7.919818487739948e-07
Position 193: 7.050523501261687e-07
Position 215: 4.7442445351976895e-07
Position 252: 4.280274594230462e-07
Position 522: 4.2451644479541535e-07
Position 447: 3.4789676254537137e-07
Position 501: 3.1431524942511593e-07
Position 4090: 3.1061896859854194e-07
Position 462: 2.7186244833749455e-07
Position 396: 2.3290811053891758e-07
Position 4164: 2.2170245277395106e-07
Position 399: 1.6187601505561297e-07
Position 516: 1.5089311375382916e-07
Position 293: 1.036171239145555e-07
Position 316: 6.405367476555364e-08
Position 340: 2.5106506742810393e-08
Position 40: 1.4334642989725956e-08
Position 355: 6.772884811905856e-11
Position 275: 5.329806104610286e-11
Position 180: 2.3025704996248118e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 14206: 0.9558491892869356
Position 10456: 0.8513898258333891
Position 18662: 0.8470489199815746
Position 22221: 0.8257270782177851
Position 4002: 0.7894262516154397
Position 16630: 0.6297903372268147
Position 19414: 0.5475850363133908
Position 21760: 0.37165265597531427
Position 20626: 0.2735435682208712
Position 11321: 0.2596598548543166
Position 10795: 0.21698181366246058
Position 14652: 0.21274851311153886
Position 11299: 0.17773882293658158
Position 3980: 0.15470361004622288
Position 10825: 0.11897201711790933
Position 16669: 0.1094495509900697
Position 17599: 0.08392579842288729
Position 20574: 0.0795734434211614
Position 19133: 0.07271435223533122
Position 14691: 0.07015074365124999
Position 16605: 0.06967406159383913
Position 11282: 0.06638910460820614
Position 525: 0.05579500151487522
Position 13839: 0.05407349401800164
Position 7355: 0.04729047307308199
Position 18129: 0.045860143526679734
Position 3255: 0.04416282930997991
Position 4051: 0.04398618477875276
Position 7452: 0.04377794295609014
Position 10899: 0.04118535925047319
Position 14178: 0.039706288465251496
Position 2401: 0.037257607478767815
Position 7473: 0.03475465041249077
Position 14586: 0.03002295340199359
Position 21831: 0.029714049498161095
Position 11940: 0.028573060427657712
Position 16647: 0.02717691428989282
Position 1882: 0.0259542892795259
Position 18397: 0.024005329141062
Position 16492: 0.022043802363434888
Position 13858: 0.020188591615427024
Position 11426: 0.02007384722015005
Position 14548: 0.019548061812520546
Position 12434: 0.018792522267840558
Position 12047: 0.018272094636574407
Position 7055: 0.01694181233100554
Position 5300: 0.016218431189085874
Position 556: 0.0160011228559217
Position 10228: 0.014789279655074839
Position 14677: 0.01460287784073351
Position 18440: 0.012090660141039778
Position 12248: 0.012066975829048001
Position 7316: 0.011573497940767771
Position 21645: 0.010789106094561707
Position 16736: 0.010498405473721193
Position 13904: 0.008729406055727982
Position 12431: 0.008522418391692703
Position 1959: 0.00839123433330439
Position 14490: 0.007861206764802174
Position 9148: 0.00761485778581333
Position 6794: 0.007527850310421211
Position 4005: 0.007389826287247792
Position 10411: 0.007259795746547541
Position 8232: 0.006987006537767346
Position 1840: 0.006696400785144418
Position 21026: 0.006587487539638959
Position 21966: 0.006030540846747234
Position 14602: 0.005877081839993352
Position 593: 0.005583514650872009
Position 16900: 0.005547125665410916
Position 2380: 0.005256846959127728
Position 21180: 0.0052110181294885245
Position 491: 0.005134574315889189
Position 127: 0.005061954397851178
Position 16973: 0.0050478297947042115
Position 6574: 0.004740210016772805
Position 452: 0.004434755225359537
Position 14182: 0.0044205660016215665
Position 7873: 0.004346022815111156
Position 2616: 0.003927271841002097
Position 17085: 0.0037891528288816856
Position 10492: 0.0035939443392899017
Position 12064: 0.003545786863429932
Position 11323: 0.0034982531467029118
Position 10688: 0.0030635562141776746
Position 7645: 0.0030165049959538772
Position 18490: 0.003003761173092012
Position 21207: 0.002810701779067532
Position 21320: 0.002801580913418582
Position 20126: 0.0027081194271869244
Position 20944: 0.002700946845963002
Position 17128: 0.0026139605835893143
Position 4211: 0.0025232925979394544
Position 1900: 0.0024362002134375327
Position 1933: 0.0024109665322383997
Position 7786: 0.0022208744978424416
Position 17836: 0.0021905995356978156
Position 13811: 0.0021625930578031364
Position 17201: 0.002105713236071359
Position 9223: 0.0020573928004855276
Position 17043: 0.001875431141983579
Position 18261: 0.0018699171430608115
Position 2926: 0.0018582809339841577
Position 10357: 0.0017092284818351314
Position 447: 0.001699583725119306
Position 3954: 0.0016112994939311684
Position 22627: 0.0015581607294807443
Position 5350: 0.0015567779913962594
Position 15764: 0.0015452402931659466
Position 372: 0.0014794473352303214
Position 4409: 0.001475883372717973
Position 18585: 0.0014400930519135183
Position 13049: 0.0013975063250607118
Position 21456: 0.0013943904762227163
Position 2619: 0.0013761788618369402
Position 8165: 0.001296747806393369
Position 13274: 0.0012837920721360204
Position 17007: 0.001258534720939926
Position 7190: 0.0012576327800233999
Position 2330: 0.0012376175718373423
Position 7502: 0.0012078994782097768
Position 8592: 0.0011950698359909043
Position 22169: 0.001172524417520316
Position 3725: 0.001154946544083769
Position 2468: 0.0010902574732706664
Position 14700: 0.0010851844638464412
Position 8137: 0.0010707354115551617
Position 4806: 0.0010671773594720208
Position 3934: 0.001063020678251764
Position 2428: 0.0010184942057692946
Position 3915: 0.0010097622962483902
Position 14448: 0.0009595542255025269
Position 8143: 0.0009279798123772485
Position 14622: 0.0009053968072064842
Position 2942: 0.000895707994564773
Position 7124: 0.0008617282653151868
Position 5740: 0.0008428252168227218
Position 3266: 0.000838661100808931
Position 7165: 0.0007662296013425275
Position 20792: 0.0007509104356475005
Position 19463: 0.0007310088975511686
Position 8766: 0.0007179144551545781
Position 9175: 0.0007035000653631354
Position 7253: 0.0006296713669393391
Position 19044: 0.0005922982328159866
Position 1990: 0.0005907174729017029
Position 9107: 0.0005785977023622985
Position 16937: 0.0004978949217645828
Position 14731: 0.00048902192180385
Position 21288: 0.0004723419073014526
Position 19806: 0.00045903108458209316
Position 3194: 0.0004439282050534766
Position 1972: 0.0004363680394885181
Position 5664: 0.00043565999956085024
Position 19721: 0.0004235261009849472
Position 17329: 0.00041622184269101775
Position 3151: 0.0004097052632919721
Position 504: 0.0003819148561977335
Position 6832: 0.000377713589814295
Position 1747: 0.00036234746730099234
Position 617: 0.0003539476328193502
Position 14428: 0.00033970880362673144
Position 15040: 0.00032144541049615335
Position 19618: 0.0003091857821712005
Position 7168: 0.00029757155845380984
Position 2668: 0.0002937548109937642
Position 4769: 0.0002857103368175428
Position 1771: 0.00026398029007521567
Position 316: 0.0002412605392574168
Position 15107: 0.00023400061711167683
Position 6533: 0.00022600851345433033
Position 5896: 0.0002210513506685526
Position 1809: 0.0002176711133274693
Position 4334: 0.00019259441204845
Position 21051: 0.00019154728415570222
Position 427: 0.00018948491886210486
Position 407: 0.00017014969716666207
Position 19178: 0.00016310308978648708
Position 340: 0.00015937535707193738
Position 16323: 0.00015633744293633924
Position 4020: 0.0001389086324382856
Position 4260: 0.0001362969083707626
Position 2004: 0.0001201029359220542
Position 1459: 0.00011091833243673475
Position 4833: 0.00010747249864810088
Position 3099: 9.524730339047957e-05
Position 11278: 8.7605912479574e-05
Position 1178: 8.623310594817562e-05
Position 3050: 7.989145180314139e-05
Position 2279: 7.763587343946078e-05
Position 1814: 7.40239559364404e-05
Position 1447: 7.393028194395082e-05
Position 2972: 7.311918334554541e-05
Position 2214: 6.424404402267539e-05
Position 10085: 6.298822806580509e-05
Position 2270: 5.7602697844280966e-05
Position 414: 5.6455401643749605e-05
Position 2084: 5.340090677961296e-05
Position 559: 5.160486006604908e-05
Position 2024: 4.560889388179971e-05
Position 1846: 4.557351368690761e-05
Position 286: 3.056285031241425e-05
Position 17160: 3.0287683394812707e-05
Position 6711: 2.6279498265963632e-05
Position 11732: 2.361741620628195e-05
Position 6420: 2.169093326240501e-05
Position 4055: 1.2141716156453414e-05
Position 6773: 1.206803454197215e-05
Position 6744: 1.1038727973225287e-05
Position 6677: 1.0842113904686909e-05
Position 6435: 1.0451622447722865e-05
Position 141: 5.71458288562731e-06
Position 4944: 5.377690520771673e-06
Position 7546: 4.414901932436245e-06
Position 1389: 3.813359777988189e-06
Position 4107: 2.7102830194394225e-06
Position 4100: 2.6946589627054724e-06
Position 2650: 2.5336490433096917e-06
Position 177: 2.478712837290252e-06
Position 16446: 2.3336265525878173e-06
Position 4623: 2.2925154880528904e-06
Position 2854: 2.2109020963997024e-06
Position 6818: 2.164114972731251e-06
Position 1490: 2.0414514724173607e-06
Position 4926: 2.039044422869152e-06
Position 2070: 2.0274277540169863e-06
Position 2117: 1.7976290474480546e-06
Position 2886: 1.7595544106660875e-06
Position 2183: 1.753368814871017e-06
Position 4672: 1.683849564737748e-06
Position 3838: 1.6832998435625264e-06
Position 2750: 1.5342340709760646e-06
Position 4272: 1.098212722175498e-06
Position 1245: 8.190894187284068e-07
Position 4586: 7.70425727770947e-07
Position 1473: 7.229236929946171e-07
Position 1383: 7.060988159292578e-07
Position 424: 6.713405694642891e-07
Position 1304: 6.601616605123862e-07
Position 605: 5.768318991202259e-07
Position 1727: 5.648464322344989e-07
Position 1146: 4.754133434929859e-07
Position 539: 4.7466909643257767e-07
Position 379: 4.7405503928827533e-07
Position 4341: 4.6311303504462786e-07
Position 1515: 3.840303775659339e-07
Position 1719: 3.310103417547205e-07
Position 2009: 2.370190432164591e-07
Position 2411: 2.1129246919818688e-07
Position 2336: 1.8979795155612914e-07
Position 2285: 1.7098945517124159e-07
Position 1053: 1.342032316947761e-07
Position 2730: 6.809478194367029e-08
Position 14431: 5.686813266976298e-08
Position 1030: 4.57831152788272e-08
Position 297: 4.025177932395966e-08
Position 255: 3.293572477318531e-08
Position 1342: 3.285933457893126e-08
Position 1674: 3.1347135212610983e-08
Position 275: 2.7790941677201787e-08
Position 3165: 2.353220847932976e-08
Position 193: 5.631945131438716e-09
Position 266: 1.023338751063192e-09
Position 189: 9.131082206262831e-10
Position 226: 5.217015803647151e-10
Position 293: 1.5371038470266493e-10
Position 215: 3.677837187017785e-11
