Gene = ERO1B
index = 508
Annotated 5SS: [  304 12111 28564 29936 32101 38564 45708 46197 49158 51762 55339 55717
 56916 60062 61154]
Annotated 3SS: [11990 28479 29893 32017 38489 45586 46149 49145 51734 55245 55469 56845
 59974 61019 63408]
SMsplice 5SS: [  304  5401 12111 21871 24356 24638 28564 28757 29936 32101 38564 39157
 46197 55339 55717 60062 60379 61154 65852]
SMsplice 3SS: [ 5311 11990 21743 24112 24527 28479 28641 29787 32017 38489 39075 46149
 55245 55469 59974 60264 61019 65762 65949]
top_k =  500
Partition function (log Z): -15.34321345751253

Sorted 5' Splice Sites (High to Low Probability):
Position 12111: 0.9999999998748845
Position 29936: 0.9991643286204498
Position 28564: 0.9833657811253284
Position 46197: 0.9287492737379963
Position 24356: 0.9201845261103007
Position 39157: 0.8964849671256214
Position 38564: 0.8647764810344079
Position 24638: 0.8470482915302175
Position 304: 0.843607362000921
Position 5401: 0.7176051610086023
Position 28757: 0.5639283559980264
Position 21871: 0.5309386307532135
Position 519: 0.39515369535143524
Position 1956: 0.2971569884219377
Position 905: 0.2692974676806123
Position 45708: 0.2471666619547552
Position 21023: 0.23389161215738022
Position 10525: 0.21526080209622245
Position 10476: 0.17987144938529254
Position 22601: 0.15783293251172803
Position 10469: 0.13944053486372443
Position 23763: 0.11930040062287639
Position 1267: 0.09051677760358075
Position 25054: 0.0758435120228539
Position 28773: 0.06808552004300386
Position 19144: 0.045828204775163396
Position 1941: 0.040207383355614267
Position 14642: 0.03748662286301136
Position 19089: 0.03550702152551836
Position 24229: 0.03290626074379374
Position 48513: 0.031222331037066918
Position 196: 0.03102435768041641
Position 545: 0.022207956511753422
Position 676: 0.021312232372715546
Position 22098: 0.020559392253803613
Position 25303: 0.016071892946822364
Position 2839: 0.006861517388993463
Position 1958: 0.006381939015934869
Position 1203: 0.0061915551994712464
Position 416: 0.0054432123483803465
Position 697: 0.0052940039709898305
Position 1196: 0.002185266075462314
Position 3752: 0.001576419147944862
Position 14157: 0.0015689320669855786
Position 169: 0.001555096220675844
Position 14217: 0.001491856037305274
Position 987: 0.001343939425516239
Position 496: 0.0012983116366896213
Position 190: 0.0012540570262788348
Position 184: 0.0011346738152893797
Position 3642: 0.0010252921256082616
Position 551: 0.0010105228400100201
Position 1605: 0.0005107837256608807
Position 13862: 0.00043782717284762863
Position 701: 0.0004247647448789983
Position 1628: 0.000359525041628572
Position 214: 0.0003150456555293746
Position 186: 0.0002594600049704823
Position 1279: 0.00022385526649185226
Position 241: 6.398507663656406e-05
Position 314: 4.688195461000626e-05
Position 33208: 4.6257336738040014e-05
Position 30729: 4.540640042782364e-05
Position 13867: 3.899755819920539e-05
Position 1524: 2.5739075623792502e-05
Position 375: 1.7308060983820672e-05
Position 30700: 1.7177796477829963e-05
Position 30658: 1.4664822816139486e-05
Position 32116: 1.4289583882959023e-05
Position 129: 1.4193696077609031e-05
Position 32171: 1.174713860353774e-05
Position 253: 1.1691883626672709e-05
Position 30688: 8.091256741528271e-06
Position 30739: 7.545727164223992e-06
Position 31981: 5.558738778722498e-06
Position 589: 5.0595790133689275e-06
Position 42: 2.4616228709716417e-06
Position 265: 5.91336713753697e-07
Position 44: 4.5090475735405987e-07
Position 98: 3.6906713720594664e-07
Position 77: 2.1022282812646043e-07
Position 465: 1.2429789770151032e-07
Position 56: 5.947575610136315e-08
Position 119: 3.601194312512411e-08
Position 132: 2.46439521177898e-08
Position 151: 1.475664594406074e-09
Position 289: 2.0210558809498176e-10
Position 148: 1.4832658713435695e-10
Position 587: 7.694187076555961e-11
Position 292: 6.485532258640497e-11
Position 604: 6.689663027324215e-12
Position 606: 2.1913808988456937e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 28479: 0.9833764569427716
Position 11990: 0.9814046686437568
Position 24112: 0.9686280926346093
Position 29787: 0.9562474938286257
Position 46149: 0.9532108611615965
Position 39075: 0.8968083152503895
Position 38489: 0.8648429260346139
Position 49145: 0.7981965634488771
Position 5311: 0.6448413421052394
Position 28641: 0.6056712968104467
Position 10392: 0.5345727863452395
Position 21743: 0.530938630753214
Position 24527: 0.42331359460004125
Position 24493: 0.408198919129703
Position 494: 0.34089141626505454
Position 1868: 0.28755349768511923
Position 45586: 0.24926597440089274
Position 20853: 0.23389161215738022
Position 22424: 0.15783293251172792
Position 48394: 0.14012062430190433
Position 23590: 0.11930108550739489
Position 24962: 0.08388368399888009
Position 19040: 0.08133522630068164
Position 5254: 0.0727638189750262
Position 433: 0.052639376407340496
Position 1124: 0.05086722354576104
Position 757: 0.04454775009776994
Position 29893: 0.04295177121723015
Position 873: 0.04085203597549063
Position 14511: 0.030023076978688633
Position 47984: 0.02884375095222637
Position 1105: 0.028767796077748004
Position 853: 0.025583598903705165
Position 738: 0.023055131881477554
Position 28702: 0.022812116301175557
Position 806: 0.022470373469234927
Position 51007: 0.021655718099597182
Position 21974: 0.020559392253803613
Position 1889: 0.01939487572428528
Position 12031: 0.018595331231127436
Position 694: 0.01582474427856194
Position 594: 0.013128886944599828
Position 1870: 0.012481358435493155
Position 49727: 0.012160324781781699
Position 1080: 0.009436755658539455
Position 1940: 0.008318623653192884
Position 25139: 0.00803851952585391
Position 835: 0.007473878229687545
