Gene = SAPCD2
index = 1224
Annotated 5SS: [ 699 4327 5067 5511 5726]
Annotated 3SS: [4213 4919 5402 5608 5800]
SMsplice 5SS: [ 699  885 4327 4847 5067 5511 5726]
SMsplice 3SS: [ 794 4213 4661 4919 5402 5608 5800]
top_k =  500
Partition function (log Z): 5.6070259275924945

Sorted 5' Splice Sites (High to Low Probability):
Position 5726: 0.995113859950905
Position 5511: 0.9926449524791723
Position 4327: 0.9426685981373387
Position 5067: 0.9333170422499015
Position 699: 0.8713755154670811
Position 885: 0.5709884654503515
Position 4847: 0.5125986706471376
Position 2508: 0.12429357547141986
Position 4772: 0.08337239080263989
Position 3979: 0.059052793941123054
Position 1711: 0.050162875463381044
Position 4780: 0.018183786460782243
Position 7047: 0.016623815969333287
Position 2616: 0.010875353899462188
Position 2294: 0.008158393307481427
Position 6449: 0.007620278597116007
Position 4758: 0.00755241884826385
Position 2720: 0.0072562326000013885
Position 7051: 0.006809455483812759
Position 2716: 0.006661322934093968
Position 3886: 0.005786424653300114
Position 5984: 0.0051745206282556465
Position 350: 0.004963813538132848
Position 3913: 0.004785644769927362
Position 7089: 0.004448452143473005
Position 5454: 0.0032078167161111977
Position 853: 0.002994640432443992
Position 1662: 0.002736157621559018
Position 4776: 0.0023244660353723217
Position 4125: 0.0021564823396629292
Position 4184: 0.0018162186663718083
Position 527: 0.0017304749217322629
Position 5240: 0.0013812051546763895
Position 286: 0.0010907380747707006
Position 4871: 0.0010295148038869694
Position 99: 0.0006622021870157776
Position 4833: 0.0006583503798830183
Position 329: 0.000652096635639653
Position 5000: 0.0006161951140711028
Position 5944: 0.0004237845633483256
Position 5517: 0.00040901027871663356
Position 25: 0.0003522716701675496
Position 499: 0.0003326872908699713
Position 967: 0.00026843596419213865
Position 6555: 0.0002681463562571437
Position 4956: 0.00023421225481324
Position 266: 0.00021877931638377123
Position 2155: 0.00018049361780692237
Position 1730: 0.000126703339205322
Position 1751: 0.00011379121066775861
Position 497: 0.00011357742548765675
Position 73: 0.00011101122408890475
Position 5463: 8.188247088996916e-05
Position 1248: 8.024027143439874e-05
Position 1821: 7.420892926884103e-05
Position 5471: 7.206085493967174e-05
Position 43: 5.921277881645682e-05
